income_2022,countries,ofmsw_food_green_2022_mt,unmanaged_ofmsw_food_green_2022_mt,first_pass_ch4_mt,first_pass_gwp100_mtco2e,ad_net_benefit_mtco2e,compost_net_benefit_mtco2e,prevention_net_benefit_mtco2e
UMIC,54,501.20509338686037,240.72558917615754,9.208338322173555,250.46680236312068,105.68749517006616,94.5104115524745,116.09670940836007
LMIC,54,269.3951751008008,147.67807339857342,4.110725052111496,111.81172141743266,49.83494573057333,41.24243959623472,64.25020662164098
HIC,83,256.7102530304987,105.4996210932463,5.058494288984106,137.5910446603677,56.91305453472289,52.54873679876833,43.068905055540334
LIC,25,32.482137009750346,17.73457522830637,0.40906844508875917,11.126661706414248,4.537335839302516,4.032483398682236,7.52701813235404
UMC (2019),1,4.140950479679504,4.140950479679504,0.11516397379036668,3.1324600870979733,1.2300555920332044,1.155340422528347,1.868777161323446
