iso3,country_wdi,indicator,value
ISR,Israel,NY.GDP.MKTP.CD,525181008025.57
ITA,Italy,NY.GDP.MKTP.CD,2104067630319.46
JAM,Jamaica,NY.GDP.MKTP.CD,18813516805.214
JPN,Japan,NY.GDP.MKTP.CD,4262463317796.53
JOR,Jordan,NY.GDP.MKTP.CD,48764963380.2817
KAZ,Kazakhstan,NY.GDP.MKTP.CD,225496328925.494
KEN,Kenya,NY.GDP.MKTP.CD,114448978152.637
KIR,Kiribati,NY.GDP.MKTP.CD,270040453.254018
PRK,"Korea, Dem. People's Rep.",NY.GDP.MKTP.CD,
KOR,"Korea, Rep.",NY.GDP.MKTP.CD,1799363116866.52
XKX,Kosovo,NY.GDP.MKTP.CD,9354907646.29785
KWT,Kuwait,NY.GDP.MKTP.CD,183502046693.878
KGZ,Kyrgyz Republic,NY.GDP.MKTP.CD,12134931017.9465
LAO,Lao PDR,NY.GDP.MKTP.CD,15468785203.7532
LVA,Latvia,NY.GDP.MKTP.CD,38003198508.9107
LBN,Lebanon,NY.GDP.MKTP.CD,20992421948.8081
LSO,Lesotho,NY.GDP.MKTP.CD,2354980960.02697
LBR,Liberia,NY.GDP.MKTP.CD,4001047000.0
LBY,Libya,NY.GDP.MKTP.CD,43246297921.8499
LIE,Liechtenstein,NY.GDP.MKTP.CD,7426856242.7736
LTU,Lithuania,NY.GDP.MKTP.CD,71033884499.7824
LUX,Luxembourg,NY.GDP.MKTP.CD,80801680397.0139
MAC,"Macao SAR, China",NY.GDP.MKTP.CD,24929307447.3237
MDG,Madagascar,NY.GDP.MKTP.CD,15325603272.6097
MWI,Malawi,NY.GDP.MKTP.CD,12429059928.102
MYS,Malaysia,NY.GDP.MKTP.CD,407830525989.553
MDV,Maldives,NY.GDP.MKTP.CD,6177123352.26211
MLI,Mali,NY.GDP.MKTP.CD,22539987718.7642
MLT,Malta,NY.GDP.MKTP.CD,18928276162.4131
MHL,Marshall Islands,NY.GDP.MKTP.CD,258723510.742188
MRT,Mauritania,NY.GDP.MKTP.CD,9557966698.25369
MUS,Mauritius,NY.GDP.MKTP.CD,12936444123.3037
MEX,Mexico,NY.GDP.MKTP.CD,1466934724293.06
FSM,"Micronesia, Fed. Sts.",NY.GDP.MKTP.CD,415956900.0
MDA,Moldova,NY.GDP.MKTP.CD,14525337523.7271
MCO,Monaco,NY.GDP.MKTP.CD,8800430486.17137
MNG,Mongolia,NY.GDP.MKTP.CD,17146471713.748
MNE,Montenegro,NY.GDP.MKTP.CD,6251215144.13471
MAR,Morocco,NY.GDP.MKTP.CD,131245312804.483
MOZ,Mozambique,NY.GDP.MKTP.CD,18883528581.3734
MMR,Myanmar,NY.GDP.MKTP.CD,62253049903.28
NAM,Namibia,NY.GDP.MKTP.CD,12569449123.3661
NRU,Nauru,NY.GDP.MKTP.CD,152373433.909474
NPL,Nepal,NY.GDP.MKTP.CD,41182939600.6209
NLD,Netherlands,NY.GDP.MKTP.CD,1046540797548.64
NCL,New Caledonia,NY.GDP.MKTP.CD,9623318718.31459
NZL,New Zealand,NY.GDP.MKTP.CD,249509991440.438
NIC,Nicaragua,NY.GDP.MKTP.CD,15634572502.2294
NER,Niger,NY.GDP.MKTP.CD,15433852712.2963
NGA,Nigeria,NY.GDP.MKTP.CD,646950257577.814
MKD,North Macedonia,NY.GDP.MKTP.CD,13932436550.0883
MNP,Northern Mariana Islands,NY.GDP.MKTP.CD,1096000000.0
NOR,Norway,NY.GDP.MKTP.CD,596297651035.798
OMN,Oman,NY.GDP.MKTP.CD,109852795838.752
PAK,Pakistan,NY.GDP.MKTP.CD,374890295666.694
PLW,Palau,NY.GDP.MKTP.CD,243826812.744141
PAN,Panama,NY.GDP.MKTP.CD,76479304470.9375
PNG,Papua New Guinea,NY.GDP.MKTP.CD,31653185952.609
PRY,Paraguay,NY.GDP.MKTP.CD,41952910858.0846
PER,Peru,NY.GDP.MKTP.CD,246065570308.155
PHL,Philippines,NY.GDP.MKTP.CD,404353369604.631
POL,Poland,NY.GDP.MKTP.CD,695607470875.276
PRT,Portugal,NY.GDP.MKTP.CD,256898677175.024
PRI,Puerto Rico (US),NY.GDP.MKTP.CD,113843700000.0
QAT,Qatar,NY.GDP.MKTP.CD,235709340659.341
ROU,Romania,NY.GDP.MKTP.CD,295319437556.988
RUS,Russian Federation,NY.GDP.MKTP.CD,2291612121334.64
RWA,Rwanda,NY.GDP.MKTP.CD,13316161002.3912
WSM,Samoa,NY.GDP.MKTP.CD,889554711.842341
SMR,San Marino,NY.GDP.MKTP.CD,1829211863.9476
STP,Sao Tome and Principe,NY.GDP.MKTP.CD,540809499.189348
SAU,Saudi Arabia,NY.GDP.MKTP.CD,1239075200000.0
SEN,Senegal,NY.GDP.MKTP.CD,27783332222.6759
SRB,Serbia,NY.GDP.MKTP.CD,66809895701.2152
SYC,Seychelles,NY.GDP.MKTP.CD,2018346588.73752
SLE,Sierra Leone,NY.GDP.MKTP.CD,7121125277.52542
SGP,Singapore,NY.GDP.MKTP.CD,509017841146.557
SXM,Sint Maarten (Dutch part),NY.GDP.MKTP.CD,1592564639.32961
SVK,Slovak Republic,NY.GDP.MKTP.CD,115792972358.209
SVN,Slovenia,NY.GDP.MKTP.CD,59899117741.0022
SLB,Solomon Islands,NY.GDP.MKTP.CD,1466670929.62333
SOM,"Somalia, Fed. Rep.",NY.GDP.MKTP.CD,10203000000.0
ZAF,South Africa,NY.GDP.MKTP.CD,407596043067.885
SSD,South Sudan,NY.GDP.MKTP.CD,
ESP,Spain,NY.GDP.MKTP.CD,1448850658406.62
LKA,Sri Lanka,NY.GDP.MKTP.CD,74143020262.8076
KNA,St. Kitts and Nevis,NY.GDP.MKTP.CD,981429629.62963
LCA,St. Lucia,NY.GDP.MKTP.CD,2342714814.81481
MAF,St. Martin (French part),NY.GDP.MKTP.CD,
VCT,St. Vincent and the Grenadines,NY.GDP.MKTP.CD,989188888.888889
SDN,Sudan,NY.GDP.MKTP.CD,51666875363.0963
SUR,Suriname,NY.GDP.MKTP.CD,3791603200.0259
SWE,Sweden,NY.GDP.MKTP.CD,575071237640.921
CHE,Switzerland,NY.GDP.MKTP.CD,828508926958.393
SYR,Syrian Arab Republic,NY.GDP.MKTP.CD,23622827079.5047
TJK,Tajikistan,NY.GDP.MKTP.CD,10713525200.3998
TZA,Tanzania,NY.GDP.MKTP.CD,75749121842.9149
THA,Thailand,NY.GDP.MKTP.CD,495644697587.661
TLS,Timor-Leste,NY.GDP.MKTP.CD,3208599889.00965
TGO,Togo,NY.GDP.MKTP.CD,8646453099.4124
TON,Tonga,NY.GDP.MKTP.CD,556514555.400882
TTO,Trinidad and Tobago,NY.GDP.MKTP.CD,28341164301.126
TUN,Tunisia,NY.GDP.MKTP.CD,44929920092.7955
TUR,Turkiye,NY.GDP.MKTP.CD,926097476913.818
TKM,Turkmenistan,NY.GDP.MKTP.CD,42208726137.7192
TCA,Turks and Caicos Islands,NY.GDP.MKTP.CD,1434119000.0
TUV,Tuvalu,NY.GDP.MKTP.CD,59065982.0873657
UGA,Uganda,NY.GDP.MKTP.CD,45565333210.9108
UKR,Ukraine,NY.GDP.MKTP.CD,161989520721.19
ARE,United Arab Emirates,NY.GDP.MKTP.CD,511403403675.97
GBR,United Kingdom,NY.GDP.MKTP.CD,3181244350465.41
USA,United States,NY.GDP.MKTP.CD,25604848907611.0
URY,Uruguay,NY.GDP.MKTP.CD,70594110920.0358
UZB,Uzbekistan,NY.GDP.MKTP.CD,90095926567.4359
VUT,Vanuatu,NY.GDP.MKTP.CD,1055031360.57356
VEN,"Venezuela, RB",NY.GDP.MKTP.CD,89013255584.7499
VNM,Viet Nam,NY.GDP.MKTP.CD,413445230668.578
VIR,Virgin Islands (U.S.),NY.GDP.MKTP.CD,4672000000.0
PSE,West Bank and Gaza,NY.GDP.MKTP.CD,19165500000.0
YEM,"Yemen, Rep.",NY.GDP.MKTP.CD,
ZMB,Zambia,NY.GDP.MKTP.CD,29163782140.4858
ZWE,Zimbabwe,NY.GDP.MKTP.CD,40757561708.7741
AFE,Africa Eastern and Southern,SP.POP.TOTL,731821393.0
AFW,Africa Western and Central,SP.POP.TOTL,497387180.0
ARB,Arab World,SP.POP.TOTL,471352066.0
CSS,Caribbean small states,SP.POP.TOTL,4497310.0
CEB,Central Europe and the Baltics,SP.POP.TOTL,100071871.0
EAR,Early-demographic dividend,SP.POP.TOTL,3470644834.0
EAS,East Asia & Pacific,SP.POP.TOTL,2379617118.0
EAP,East Asia & Pacific (excluding high income),SP.POP.TOTL,2133560408.0
TEA,East Asia & Pacific (IDA & IBRD countries),SP.POP.TOTL,2107261123.0
EMU,Euro area,SP.POP.TOTL,348200155.0
ECS,Europe & Central Asia,SP.POP.TOTL,924234471.0
ECA,Europe & Central Asia (excluding high income),SP.POP.TOTL,250514347.0
TEC,Europe & Central Asia (IDA & IBRD countries),SP.POP.TOTL,460942269.0
EUU,European Union,SP.POP.TOTL,447202673.0
FCS,Fragile and conflict affected situations,SP.POP.TOTL,1036390026.0
HPC,Heavily indebted poor countries (HIPC),SP.POP.TOTL,893906294.0
,High income,SP.POP.TOTL,1398001706.0
IBD,IBRD only,SP.POP.TOTL,4928196300.0
IBT,IDA & IBRD total,SP.POP.TOTL,6794724390.0
IDB,IDA blend,SP.POP.TOTL,651895919.0
IDX,IDA only,SP.POP.TOTL,1214632171.0
IDA,IDA total,SP.POP.TOTL,1866528090.0
LTE,Late-demographic dividend,SP.POP.TOTL,2323799591.0
LCN,Latin America & Caribbean,SP.POP.TOTL,653108120.0
LAC,Latin America & Caribbean (excluding high income),SP.POP.TOTL,585648822.0
TLA,Latin America & the Caribbean (IDA & IBRD countries),SP.POP.TOTL,637837815.0
LDC,Least developed countries: UN classification,SP.POP.TOTL,1134585604.0
LMY,Low & middle income,SP.POP.TOTL,6437946207.0
,Low income,SP.POP.TOTL,591481496.0
,Lower middle income,SP.POP.TOTL,3043358377.0
MEA,"Middle East, North Africa, Afghanistan & Pakistan",SP.POP.TOTL,782349366.0
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",SP.POP.TOTL,716508657.0
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",SP.POP.TOTL,711465045.0
MIC,Middle income,SP.POP.TOTL,5846464711.0
NAC,North America,SP.POP.TOTL,373018004.0
,Not classified,SP.POP.TOTL,
OED,OECD members,SP.POP.TOTL,1378565677.0
OSS,Other small states,SP.POP.TOTL,12699005.0
PSS,Pacific island small states,SP.POP.TOTL,2656049.0
PST,Post-demographic dividend,SP.POP.TOTL,1117394729.0
PRE,Pre-demographic dividend,SP.POP.TOTL,1051201551.0
SST,Small states,SP.POP.TOTL,19852364.0
SAS,South Asia,SP.POP.TOTL,1648009565.0
TSA,South Asia (IDA & IBRD),SP.POP.TOTL,1648009565.0
SSF,Sub-Saharan Africa,SP.POP.TOTL,1229208573.0
SSA,Sub-Saharan Africa (excluding high income),SP.POP.TOTL,1103704408.0
TSS,Sub-Saharan Africa (IDA & IBRD countries),SP.POP.TOTL,1229208573.0
,Upper middle income,SP.POP.TOTL,2803106334.0
WLD,World,SP.POP.TOTL,7989545217.0
AFG,Afghanistan,SP.POP.TOTL,40578842.0
ALB,Albania,SP.POP.TOTL,2451636.0
DZA,Algeria,SP.POP.TOTL,45477389.0
ASM,American Samoa,SP.POP.TOTL,48342.0
AND,Andorra,SP.POP.TOTL,79705.0
AGO,Angola,SP.POP.TOTL,35635029.0
ATG,Antigua and Barbuda,SP.POP.TOTL,92840.0
ARG,Argentina,SP.POP.TOTL,45407904.0
ARM,Armenia,SP.POP.TOTL,2969200.0
ABW,Aruba,SP.POP.TOTL,107310.0
AUS,Australia,SP.POP.TOTL,26018721.0
AUT,Austria,SP.POP.TOTL,9041851.0
AZE,Azerbaijan,SP.POP.TOTL,10141756.0
BHS,"Bahamas, The",SP.POP.TOTL,397538.0
BHR,Bahrain,SP.POP.TOTL,1524693.0
BGD,Bangladesh,SP.POP.TOTL,169384897.0
BRB,Barbados,SP.POP.TOTL,282318.0
BLR,Belarus,SP.POP.TOTL,9228071.0
BEL,Belgium,SP.POP.TOTL,11680210.0
BLZ,Belize,SP.POP.TOTL,402733.0
BEN,Benin,SP.POP.TOTL,13759501.0
BMU,Bermuda,SP.POP.TOTL,64749.0
BTN,Bhutan,SP.POP.TOTL,780914.0
BOL,Bolivia,SP.POP.TOTL,12077154.0
BIH,Bosnia and Herzegovina,SP.POP.TOTL,3204802.0
BWA,Botswana,SP.POP.TOTL,2439892.0
BRA,Brazil,SP.POP.TOTL,210306415.0
VGB,British Virgin Islands,SP.POP.TOTL,38319.0
BRN,Brunei Darussalam,SP.POP.TOTL,455370.0
BGR,Bulgaria,SP.POP.TOTL,6465097.0
BFA,Burkina Faso,SP.POP.TOTL,22509038.0
BDI,Burundi,SP.POP.TOTL,13321097.0
CPV,Cabo Verde,SP.POP.TOTL,519741.0
KHM,Cambodia,SP.POP.TOTL,17201724.0
CMR,Cameroon,SP.POP.TOTL,27632771.0
CAN,Canada,SP.POP.TOTL,38935934.0
CYM,Cayman Islands,SP.POP.TOTL,71591.0
CAF,Central African Republic,SP.POP.TOTL,5098039.0
TCD,Chad,SP.POP.TOTL,18455316.0
CHI,Channel Islands,SP.POP.TOTL,167215.0
CHL,Chile,SP.POP.TOTL,19553036.0
CHN,China,SP.POP.TOTL,1412175000.0
COL,Colombia,SP.POP.TOTL,51737944.0
COM,Comoros,SP.POP.TOTL,834188.0
COD,"Congo, Dem. Rep.",SP.POP.TOTL,102396968.0
COG,"Congo, Rep.",SP.POP.TOTL,6035104.0
CRI,Costa Rica,SP.POP.TOTL,5081765.0
CIV,Cote d'Ivoire,SP.POP.TOTL,30395002.0
HRV,Croatia,SP.POP.TOTL,3855641.0
CUB,Cuba,SP.POP.TOTL,11059820.0
CUW,Curacao,SP.POP.TOTL,153321.0
CYP,Cyprus,SP.POP.TOTL,1331370.0
CZE,Czechia,SP.POP.TOTL,10672118.0
DNK,Denmark,SP.POP.TOTL,5903037.0
DJI,Djibouti,SP.POP.TOTL,1137096.0
DMA,Dominica,SP.POP.TOTL,66826.0
DOM,Dominican Republic,SP.POP.TOTL,11230734.0
ECU,Ecuador,SP.POP.TOTL,17823897.0
EGY,"Egypt, Arab Rep.",SP.POP.TOTL,112618250.0
SLV,El Salvador,SP.POP.TOTL,6280319.0
GNQ,Equatorial Guinea,SP.POP.TOTL,1803545.0
ERI,Eritrea,SP.POP.TOTL,3409447.0
EST,Estonia,SP.POP.TOTL,1348840.0
SWZ,Eswatini,SP.POP.TOTL,1218917.0
ETH,Ethiopia,SP.POP.TOTL,125384287.0
FRO,Faroe Islands,SP.POP.TOTL,53912.0
FJI,Fiji,SP.POP.TOTL,919422.0
FIN,Finland,SP.POP.TOTL,5556106.0
FRA,France,SP.POP.TOTL,68184457.0
PYF,French Polynesia,SP.POP.TOTL,280378.0
GAB,Gabon,SP.POP.TOTL,2430747.0
GMB,"Gambia, The",SP.POP.TOTL,2636470.0
GEO,Georgia,SP.POP.TOTL,3712502.0
DEU,Germany,SP.POP.TOTL,83177813.0
GHA,Ghana,SP.POP.TOTL,33149152.0
GIB,Gibraltar,SP.POP.TOTL,37609.0
GRC,Greece,SP.POP.TOTL,10436882.0
GRL,Greenland,SP.POP.TOTL,56661.0
GRD,Grenada,SP.POP.TOTL,116913.0
GUM,Guam,SP.POP.TOTL,165180.0
GTM,Guatemala,SP.POP.TOTL,17847877.0
GIN,Guinea,SP.POP.TOTL,14055137.0
GNB,Guinea-Bissau,SP.POP.TOTL,2105529.0
GUY,Guyana,SP.POP.TOTL,821637.0
HTI,Haiti,SP.POP.TOTL,11503606.0
HND,Honduras,SP.POP.TOTL,10463872.0
HKG,"Hong Kong SAR, China",SP.POP.TOTL,7346100.0
HUN,Hungary,SP.POP.TOTL,9605074.0
ISL,Iceland,SP.POP.TOTL,382003.0
IND,India,SP.POP.TOTL,1425423212.0
IDN,Indonesia,SP.POP.TOTL,278830529.0
IRN,"Iran, Islamic Rep.",SP.POP.TOTL,89524246.0
IRQ,Iraq,SP.POP.TOTL,44070551.0
IRL,Ireland,SP.POP.TOTL,5212836.0
IMN,Isle of Man,SP.POP.TOTL,84132.0
ISR,Israel,SP.POP.TOTL,9557500.0
ITA,Italy,SP.POP.TOTL,59013667.0
JAM,Jamaica,SP.POP.TOTL,2839144.0
JPN,Japan,SP.POP.TOTL,125124989.0
JOR,Jordan,SP.POP.TOTL,11256263.0
KAZ,Kazakhstan,SP.POP.TOTL,20034609.0
KEN,Kenya,SP.POP.TOTL,54252461.0
KIR,Kiribati,SP.POP.TOTL,130469.0
PRK,"Korea, Dem. People's Rep.",SP.POP.TOTL,26328845.0
KOR,"Korea, Rep.",SP.POP.TOTL,51672569.0
XKX,Kosovo,SP.POP.TOTL,1768096.0
KWT,Kuwait,SP.POP.TOTL,4589643.0
KGZ,Kyrgyz Republic,SP.POP.TOTL,6975220.0
LAO,Lao PDR,SP.POP.TOTL,7559007.0
LVA,Latvia,SP.POP.TOTL,1879383.0
LBN,Lebanon,SP.POP.TOTL,5744489.0
LSO,Lesotho,SP.POP.TOTL,2286110.0
LBR,Liberia,SP.POP.TOTL,5373294.0
LBY,Libya,SP.POP.TOTL,7223805.0
LIE,Liechtenstein,SP.POP.TOTL,39493.0
LTU,Lithuania,SP.POP.TOTL,2831639.0
LUX,Luxembourg,SP.POP.TOTL,653103.0
MAC,"Macao SAR, China",SP.POP.TOTL,677300.0
MDG,Madagascar,SP.POP.TOTL,30437261.0
MWI,Malawi,SP.POP.TOTL,20568728.0
MYS,Malaysia,SP.POP.TOTL,34695493.0
MDV,Maldives,SP.POP.TOTL,524106.0
MLI,Mali,SP.POP.TOTL,23072640.0
MLT,Malta,SP.POP.TOTL,531113.0
MHL,Marshall Islands,SP.POP.TOTL,40077.0
MRT,Mauritania,SP.POP.TOTL,4875637.0
MUS,Mauritius,SP.POP.TOTL,1262523.0
MEX,Mexico,SP.POP.TOTL,128613117.0
FSM,"Micronesia, Fed. Sts.",SP.POP.TOTL,112114.0
MDA,Moldova,SP.POP.TOTL,2528654.0
MCO,Monaco,SP.POP.TOTL,38931.0
MNG,Mongolia,SP.POP.TOTL,3433748.0
MNE,Montenegro,SP.POP.TOTL,623591.0
MAR,Morocco,SP.POP.TOTL,37329064.0
MOZ,Mozambique,SP.POP.TOTL,32656246.0
MMR,Myanmar,SP.POP.TOTL,53756787.0
NAM,Namibia,SP.POP.TOTL,2889662.0
NRU,Nauru,SP.POP.TOTL,11801.0
NPL,Nepal,SP.POP.TOTL,29715436.0
NLD,Netherlands,SP.POP.TOTL,17700982.0
NCL,New Caledonia,SP.POP.TOTL,287123.0
NZL,New Zealand,SP.POP.TOTL,5081700.0
NIC,Nicaragua,SP.POP.TOTL,6730654.0
NER,Niger,SP.POP.TOTL,25311973.0
NGA,Nigeria,SP.POP.TOTL,223150896.0
MKD,North Macedonia,SP.POP.TOTL,1831712.0
MNP,Northern Mariana Islands,SP.POP.TOTL,46078.0
NOR,Norway,SP.POP.TOTL,5457127.0
OMN,Oman,SP.POP.TOTL,4730226.0
PAK,Pakistan,SP.POP.TOTL,243700667.0
PLW,Palau,SP.POP.TOTL,17759.0
PAN,Panama,SP.POP.TOTL,4400773.0
PNG,Papua New Guinea,SP.POP.TOTL,10203169.0
PRY,Paraguay,SP.POP.TOTL,6760464.0
PER,Peru,SP.POP.TOTL,33475438.0
PHL,Philippines,SP.POP.TOTL,113964338.0
POL,Poland,SP.POP.TOTL,36821749.0
PRT,Portugal,SP.POP.TOTL,10434332.0
PRI,Puerto Rico (US),SP.POP.TOTL,3220137.0
QAT,Qatar,SP.POP.TOTL,2657333.0
ROU,Romania,SP.POP.TOTL,19048502.0
RUS,Russian Federation,SP.POP.TOTL,144236933.0
RWA,Rwanda,SP.POP.TOTL,13651030.0
WSM,Samoa,SP.POP.TOTL,215261.0
SMR,San Marino,SP.POP.TOTL,33755.0
STP,Sao Tome and Principe,SP.POP.TOTL,226305.0
SAU,Saudi Arabia,SP.POP.TOTL,32175224.0
SEN,Senegal,SP.POP.TOTL,17651103.0
SRB,Serbia,SP.POP.TOTL,6664449.0
SYC,Seychelles,SP.POP.TOTL,119878.0
SLE,Sierra Leone,SP.POP.TOTL,8276807.0
SGP,Singapore,SP.POP.TOTL,5637022.0
SXM,Sint Maarten (Dutch part),SP.POP.TOTL,42139.0
SVK,Slovak Republic,SP.POP.TOTL,5431752.0
SVN,Slovenia,SP.POP.TOTL,2112076.0
SLB,Solomon Islands,SP.POP.TOTL,781066.0
SOM,"Somalia, Fed. Rep.",SP.POP.TOTL,17801897.0
ZAF,South Africa,SP.POP.TOTL,62378410.0
SSD,South Sudan,SP.POP.TOTL,11021177.0
ESP,Spain,SP.POP.TOTL,47786102.0
LKA,Sri Lanka,SP.POP.TOTL,22181000.0
KNA,St. Kitts and Nevis,SP.POP.TOTL,46709.0
LCA,St. Lucia,SP.POP.TOTL,178781.0
MAF,St. Martin (French part),SP.POP.TOTL,28870.0
VCT,St. Vincent and the Grenadines,SP.POP.TOTL,102046.0
SDN,Sudan,SP.POP.TOTL,49383346.0
SUR,Suriname,SP.POP.TOTL,623164.0
SWE,Sweden,SP.POP.TOTL,10486941.0
CHE,Switzerland,SP.POP.TOTL,8777088.0
SYR,Syrian Arab Republic,SP.POP.TOTL,22462173.0
TJK,Tajikistan,SP.POP.TOTL,10182222.0
TZA,Tanzania,SP.POP.TOTL,64711821.0
THA,Thailand,SP.POP.TOTL,71735329.0
TLS,Timor-Leste,SP.POP.TOTL,1369295.0
TGO,Togo,SP.POP.TOTL,9089738.0
TON,Tonga,SP.POP.TOTL,105042.0
TTO,Trinidad and Tobago,SP.POP.TOTL,1365805.0
TUN,Tunisia,SP.POP.TOTL,12119334.0
TUR,Turkiye,SP.POP.TOTL,84979913.0
TKM,Turkmenistan,SP.POP.TOTL,7230193.0
TCA,Turks and Caicos Islands,SP.POP.TOTL,45847.0
TUV,Tuvalu,SP.POP.TOTL,9992.0
UGA,Uganda,SP.POP.TOTL,47312719.0
UKR,Ukraine,SP.POP.TOTL,41048766.0
ARE,United Arab Emirates,SP.POP.TOTL,10074977.0
GBR,United Kingdom,SP.POP.TOTL,67604000.0
USA,United States,SP.POP.TOTL,334017321.0
URY,Uruguay,SP.POP.TOTL,3390913.0
UZB,Uzbekistan,SP.POP.TOTL,34938955.0
VUT,Vanuatu,SP.POP.TOTL,313046.0
VEN,"Venezuela, RB",SP.POP.TOTL,28213017.0
VNM,Viet Nam,SP.POP.TOTL,99680655.0
VIR,Virgin Islands (U.S.),SP.POP.TOTL,105413.0
PSE,West Bank and Gaza,SP.POP.TOTL,5043612.0
YEM,"Yemen, Rep.",SP.POP.TOTL,38222876.0
ZMB,Zambia,SP.POP.TOTL,20152938.0
ZWE,Zimbabwe,SP.POP.TOTL,16069056.0
AFE,Africa Eastern and Southern,SP.URB.TOTL.IN.ZS,37.3605781096471
AFW,Africa Western and Central,SP.URB.TOTL.IN.ZS,51.6816941134779
ARB,Arab World,SP.URB.TOTL.IN.ZS,59.3339325148117
CSS,Caribbean small states,SP.URB.TOTL.IN.ZS,50.1314448681558
CEB,Central Europe and the Baltics,SP.URB.TOTL.IN.ZS,61.5935240282645
EAR,Early-demographic dividend,SP.URB.TOTL.IN.ZS,46.6969243405166
EAS,East Asia & Pacific,SP.URB.TOTL.IN.ZS,63.6828244393002
EAP,East Asia & Pacific (excluding high income),SP.URB.TOTL.IN.ZS,60.8593968560328
TEA,East Asia & Pacific (IDA & IBRD countries),SP.URB.TOTL.IN.ZS,60.8301827838521
EMU,Euro area,SP.URB.TOTL.IN.ZS,77.1544577812445
ECS,Europe & Central Asia,SP.URB.TOTL.IN.ZS,73.7292682667978
ECA,Europe & Central Asia (excluding high income),SP.URB.TOTL.IN.ZS,68.1628939259503
TEC,Europe & Central Asia (IDA & IBRD countries),SP.URB.TOTL.IN.ZS,68.9112783282391
EUU,European Union,SP.URB.TOTL.IN.ZS,74.7659603902094
FCS,Fragile and conflict affected situations,SP.URB.TOTL.IN.ZS,45.5264138281594
HPC,Heavily indebted poor countries (HIPC),SP.URB.TOTL.IN.ZS,36.9472479538651
,High income,SP.URB.TOTL.IN.ZS,79.9046308853316
IBD,IBRD only,SP.URB.TOTL.IN.ZS,57.7552337954716
IBT,IDA & IBRD total,SP.URB.TOTL.IN.ZS,52.8148643869515
IDB,IDA blend,SP.URB.TOTL.IN.ZS,47.6330129185198
IDX,IDA only,SP.URB.TOTL.IN.ZS,35.5511339217003
IDA,IDA total,SP.URB.TOTL.IN.ZS,39.7708012570462
LTE,Late-demographic dividend,SP.URB.TOTL.IN.ZS,66.5775786046606
LCN,Latin America & Caribbean,SP.URB.TOTL.IN.ZS,80.8277327769
LAC,Latin America & Caribbean (excluding high income),SP.URB.TOTL.IN.ZS,80.294444140205
TLA,Latin America & the Caribbean (IDA & IBRD countries),SP.URB.TOTL.IN.ZS,80.8195255101746
LDC,Least developed countries: UN classification,SP.URB.TOTL.IN.ZS,35.2589263540141
LMY,Low & middle income,SP.URB.TOTL.IN.ZS,52.6396704057543
,Low income,SP.URB.TOTL.IN.ZS,36.4160805989563
,Lower middle income,SP.URB.TOTL.IN.ZS,40.7971368007104
MEA,"Middle East, North Africa, Afghanistan & Pakistan",SP.URB.TOTL.IN.ZS,55.12536380356
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",SP.URB.TOTL.IN.ZS,52.1693289932022
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",SP.URB.TOTL.IN.ZS,51.925275557204
MIC,Middle income,SP.URB.TOTL.IN.ZS,54.2809961716245
NAC,North America,SP.URB.TOTL.IN.ZS,80.2778760108654
,Not classified,SP.URB.TOTL.IN.ZS,
OED,OECD members,SP.URB.TOTL.IN.ZS,80.9495516047505
OSS,Other small states,SP.URB.TOTL.IN.ZS,54.4367375147273
PSS,Pacific island small states,SP.URB.TOTL.IN.ZS,39.9427900823495
PST,Post-demographic dividend,SP.URB.TOTL.IN.ZS,80.93281887999
PRE,Pre-demographic dividend,SP.URB.TOTL.IN.ZS,44.4479498791233
SST,Small states,SP.URB.TOTL.IN.ZS,51.5222800598785
SAS,South Asia,SP.URB.TOTL.IN.ZS,34.8137520955194
TSA,South Asia (IDA & IBRD),SP.URB.TOTL.IN.ZS,34.8137520955194
SSF,Sub-Saharan Africa,SP.URB.TOTL.IN.ZS,43.1554770877868
SSA,Sub-Saharan Africa (excluding high income),SP.URB.TOTL.IN.ZS,45.4749158289618
TSS,Sub-Saharan Africa (IDA & IBRD countries),SP.URB.TOTL.IN.ZS,43.1554770877868
,Upper middle income,SP.URB.TOTL.IN.ZS,68.9205465422319
WLD,World,SP.URB.TOTL.IN.ZS,57.0703302851395
AFG,Afghanistan,SP.URB.TOTL.IN.ZS,25.3939250580909
ALB,Albania,SP.URB.TOTL.IN.ZS,57.8643477747383
DZA,Algeria,SP.URB.TOTL.IN.ZS,74.1795862354514
ASM,American Samoa,SP.URB.TOTL.IN.ZS,81.794797704649
AND,Andorra,SP.URB.TOTL.IN.ZS,88.7548766267286
AGO,Angola,SP.URB.TOTL.IN.ZS,69.0506188977513
ATG,Antigua and Barbuda,SP.URB.TOTL.IN.ZS,24.5114484000414
ARG,Argentina,SP.URB.TOTL.IN.ZS,92.112838186126
ARM,Armenia,SP.URB.TOTL.IN.ZS,65.5624462874485
ABW,Aruba,SP.URB.TOTL.IN.ZS,61.8811657924257
AUS,Australia,SP.URB.TOTL.IN.ZS,87.3343268253813
AUT,Austria,SP.URB.TOTL.IN.ZS,68.998085127906
AZE,Azerbaijan,SP.URB.TOTL.IN.ZS,58.4382815854684
