iso3,region,country,income_generation_year,income_2022,gdp,population_generation_year,msw_year_reported,msw_tpy,msw_kg_cap_day,msw_2022_tpy,population_2022,msw_2030_tpy,population_2030,msw_2040_tpy,population_2040,msw_2050_tpy,population_2050,food_pct,green_pct,wood_pct,collection_total_population_pct,collection_total_weight_pct,treatment_open_dump_pct,treatment_controlled_landfill_pct,treatment_sanitary_landfill_pct,treatment_unspecified_landfill_pct,treatment_anaerobic_digestion_pct,treatment_composting_pct,treatment_recycling_pct,treatment_incineration_pct,treatment_mbt_pct,treatment_rdf_pct,treatment_other_pct,treatment_uncollected_pct,treatment_unaccounted_pct,food_frac,green_frac,wood_frac,collection_total_population_frac,collection_total_weight_frac,treatment_open_dump_frac,treatment_controlled_landfill_frac,treatment_sanitary_landfill_frac,treatment_unspecified_landfill_frac,treatment_anaerobic_digestion_frac,treatment_composting_frac,treatment_recycling_frac,treatment_incineration_frac,treatment_mbt_frac,treatment_rdf_frac,treatment_other_frac,treatment_uncollected_frac,treatment_unaccounted_frac,ofmsw_food_green_frac,ofmsw_food_green_wood_frac,ofmsw_food_green_tpy_tpy,ofmsw_food_green_wood_tpy_tpy,ofmsw_food_green_2022_tpy,ofmsw_food_green_wood_2022_tpy,ofmsw_food_green_2030_tpy,ofmsw_food_green_wood_2030_tpy,ofmsw_food_green_2040_tpy,ofmsw_food_green_wood_2040_tpy,ofmsw_food_green_2050_tpy,ofmsw_food_green_wood_2050_tpy,landfill_dump_uncollected_frac,known_diversion_or_treatment_frac,ofmsw_food_green_2022_to_landfill_dump_uncollected_tpy
VNM,E. Asia & Pacific,Viet Nam,LMIC,LMIC,239258328381.74,92252737.0,2015.0,19000000.0,0.5642628740711286,21071803.277012806,99332219.0,22725549.63774896,104007727.0,29161554.26036088,108275546.0,32946360.59667673,110020595.0,0.55,,,0.75,,,,0.15,0.3225,,0.03,0.075,0.105,,,0.0675,0.25,,0.55,,,0.75,,,,0.15,0.3225,,0.03,0.075,0.105,,,0.0675,0.25,,0.55,0.55,10450000.0,10450000.0,11589491.802357044,11589491.802357044,12499052.300761929,12499052.300761929,16038854.843198486,16038854.843198486,18120498.328172203,18120498.328172203,0.7225,0.27749999999999997,8373407.827202965
ALB,Eur. & Cent. Asia,Albania,UMIC,UMIC,18032009220.0,2865704.0,2021.0,754094.0,0.7209436002127608,768006.4478037299,2833567.0,870314.8268726054,2682047.0,929617.312271266,2472981.0,931066.4923026584,2251369.0,0.581,,0.036,0.892,,0.000867055256592417,,,0.702861841737243,,,0.173337211774051,0.0406956580110312,,,,0.0822382332210823,,0.581,,0.036,0.892,,0.000867055256592417,,,0.702861841737243,,,0.173337211774051,0.0406956580110312,,,,0.0822382332210823,,0.581,0.617,438128.61399999994,465275.998,446211.746173967,473859.9782949014,505652.9144129837,536984.2481803976,540107.6584296055,573573.8816713712,540949.6320278444,574468.0257507402,0.7859671302149176,0.2140328697850822,350707.7656085401
AND,Eur. & Cent. Asia,Andorra,HIC,HIC,3324647529.0,77611.0,2021.0,37950.0,1.3396632273740325,39552.195623124295,79116.0,44066.89489919581,85545.0,45007.01679328902,85800.0,43923.3590109102,82414.0,0.208,,0.09,1.0,,,,,0.025,,,0.399,0.576,,,,,,0.208,,0.09,1.0,,,,,0.025,,,0.399,0.576,,,,,,0.208,0.298,7893.599999999999,11309.1,8226.856689609853,11786.55429569104,9165.914139032728,13131.93467996035,9361.459493004115,13412.091004400127,9136.058674269321,13089.16098525124,0.025,0.975,205.67141724024634
ARM,Eur. & Cent. Asia,Armenia,UMIC,UMIC,19513506553.0,2859401.0,2022.0,532698.9,0.5104037667664978,532698.9000000001,2859401.0,548994.368639334,2861040.0,591664.87462551,2674555.0,595567.9987864749,2503559.0,0.46,0.1,0.0,0.963,,0.685,,,,,,0.002,,,,,,0.313,0.46,0.1,0.0,0.963,,0.685,,,,,,0.002,,,,,,0.313,0.56,0.56,298311.384,298311.384,298311.3840000001,298311.3840000001,307436.84643802705,307436.84643802705,331332.3297902856,331332.3297902856,333518.079320426,333518.079320426,0.998,0.002,297714.7612320001
AUT,Eur. & Cent. Asia,Austria,HIC,HIC,471773629830.0,8993251.0,2022.0,7261357.0,2.212117594307474,7261356.999999999,8993251.0,7531004.516891602,9085728.0,7615285.073887808,8942441.0,7603303.7843495505,8738136.0,,,,,,,,0.0167511571523033,,0.171478950848578,,0.514657262508265,0.292484020277717,,,0.00462860921313643,,,,,,,,,,0.0167511571523033,,0.171478950848578,,0.514657262508265,0.292484020277717,,,0.00462860921313643,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167511571523033,0.9832488428476965,0.0
AZE,Eur. & Cent. Asia,Azerbaijan,UMIC,UMIC,42693000000.0,10153702.0,2020.0,3890000.0,1.0496205469271547,4136466.9995876118,10258983.0,4676029.751343611,10640514.0,5234402.238378736,11066752.0,5750107.946137946,11224531.0,0.4345,,,0.649,0.68,,,,0.53244,,,,0.14416,,,0.0034,0.32,,0.4345,,,0.649,0.68,,,,0.53244,,,,0.14416,,,0.0034,0.32,,0.4345,0.4345,1690205.0,1690205.0,1797294.9113208172,1797294.9113208172,2031734.926958799,2031734.926958799,2274347.772575561,2274347.772575561,2498421.9025969375,2498421.9025969375,0.8524400000000001,0.14756,1532086.0742063175
BLR,Eur. & Cent. Asia,Belarus,UMIC,UMIC,73775179924.6,9201012.0,2022.0,3994300.0,1.1893569610856802,3994300.0,9201012.0,3995933.639035522,8719324.0,3934083.5551092904,8094999.0,3843349.793567025,7485739.0,,,,1.0,,,,,0.6609,,,0.339,,,,,,,,,,1.0,,,,,0.6609,,,0.339,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6609,0.339,0.0
BEL,Eur. & Cent. Asia,Belgium,HIC,HIC,593614574326.0,11585536.0,2022.0,7915113.0,1.8717512159895244,7915113.000000001,11585536.0,8325041.056763937,11819429.0,8574184.952094577,11890380.0,8707283.906597769,11876181.0,0.3681,0.0234,0.0103,,,,,0.00176876817804117,,,0.185467977526032,0.332781098640032,0.461395813300454,,,0.0089,,0.00972836386607701,0.3681,0.0234,0.0103,,,,,0.00176876817804117,,,0.185467977526032,0.332781098640032,0.461395813300454,,,0.0089,,0.00972836386607701,0.39149999999999996,0.40179999999999993,3098766.7394999997,3180292.4033999993,3098766.7395,3180292.4033999997,3259253.573723081,3345001.4966077493,3356793.4087450267,3445107.5137516004,3408901.649433026,3498586.673670983,0.011497132044118182,0.9885448894665181,35626.93037795307
BIH,Eur. & Cent. Asia,Bosnia and Herzegovina,UMIC,UMIC,24534663636.18,3215138.0,2022.0,1184449.0,1.0093083884500937,1184448.9999999998,3215138.0,1296961.074236755,3025938.0,1327918.2639782042,2759635.0,1263160.7640845918,2469311.0,,,,0.76,0.7652316,,0.7836711,,,,,,,,,,0.2163289,,,,,0.76,0.7652316,,0.7836711,,,,,,,,,,0.2163289,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0
BGR,Eur. & Cent. Asia,Bulgaria,UMIC,UMIC,66251582036.0,7049750.0,2018.0,3180000.0,1.2358351384266515,3358339.5363606904,6838344.0,3550657.551698719,6485837.0,3530483.688832334,5934740.0,3398912.641797969,5426371.0,0.0987948340535379,0.131181338452355,0.0213860075283113,0.998,,,,,0.590810307357963,,0.0276311704439615,0.281900031046259,0.0400496740142813,,,,,0.0596088171375349,0.0987948340535379,0.131181338452355,0.0213860075283113,0.998,,,,,0.590810307357963,,0.0276311704439615,0.281900031046259,0.0400496740142813,,,,,0.0596088171375349,0.2299761725058929,0.2513621800342042,731324.2285687394,799331.7325087693,772338.0725474465,844159.5471546816,816566.6336188159,892501.0227499001,811927.1258521458,887430.0766000944,781668.9200425899,854358.0913881537,0.6504191244954979,0.3495808755045018,502343.45296085044
CHI,Eur. & Cent. Asia,Channel Islands,HIC,HIC,12507927160.0,167448.0,2023.0,60949.15999999999,1.0,60949.15999999999,166983.99999999997,63892.09500936509,169290.0,66656.01763769779,169541.0,68442.48240999419,167745.0,,,,,,,,0.401371457419335,,,0.04240401751295,0.234348467098175,0.242556536716822,,0.079319521252718,,,,,,,,,,,0.401371457419335,,,0.04240401751295,0.234348467098175,0.242556536716822,,0.079319521252718,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.401371457419335,0.598628542580665,0.0
HRV,Eur. & Cent. Asia,Croatia,HIC,HIC,71198635102.0,3911342.0,2022.0,1844382.0,1.2919098789783696,1844382.0000000002,3911342.0,1945882.4429919766,3737606.0,1923367.2415201615,3500453.0,1834418.9273848385,3247185.0,0.3135,0.0568,0.0098,0.995,,,,0.503817787418655,,0.00899674620390456,0.0359869848156182,0.260905639913232,,0.080970715835141,,0.00899674620390456,,0.100325379609544,0.3135,0.0568,0.0098,0.995,,,,0.503817787418655,,0.00899674620390456,0.0359869848156182,0.260905639913232,,0.080970715835141,,0.00899674620390456,,0.100325379609544,0.3703,0.3801,682974.6546,701049.5982,682974.6546000001,701049.5982000001,720560.268639929,739629.9165812503,712222.8895349158,731071.8885018134,679285.3288106057,697262.6342989771,0.604143167028199,0.3958568329718003,412614.4708300344
CYP,Eur. & Cent. Asia,Cyprus,HIC,HIC,30935566077.0,1324626.0,2022.0,614620.0,1.2712195072110197,614620.0,1324626.0,694677.2329020416,1417915.0,763684.8969794802,1482802.0,802968.4559185873,1507913.0,0.4164,,0.0214,,,,,,0.590809345181663,,0.0164881564378875,0.131417436223873,0.0238866881728371,,,,,0.23739837398374,0.4164,,0.0214,,,,,,0.590809345181663,,0.0164881564378875,0.131417436223873,0.0238866881728371,,,,,0.23739837398374,0.4164,0.43779999999999997,255927.76799999998,269080.636,255927.76799999998,269080.636,289263.5997804101,304129.6925645138,317998.39110225555,334341.2478976164,334356.06504449976,351539.5900011575,0.8282077191654029,0.1717922808345976,211961.35300637237
CZE,Eur. & Cent. Asia,Czech Republic,HIC,HIC,290972714482.0,10542817.0,2021.0,5904400.0,1.5343563637844027,5905029.349275013,10518548.0,6038028.316397217,10439830.0,6128995.445577032,10122165.0,6152359.204992906,9840449.0,0.370766520791626,,0.0392563011054586,,,,,0.454440978492858,,,0.1251026104088,0.301264160236414,0.119192250861927,,,,,,0.370766520791626,,0.0392563011054586,,,,,0.454440978492858,,,0.1251026104088,0.301264160236414,0.119192250861927,,,,,,0.370766520791626,0.41002282189708456,2189153.8453620765,2420938.7496091463,2189387.1870031357,2421196.797174846,2238698.751311915,2475729.4089836893,2272426.3173043174,2513028.0079898736,2281088.817095554,2522607.682555695,0.454440978492858,0.545559021507141,994947.2555614309
DNK,Eur. & Cent. Asia,Denmark,HIC,HIC,408378204640.0,5840116.0,2021.0,4503000.0,2.112455694607755,4549906.352593879,5873437.0,4832682.591177889,6076783.0,4989510.929624337,6133956.0,5088255.490715222,6126448.0,0.23402282174094,0.240576627024474,,,1.0,,,0.0108816344659116,,,0.263379968909616,0.312236286919831,0.413502109704641,,,,0.0,,0.23402282174094,0.240576627024474,,,1.0,,,0.0108816344659116,,,0.263379968909616,0.312236286919831,0.413502109704641,,,,0.0,,0.474599448765414,0.474599448765414,2137121.317790659,2137121.317790659,2159383.0468753106,2159383.0468753106,2293588.4938312387,2293588.4938312387,2368019.1368087186,2368019.1368087186,2414883.2510710354,2414883.2510710354,0.0108816344659116,0.989118365534088,23497.616987983583
EST,Eur. & Cent. Asia,Estonia,HIC,HIC,38376046175.0,1333017.0,2022.0,495000.0,1.0173646574362096,495000.0,1333017.0,513187.8689797143,1306302.0,516309.9164983949,1239803.0,503331.2131359813,1177624.0,0.32,,0.01,,,,,,0.148648648648649,,0.045045045045045,0.328828828828829,0.477477477477477,,,,,,0.32,,0.01,,,,,,0.148648648648649,,0.045045045045045,0.328828828828829,0.477477477477477,,,,,,0.32,0.33,158400.0,163350.0,158400.0,163350.0,164220.11807350858,169351.9967633057,165219.17327948636,170382.27244447032,161065.98820351402,166099.30033487384,0.148648648648649,0.8513513513513511,23545.945945946
FRO,Eur. & Cent. Asia,Faroe Islands,HIC,HIC,2914012679.27,48383.0,2014.0,56000.0,3.1710447374955373,64156.59871353472,53672.0,71585.32562163314,58030.0,77623.2454292291,60926.0,82209.76797181234,62947.0,,,,,,,,,0.0678518943331302,,,0.295655758270906,0.636492347395964,,,,,,,,,,,,,,0.0678518943331302,,,0.295655758270906,0.636492347395964,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0678518943331302,0.9321481056668701,0.0
FIN,Eur. & Cent. Asia,Finland,HIC,HIC,280253099309.0,5548271.0,2022.0,2898043.0,1.4310483095754403,2898043.0,5548271.0,2995284.0152386865,5596543.0,3027034.4232087485,5486585.0,3031301.4907439193,5358740.0,0.302184468974509,0.019244549698078,0.0401540273603017,,,,,0.00366784592845017,,,0.147383752337134,0.291084519419283,0.557863882315133,,,,,,0.302184468974509,0.019244549698078,0.0401540273603017,,,,,0.00366784592845017,,,0.147383752337134,0.291084519419283,0.557863882315133,,,,,,0.321429018672587,0.3615830460328887,931515.11756096,1047883.2154742909,931515.11756096,1047883.2154742909,962771.2016638571,1083043.9179636256,972976.7041401285,1094524.3271902276,974348.263470568,1096067.2264672227,0.00366784592845017,0.99633215407155,3416.6539312357486
FRA,Eur. & Cent. Asia,France,HIC,HIC,2796302210399.0,66173331.99999999,2022.0,36606000.0,1.5155714232268689,36606000.0,66173331.99999999,38289008.24295474,67063815.0,39846427.4431724,67906961.0,41010825.747189194,68226879.0,0.216070191641653,0.0370815054259986,0.00267836527360887,,,,,0.236928372397968,,,0.182347156203901,0.235726383652953,0.327077528274053,,,,,0.0178112877670328,0.216070191641653,0.0370815054259986,0.00267836527360887,,,,,0.236928372397968,,,0.182347156203901,0.235726383652953,0.327077528274053,,,,,0.0178112877670328,0.2531516970676516,0.2558300623412605,9266871.022858456,9364915.262064181,9266871.022858456,9364915.262064181,9692927.415741293,9795479.365780147,10087190.72932214,10193914.016863309,10381960.136046685,10491802.107569981,0.25473966016500077,0.745151068130907,2360639.575155856
GEO,Eur. & Cent. Asia,Georgia,UMIC,UMIC,17638337116.91,3796569.0,2019.0,1117396.49,0.8063491659378094,1202056.5188749486,3782422.0,1241520.204648183,3792815.0,1432040.6942639062,3736071.0,1501729.0447064878,3668430.0,0.4603,,0.0107,0.889,0.8788,,0.8788,,,,,,,,,,0.1212,,0.4603,,0.0107,0.889,0.8788,,0.8788,,,,,,,,,,0.1212,,0.4603,0.471,514337.60434699996,526293.74679,553306.6156381388,566168.6203901008,571471.7501995586,584756.0163892942,659168.331569676,674491.1669982998,691245.8792783963,707314.3800567557,1.0,,553306.6156381388
DEU,Eur. & Cent. Asia,Germany,HIC,HIC,4163596357879.0,83771555.0,2022.0,49699000.0,1.6253923403429296,49699000.00000001,83771555.0,50108356.40415605,82890845.0,50239145.15664609,80659523.0,50172423.4420465,78417032.0,0.354869597030045,,0.220529674468939,,,,,0.0139238214048572,,,0.220889756333125,0.469928972413932,0.295257449848085,,,,,,0.354869597030045,,0.220529674468939,,,,,0.0139238214048572,,,0.220889756333125,0.469928972413932,0.295257449848085,,,,,,0.354869597030045,0.575399271498984,17636664.102796208,28596768.394228004,17636664.102796208,28596768.394228008,17781932.244980734,28832311.770962838,17828345.196872935,28907567.523865867,17804667.688899826,28869175.897892103,0.0139238214048572,0.986076178595142,245569.76114479042
GIB,Eur. & Cent. Asia,Gibraltar,HIC,HIC,,36520.0,2021.0,16416.5,1.2315638644240725,16877.53212905299,37197.0,20253.777593934723,43170.0,23302.849683249202,47680.0,25226.901970206272,49737.0,0.2753,,,,,,,,,,,,,,,,,,0.2753,,,,,,,,,,,,,,,,,,0.2753,0.2753,4519.46245,4519.46245,4646.384595128288,4646.384595128288,5575.864971610229,5575.864971610229,6415.274517798505,6415.274517798505,6944.966112397787,6944.966112397787,,,
GRC,Eur. & Cent. Asia,Greece,HIC,HIC,218303801895.0,10683458.0,2021.0,5381000.0,1.3799338897035638,5421550.548718978,10475664.0,5478861.119072654,9744085.0,5538468.340334702,9297351.0,5506191.857843125,8838461.0,0.429757949343082,,0.0361423170678955,0.96,,,,,0.777,,0.05,0.16,,,,0.013,,,0.429757949343082,,0.0361423170678955,0.96,,,,,0.777,,0.05,0.16,,,,0.013,,,0.429757949343082,0.4659002664109775,2312527.525415124,2507009.33355747,2329954.4460773286,2525901.845008753,2354584.1192682073,2552602.8550046957,2380200.796443824,2580373.875270702,2366329.721516236,2565336.2534790672,0.777,0.22300000000000003,1810374.6046020845
GRL,Eur. & Cent. Asia,Greenland,HIC,HIC,3152334772.0,56019.0,2022.0,41958.231,2.052054794520548,41958.231,56019.0,42529.40777894013,55134.0,41938.3596100642,52815.0,40642.22411934239,50026.0,,,,,,,,,0.126835781041389,,,,0.873164218958612,,,,,,,,,,,,,,0.126835781041389,,,,0.873164218958612,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126835781041389,0.873164218958612,0.0
HUN,Eur. & Cent. Asia,Hungary,HIC,HIC,177536698165.0,9685406.0,2022.0,3911000.0,1.1063107208051666,3911000.0,9685406.0,4103446.962435945,9467311.0,4183958.549170519,9086323.0,4170527.044932839,8741023.0,0.1853,,,,,,,0.50522,,,0.08812,0.2376,0.140816,,,0.02817,,,0.1853,,,,,,,0.50522,,,0.08812,0.2376,0.140816,,,0.02817,,,0.1853,0.1853,724708.2999999999,724708.2999999999,724708.2999999999,724708.2999999999,760368.7221393805,760368.7221393805,775287.5191612971,775287.5191612971,772798.661426055,772798.661426055,0.50522,0.494706,366137.12732599996
ISL,Eur. & Cent. Asia,Iceland,HIC,HIC,28696453180.0,376336.0,2022.0,227000.0,1.652559968270849,227000.00000000006,376336.0,260308.99079633466,413154.0,280514.321405649,429034.0,290157.18089002016,433016.0,,,,1.0,,,,,0.330396475770925,,0.026431718061674,0.20704845814978,0.154185022026432,,,,,0.281938325991189,,,,1.0,,,,,0.330396475770925,,0.026431718061674,0.20704845814978,0.154185022026432,,,,,0.281938325991189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612334801762114,0.38766519823788603,0.0
IRL,Eur. & Cent. Asia,Ireland,HIC,HIC,531306516908.0,5002655.0,2021.0,3170388.0,1.7362769410538894,3240493.2777312514,5054196.0,3595844.9321584287,5507049.0,3872485.5183729273,5805333.0,4066576.156505797,5967553.0,0.16,0.14,,,,,,0.1591,,,0.1538,0.2602,0.4142,,,0.0047,,0.0081,0.16,0.14,,,,,,0.1591,,,0.1538,0.2602,0.4142,,,0.0047,,0.0081,0.30000000000000004,0.30000000000000004,951116.4000000001,951116.4000000001,972147.9833193755,972147.9833193755,1078753.4796475288,1078753.4796475288,1161745.6555118784,1161745.6555118784,1219972.8469517394,1219972.8469517394,0.1672,0.8329000000000001,162543.1428109996
IMN,Eur. & Cent. Asia,Isle of Man,HIC,HIC,7431257411.0,84158.0,2023.0,49378.0,1.6074786922315396,49452.56838740958,84106.0,50860.65252453296,83656.0,51693.4530036653,81621.0,51393.417713045426,78192.0,,,,,,,,0.0231682125642999,,,,0.128923812224067,0.813175908299243,,,0.0347320669123901,,,,,,,,,,0.0231682125642999,,,,0.128923812224067,0.813175908299243,,,0.0347320669123901,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231682125642999,0.9768317874357001,0.0
ITA,Eur. & Cent. Asia,Italy,HIC,HIC,2104067630319.0,59674464.0,2022.0,29051310.0,1.333780394524973,29051310.000000004,59674464.0,29397916.476003624,58077538.0,29080596.276273027,55365780.0,28197192.44701246,52085960.0,0.347,,0.035,,,,,0.135770845327903,,0.174555278939188,0.0078915827812219,0.218628606323276,0.139293834923138,0.229526283885771,0.00877261888943231,,,0.08556094893007,0.347,,0.035,,,,,0.135770845327903,,0.174555278939188,0.0078915827812219,0.218628606323276,0.139293834923138,0.229526283885771,0.00877261888943231,,,0.08556094893007,0.347,0.382,10080804.569999998,11097600.42,10080804.57,11097600.420000002,10201077.017173257,11230004.093833385,10090966.907866739,11108787.777536297,9784425.779113324,10771327.51475876,0.221331794257973,0.7786682057420271,2231202.563042074
KAZ,Eur. & Cent. Asia,Kazakhstan,UMIC,UMIC,261840101060.0,20196000.0,2023.0,4142952.0,0.5620198764437282,4018396.8384510926,19873218.0,4759977.935746939,21890421.0,5582618.392432987,24130360.0,6338734.437522153,26436975.0,0.3,,,0.82,,,,,0.686200326619488,,,0.111241154055525,,,,,,0.2026,0.3,,,0.82,,,,,0.686200326619488,,,0.111241154055525,,,,,,0.2026,0.3,0.3,1242885.5999999999,1242885.5999999999,1205519.0515353277,1205519.0515353277,1427993.3807240815,1427993.3807240815,1674785.517729896,1674785.517729896,1901620.331256646,1901620.331256646,0.888800326619488,0.111241154055525,1071465.7267506146
XKX,Eur. & Cent. Asia,Kosovo,UMIC,UMIC,9354903061.89,1726752.0,2022.0,501000.0,0.7949043868059962,501000.0000000001,1726752.0,546704.7302977294,1661087.0,626050.5940393249,1673834.0,676936.2758868441,1646613.0,0.42,,0.07,,,,,,0.974051896207585,,,0.0259481037924152,,,,,,,0.42,,0.07,,,,,,0.974051896207585,,,0.0259481037924152,,,,,,,0.42,0.49,210420.0,245490.0,210420.00000000003,245490.00000000006,229615.98672504633,267885.3178458874,262941.2494965164,306764.7910792692,284313.23587247456,331698.77518455364,0.974051896207585,0.0259481037924152,204960.00000000006
KGZ,Eur. & Cent. Asia,Kyrgyz Republic,LMIC,LMIC,15180842363.0,7016437.0,2023.0,1957585.923,0.7643835616438355,1981456.0944299998,6895139.0,2657946.7748562275,7754310.0,3626101.511175347,8709553.0,4723673.033551213,9602753.0,0.32,,,,0.47,,,,0.47,,,,,,,,0.53,,0.32,,,,0.47,,,,0.47,,,,,,,,0.53,,0.32,0.32,626427.49536,626427.49536,634065.9502176,634065.9502176,850542.9679539928,850542.9679539928,1160352.483576111,1160352.483576111,1511575.3707363883,1511575.3707363883,1.0,,634065.9502176
LVA,Eur. & Cent. Asia,Latvia,HIC,HIC,38183326785.0,1894147.0,2021.0,869000.0,1.2569361922850861,871625.2951223647,1877027.0,892769.677353081,1785151.0,877650.429018305,1647022.0,839934.4181985649,1520223.0,0.330824424839993,,,,,,,0.524137931034483,,,0.0793103448275862,0.360919540229885,0.0344827586206897,,,,,0.00114942528735632,0.330824424839993,,,,,,,0.524137931034483,,,0.0793103448275862,0.360919540229885,0.0344827586206897,,,,,0.00114942528735632,0.330824424839993,0.330824424839993,287486.42518595397,287486.42518595397,288354.93693484546,288354.93693484546,295350.0150249192,295350.0150249192,290348.1983905539,290348.1983905539,277870.8208038544,277870.8208038544,0.5252873563218393,0.4747126436781609,151469.20250485567
LIE,Eur. & Cent. Asia,Liechtenstein,HIC,HIC,7378156576.0,39174.0,2022.0,32424.0,2.2676488669099086,32423.999999999996,39174.0,34766.60244488188,41106.0,36495.98339385827,42493.0,37347.13704401386,43006.0,0.3239,,,1.0,,,,,,,0.234726291441789,0.522004626060139,0.242744795682344,,,0.000524286815728604,,,0.3239,,,1.0,,,,,,,0.234726291441789,0.522004626060139,0.242744795682344,,,0.000524286815728604,,,0.3239,0.3239,10502.133600000001,10502.133600000001,10502.1336,10502.1336,11260.902531897242,11260.902531897242,11821.049021270694,11821.049021270694,12096.737688556092,12096.737688556092,,1.0000000000000007,
LTU,Eur. & Cent. Asia,Lithuania,HIC,HIC,71033884500.0,2792454.0,2022.0,1317000.0,1.2921320022038651,1317000.0000000002,2792454.0,1373050.382188574,2717405.0,1325032.961792822,2495969.0,1236233.1761858216,2270467.0,0.3018,0.0464,0.0093,0.99,,,,,0.1364,,0.2189,0.265,0.3796,,,0.0001,,,0.3018,0.0464,0.0093,0.99,,,,,0.1364,,0.2189,0.265,0.3796,,,0.0001,,,0.3482,0.3575,458579.4,470827.5,458579.4000000001,470827.50000000006,478096.14307806146,490865.5116324152,461376.47729626065,473699.2838409338,430456.3919479031,441953.3604864312,0.1364,0.8635999999999999,62550.23016000001
LUX,Eur. & Cent. Asia,Luxembourg,HIC,HIC,80801680397.0,645633.0,2022.0,465501.393,1.9753424657534246,465501.393,645633.0,519508.207118673,710726.0,561085.3650152253,760767.0,583120.0915092088,790578.0,0.315933821444853,,0.0296122800489799,1.0,,,,,,,0.219883317565437,0.306948386418585,0.412593293387995,0.0605750026279828,,,,,0.315933821444853,,0.0296122800489799,1.0,,,,,,,0.219883317565437,0.306948386418585,0.412593293387995,0.0605750026279828,,,,,0.315933821444853,0.3455461014938329,147067.63397839235,160852.19159109858,147067.63397839235,160852.19159109858,164130.21314696653,179514.03566390814,177265.84352604035,193880.86048625532,184227.3588717767,201494.8743237342,,0.9999999999999998,
MDA,Eur. & Cent. Asia,Moldova,UMIC,UMIC,11530746234.45,3089950.0,2020.0,948880.0,0.8413311648656815,948656.5489629282,2999245.0,931712.5579501832,2859879.0,1017792.9806570738,2581133.0,1020489.0890715552,2361942.0,0.297,0.159,0.006,,,0.588,,,0.351,,,0.061,,,,,,,0.297,0.159,0.006,,,0.588,,,0.351,,,0.061,,,,,,,0.45599999999999996,0.46199999999999997,432689.27999999997,438382.55999999994,432587.3863270952,438279.32562087284,424860.9264252835,430451.2017729846,464113.5991796256,470220.3570635681,465343.0246166291,471465.95915105846,0.939,0.061,406199.5557611424
MCO,Eur. & Cent. Asia,Monaco,HIC,HIC,9995350547.0,38777.0,2024.0,46000.0,3.2500553745847784,45612.95781895706,38727.0,45497.505976618864,37428.0,45795.76031355616,36656.0,46989.78710901729,36716.0,,,,1.0,,,,,,,,0.083,0.917,,,,,,,,,1.0,,,,,,,,0.083,0.917,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,
MNE,Eur. & Cent. Asia,Montenegro,UMIC,UMIC,6229801580.79,601626.0,2022.0,335797.6,1.5291783012328826,335797.6,601626.0,392029.26935233653,614315.0,397960.44818666065,576424.0,385878.75039120467,535419.0,0.320963205326904,0.051009864941327,0.0256053859463537,0.876,,,,,0.890481349479567,,,0.00304230881936023,,,,0.0390276761954225,,0.0674486655056498,0.320963205326904,0.051009864941327,0.0256053859463537,0.876,,,,,0.890481349479567,,,0.00304230881936023,,,,0.0390276761954225,,0.0674486655056498,0.37197307026823095,0.39757845621458465,124907.6642607033,133505.8914085626,124907.6642607033,133505.8914085626,145824.3309559999,155862.39170003354,148030.5697573134,158220.50062451675,143536.50353428474,153417.0778665482,0.9579300149852168,0.042069985014782735,119652.80069702394
NLD,Eur. & Cent. Asia,Netherlands,HIC,HIC,1046540797549.0,17789347.0,2022.0,8370000.0,1.2890583813624563,8370000.0,17789347.0,9056910.505721213,18727022.0,9459455.666858215,19060114.0,9607508.585097462,18969162.0,0.306,0.033,0.02,,,,,0.0140979689366786,,,0.294145758661888,0.281242532855436,0.410513739545998,,,,,,0.306,0.033,0.02,,,,,0.0140979689366786,,,0.294145758661888,0.281242532855436,0.410513739545998,,,,,,0.33899999999999997,0.359,2837429.9999999995,3004830.0,2837429.9999999995,3004830.0,3070292.661439491,3251430.8715539156,3206755.4710649345,3395944.584402099,3256945.410348039,3449095.5820499887,0.0140979689366786,0.9859020310633221,40001.999999999956
