iso3,region,country,income_generation_year,income_2022,gdp,population_generation_year,msw_year_reported,msw_tpy,msw_kg_cap_day,msw_2022_tpy,population_2022,msw_2030_tpy,population_2030,msw_2040_tpy,population_2040,msw_2050_tpy,population_2050,food_pct,green_pct,wood_pct,collection_total_population_pct,collection_total_weight_pct,treatment_open_dump_pct,treatment_controlled_landfill_pct,treatment_sanitary_landfill_pct,treatment_unspecified_landfill_pct,treatment_anaerobic_digestion_pct,treatment_composting_pct,treatment_recycling_pct,treatment_incineration_pct,treatment_mbt_pct,treatment_rdf_pct,treatment_other_pct,treatment_uncollected_pct,treatment_unaccounted_pct,food_frac,green_frac,wood_frac,collection_total_population_frac,collection_total_weight_frac,treatment_open_dump_frac,treatment_controlled_landfill_frac,treatment_sanitary_landfill_frac,treatment_unspecified_landfill_frac,treatment_anaerobic_digestion_frac,treatment_composting_frac,treatment_recycling_frac,treatment_incineration_frac,treatment_mbt_frac,treatment_rdf_frac,treatment_other_frac,treatment_uncollected_frac,treatment_unaccounted_frac,ofmsw_food_green_frac,ofmsw_food_green_wood_frac,ofmsw_food_green_tpy_tpy,ofmsw_food_green_wood_tpy_tpy,ofmsw_food_green_2022_tpy,ofmsw_food_green_wood_2022_tpy,ofmsw_food_green_2030_tpy,ofmsw_food_green_wood_2030_tpy,ofmsw_food_green_2040_tpy,ofmsw_food_green_wood_2040_tpy,ofmsw_food_green_2050_tpy,ofmsw_food_green_wood_2050_tpy,landfill_dump_uncollected_frac,known_diversion_or_treatment_frac,ofmsw_food_green_2022_to_landfill_dump_uncollected_tpy
MKD,Eur. & Cent. Asia,North Macedonia,UMIC,UMIC,15763604288.0,1836091.0,2023.0,878303.0,1.3105611808135302,873082.7697694277,1844375.0,940451.6591429461,1768213.0,971369.3894247728,1648290.0,967846.2970219349,1519251.0,0.453,,0.007,0.77,,,,,0.667,,,0.003,,,,,0.33,,0.453,,0.007,0.77,,,,,0.667,,,0.003,,,,,0.33,,0.453,0.46,397871.259,404019.38,395506.4947055508,401618.07409393677,426024.6015917546,432607.7632057552,440030.3334094221,446829.9191353955,438434.37255093653,445209.29663009004,0.9970000000000001,0.003,394319.97522143414
NOR,Eur. & Cent. Asia,Norway,HIC,HIC,596297651036.0,5425048.0,2022.0,4189000.0,2.115504292084996,4188999.999999999,5425048.0,4496190.061685858,5720622.0,4693756.155441208,5849796.0,4814640.333751013,5899639.0,0.227097085925921,0.094953201405809,0.128189604759054,,,,,0.0358489644491749,,0.0807347048420676,0.097400998410602,0.274815774317688,0.503801530787719,,,0.0073980271927486,,,0.227097085925921,0.094953201405809,0.128189604759054,,,,,0.0358489644491749,,0.0807347048420676,0.097400998410602,0.274815774317688,0.503801530787719,,,0.0073980271927486,,,0.32205028733173,0.450239892090784,1349068.653632617,1886054.9079682943,1349068.6536326169,1886054.9079682939,1447999.3012639997,2024364.1281930965,1511625.5185249173,2113316.2649263027,1550556.3028834502,2167743.144323992,0.0358489644491749,0.9641510355508253,48362.71420357193
POL,Eur. & Cent. Asia,Poland,HIC,HIC,695607522885.0,37957529.0,2022.0,13474922.795,0.9726027397260274,13474922.795000002,37957529.0,14324017.498090914,37286854.0,14431632.615928482,35290711.0,13883673.916750686,32939440.000000004,0.289,0.053,0.002,,,,,0.381,,,0.14,0.267,0.21,,,,,,0.289,0.053,0.002,,,,,0.381,,,0.14,0.267,0.21,,,,,,0.34199999999999997,0.344,4608423.5958899995,4635373.44148,4608423.59589,4635373.4414800005,4898813.984347092,4927462.019343274,4935618.3546475405,4964481.619879398,4748216.479528734,4775983.827362236,0.381,0.617,1755809.3900340903
PRT,Eur. & Cent. Asia,Portugal,HIC,HIC,256898675069.0,10403320.0,2022.0,5274483.24,1.389041095890411,5274483.24,10403320.0,5586251.548542369,10327304.0,5776493.59666274,10096396.0,5840533.809767431,9788033.0,0.3877,0.0219,0.0106,,,,,0.57,,,0.08,0.16,0.15,,,0.02,,0.02,0.3877,0.0219,0.0106,,,,,0.57,,,0.08,0.16,0.15,,,0.02,,0.02,0.40959999999999996,0.42019999999999996,2160428.335104,2216337.857448,2160428.335104,2216337.857448,2288128.634282954,2347342.9006975032,2366051.7771930583,2427282.609317683,2392282.6484807394,2454192.306864274,0.59,0.41000000000000003,1274652.7177113597
ROU,Eur. & Cent. Asia,Romania,HIC,HIC,296354358293.0,19164426.0,2022.0,5742000.0,0.8208702336983674,5742000.0,19164426.0,6014333.658733786,18415185.0,6020036.911463434,17268195.0,5816033.779452156,16086598.0,0.5649,,0.0294,0.9524,,,,,0.788322520852641,,0.0539388322520853,0.0743280815569972,0.0795180722891566,,,,,0.00389249304911956,0.5649,,0.0294,0.9524,,,,,0.788322520852641,,0.0539388322520853,0.0743280815569972,0.0795180722891566,,,,,0.00389249304911956,0.5649,0.5942999999999999,3243655.8,3412470.5999999996,3243655.8,3412470.5999999996,3397497.0838187155,3574318.4933854886,3400718.8512856937,3577707.936482718,3285477.482012523,3456468.8751284163,0.7922150139017605,0.2077849860982391,2569672.824689526
RUS,Eur. & Cent. Asia,Russian Federation,UMIC,UMIC,2291612121335.0,145484378.0,2022.0,45867400.0,0.8637635965907013,45867400.00000001,145484378.0,47288997.83950832,142089382.0,49134500.03006888,138415363.0,50687761.99171471,136256184.0,0.34,0.06,,,,,0.802476268548032,,,,,0.0656740953269642,0.0248433527952315,,,,0.107006283329772,,0.34,0.06,,,,,0.802476268548032,,,,,0.0656740953269642,0.0248433527952315,,,,0.107006283329772,,0.4,0.4,18346960.0,18346960.0,18346960.000000004,18346960.000000004,18915599.135803327,18915599.135803327,19653800.012027554,19653800.012027554,20275104.796685886,20275104.796685886,0.909482551877804,0.0905174481221957,16686239.999999998
SMR,Eur. & Cent. Asia,San Marino,HIC,HIC,1616232125.0,34592.0,2019.0,18019.62,1.4271745466526429,17584.811013077677,34322.0,16537.69634096257,33733.0,15438.365382181728,33974.0,13632.813757354375,33712.0,,,,,,,,,,,,0.4296,,,,0.5704,,,,,,,,,,,,,,0.4296,,,,0.5704,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,
SRB,Eur. & Cent. Asia,Serbia,UMIC,UMIC,66159884073.0,6876501.0,2021.0,2870000.0,1.1434614346206213,2907617.6145928046,6794359.0,3211315.687296946,6484312.0,3346697.508395295,6011327.0,3312714.113823642,5554308.0,0.4,,0.034,,0.88,,,,0.805837979665464,,0.00295178747130207,0.181042964906527,0.00360774024270253,,,,,0.00655952771400459,0.4,,0.034,,0.88,,,,0.805837979665464,,0.00295178747130207,0.181042964906527,0.00360774024270253,,,,,0.00655952771400459,0.4,0.43400000000000005,1148000.0,1245580.0000000002,1163047.0458371218,1261906.0447332773,1284526.2749187786,1393711.0082868747,1338679.0033581182,1452466.7186435582,1325085.645529457,1437717.9253994608,0.8123975073794686,0.18760249262053158,944856.5210031323
SVK,Eur. & Cent. Asia,Slovak Republic,HIC,HIC,115884262198.0,5429857.0,2022.0,2597456.7,1.3105906336073672,2597456.7,5429857.0,2746882.801072605,5409302.0,2815916.368827397,5204198.0,2796404.5636120923,4949954.0,0.575092998159081,,,,,,,,0.393301585866728,,0.290592612788987,0.204641224804295,0.0784250639644951,,,0.033039512575494,,,0.575092998159081,,,,,,,,0.393301585866728,,0.290592612788987,0.204641224804295,0.0784250639644951,,,0.033039512575494,,,0.575092998159081,0.575092998159081,1493779.1611913927,1493779.1611913927,1493779.1611913927,1493779.1611913927,1579713.0656604588,1579713.0656604588,1619413.7871141802,1619413.7871141802,1608192.6845534146,1608192.6845534146,0.393301585866728,0.6066984141332711,587505.7130312454
SVN,Eur. & Cent. Asia,Slovenia,HIC,HIC,59927702746.0,2112888.0,2022.0,1064576.0,1.3804075631753627,1064576.0,2112888.0,1124360.6232021023,2101310.0,1143997.740377682,2049371.9999999998,1135430.7286378762,1985456.0,0.148587493894283,0.0764567301911747,0.0769126065212817,,0.9823,,,,0.0779435752025114,,0.158773949486597,0.460925586691394,0.126056893228753,,,,0.017526045904147,0.158773949486597,0.148587493894283,0.0764567301911747,0.0769126065212817,,0.9823,,,,0.0779435752025114,,0.158773949486597,0.460925586691394,0.126056893228753,,,,0.017526045904147,0.158773949486597,0.2250442240854577,0.3019568306067394,239576.67990000022,321455.99490000017,239576.67990000022,321455.99490000017,253030.86404075878,339508.3702411251,257450.08383881234,345437.93190571637,255522.12732909675,342851.06419299386,0.2542435705932554,0.745756429406744,60910.83052865346
ESP,Eur. & Cent. Asia,Spain,HIC,HIC,1461244901853.0,47721906.0,2021.0,28088509.8,1.6125680598311185,28570221.091529656,47749421.0,29818195.322671305,47652032.0,30593327.28435733,46654767.0,30697701.442740194,45034599.0,0.07,0.42,0.02,,,,,,0.494367955961427,,0.026252885722323,0.173501264780528,0.100633808398645,0.205244085137077,,,,,0.07,0.42,0.02,,,,,,0.494367955961427,,0.026252885722323,0.173501264780528,0.100633808398645,0.205244085137077,,,,,0.49,0.51,13763369.802,14325139.998000002,13999408.33484953,14570812.756680125,14610915.70810894,15207279.614562366,14990730.369335093,15602596.91502224,15041873.706942694,15655827.7357975,0.494367955961427,0.505632044038573,6920858.883168927
SWE,Eur. & Cent. Asia,Sweden,HIC,HIC,579895717344.0,10452766.0,2022.0,4139000.0,1.084854097699811,4139000.0000000005,10452766.0,4436212.551148413,10827522.0,4674205.56931,11066389.0,4859498.319290433,11300115.0,0.378896882494005,,0.0335731414868106,,1.0,,,,0.016,,0.155,0.241,0.554,,,0.034,0.0,,0.378896882494005,,0.0335731414868106,,1.0,,,,0.016,,0.155,0.241,0.554,,,0.034,0.0,,0.378896882494005,0.4124700239808156,1568254.1966426866,1707213.429256596,1568254.1966426868,1707213.429256596,1680867.1057109102,1829804.697356181,1771041.918347675,1927969.6832645577,1841248.763664002,2004397.3882924581,0.016,0.9840000000000001,25092.06714628299
CHE,Eur. & Cent. Asia,Switzerland,HIC,HIC,828508926958.0,8741311.0,2022.0,5940000.0,1.861731335578808,5940000.0,8741311.0,6283263.757196989,9118018.0,6473654.205911835,9270648.0,6585030.52451662,9341672.0,0.403352160978299,0.00717541409854033,,,,,,,,,0.236412586235908,0.285209490156487,0.478377923607606,,,,,,0.403352160978299,0.00717541409854033,,,,,,,,,0.236412586235908,0.285209490156487,0.478377923607606,,,,,,0.41052757507683935,0.41052757507683935,2438533.795956426,2438533.795956426,2438533.795956426,2438533.795956426,2579453.0338102705,2579453.0338102705,2657613.5630389675,2657613.5630389675,2703336.6130367755,2703336.6130367755,,1.0000000000000009,
TJK,Eur. & Cent. Asia,Tajikistan,LIC,LMIC,7764999999.45,9196091.0,2018.0,1500000.0,0.4468843382580588,1692923.0457810825,10076553.0,2014195.3368175672,11639629.0,2954290.359388574,13612850.0,4146881.2705582445,15492103.0,,,,,0.38,1.0,,,,,,,,,,,,,,,,,0.38,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0
TKM,Eur. & Cent. Asia,Turkmenistan,UMIC,UMIC,37926285714.29,6433013.0,2017.0,750000.0,0.31941401650330026,860065.0336786198,7162213.0,1003103.2368024377,8093539.0,1229613.4704423316,8893128.0,1441782.297961006,9611198.0,0.1618,,0.0301,,0.5,0.99,,,,,,0.01,,,,,,,0.1618,,0.0301,,0.5,0.99,,,,,,0.01,,,,,,,0.1618,0.1919,121350.0,143925.0,139158.52244920068,165046.47996292711,162302.10371463443,192495.51114238778,198951.45951756925,235962.82497788343,233280.37581009077,276678.022978717,0.99,0.01,137766.93722470867
TUR,Eur. & Cent. Asia,Türkiye,UMIC,UMIC,907118434654.0,86947617.0,2022.0,30283757.0,0.954243487320348,30283757.0,86947617.0,34435115.90939636,88889748.0,38020274.44914825,90950741.0,40030988.55576251,91311298.0,0.5554,,,0.994,,,,,0.811455983552726,,0.00339796122326604,0.119899488878102,,,,,,0.0652465663459067,0.5554,,,0.994,,,,,0.811455983552726,,0.00339796122326604,0.119899488878102,,,,,,0.0652465663459067,0.5554,0.5554,16819598.6378,16819598.6378,16819598.6378,16819598.6378,19125263.376078736,19125263.376078736,21116460.42905694,21116460.42905694,22233211.043870497,22233211.043870497,0.8767025498986327,0.12329745010136804,14745785.01403083
UKR,Eur. & Cent. Asia,Ukraine,UMIC,LMIC,181221517869.0,38024411.0,2023.0,9349117.906,0.6736204713407388,11161412.831768436,44073121.0,11453278.25466173,38504928.0,12590189.961407056,35426806.0,12889404.491863687,32165338.0,0.44,,0.01,0.78,,,0.833682043824861,,,,0.0100056498324801,0.0496149553052406,0.0151021563140721,,,,,0.0915951947233465,0.44,,0.01,0.78,,,0.833682043824861,,,,0.0100056498324801,0.0496149553052406,0.0151021563140721,,,,,0.0915951947233465,0.44,0.45,4113611.87864,4207103.0577,4911021.645978112,5022635.774295797,5039442.432051161,5153975.214597778,5539683.583019105,5665585.482633175,5671337.976420023,5800232.021338659,0.9252772385482075,0.0747227614517928,4544056.5470411
GBR,Eur. & Cent. Asia,United Kingdom,HIC,HIC,3149323050707.0,67421835.0,2021.0,31418575.11,1.2767123287671232,31945349.05326323,67915749.0,34595040.6655978,71130153.0,37325333.5993165,73670700.0,39669398.34537361,75445817.0,0.203,0.172,0.039,,,,,,0.0921,,0.1625,0.2618,0.4539,,,0.0297,,,0.203,0.172,0.039,,,,,,0.0921,,0.1625,0.2618,0.4539,,,0.0297,,,0.375,0.414,11781965.66625,13007290.095539998,11979505.89497371,13225374.508050976,12973140.249599174,14322346.835557487,13997000.099743687,15452688.11011703,14876024.379515104,16423130.914984673,0.0921,0.9079,1103312.4929270786
UZB,Eur. & Cent. Asia,Uzbekistan,LMIC,LMIC,90095926567.0,34583751.0,2022.0,6816840.5,0.5400303553673445,6816840.5,34583751.0,8109622.749816238,39944077.0,11442213.516997237,45750926.0,14835788.798171487,51905242.0,0.28,0.13,,0.8606,,,,,0.8086,,,0.052,,,,,0.1394,,0.28,0.13,,0.8606,,,,,0.8086,,,0.052,,,,,0.1394,,0.41000000000000003,0.41000000000000003,2794904.605,2794904.605,2794904.605,2794904.605,3324945.327424658,3324945.327424658,4691307.541968867,4691307.541968867,6082673.40725031,6082673.40725031,0.948,0.052,2649569.56554
ATG,L. Amer. & the Caribbean,Antigua and Barbuda,HIC,HIC,1364729630.0,86822.0,2012.0,30300.0,0.956136677686957,33623.18451242031,92598.0,38574.86624634459,95863.0,42535.987641353204,97163.0,44782.04093398362,95225.0,0.252000007629394,,,0.99,,0.495,0.495,,,,,,,,,,0.01,,0.252000007629394,,,0.99,,0.495,0.495,,,,,,,,,,0.01,,0.252000007629394,0.252000007629394,7635.600231170639,7635.600231170639,8473.042753654441,8473.042753654441,9720.866588381688,9720.866588381688,10719.069210144817,10719.069210144817,11285.074657023706,11285.074657023706,1.0,,8473.042753654441
ARG,L. Amer. & the Caribbean,Argentina,UMIC,UMIC,632790070063.0,45356784.0,2022.0,19345000.0,1.1685131820633492,19345000.0,45356784.0,20900587.05389456,46515067.0,23028379.67179921,47769055.0,25033508.07184463,48311619.0,0.3474,0.0427,,,0.98,0.099,0.246,0.647,,,,,,,,,,0.008,0.3474,0.0427,,,0.98,0.099,0.246,0.647,,,,,,,,,,0.008,0.3901,0.3901,7546484.5,7546484.5,7546484.5,7546484.5,8153319.009724268,8153319.009724268,8983370.909968872,8983370.909968872,9765571.49882659,9765571.49882659,1.0,,7546484.5
ABW,L. Amer. & the Caribbean,Aruba,HIC,HIC,3395798882.68,106771.0,2019.0,67810.0,1.7399932745577753,70121.64718426853,107696.0,76080.12758777679,107937.0,76452.03100941223,105091.0,75321.44750487352,100284.0,,,,,0.96,,,,0.849432237133166,,,0.129479427813007,,,,0.0210883350538269,,,,,,,0.96,,,,0.849432237133166,,,0.129479427813007,,,,0.0210883350538269,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.849432237133166,0.1505677628668339,0.0
BHS,L. Amer. & the Caribbean,"Bahamas, The",HIC,HIC,12037000000.0,396184.0,2021.0,503692.398678348,3.4831774490166874,519298.1618511185,396562.0,580631.4953152663,409622.0,620734.1539378273,419965.0,653623.3201017763,424277.0,,,,,0.79,0.79,,,,,,,,,,,0.21,,,,,,0.79,0.79,,,,,,,,,,,0.21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0
BRB,L. Amer. & the Caribbean,Barbados,HIC,HIC,5275242050.0,281953.0,2021.0,395150.679,3.839663348146677,407563.8421656298,282340.0,458588.2942820847,282616.0,500360.236666618,276841.0,532955.2592497161,264882.0,0.319,,,,0.9,,0.8026,,,,,0.0428,,,,,0.1,0.0554,0.319,,,,0.9,,0.8026,,,,,0.0428,,,,,0.1,0.0554,0.319,0.319,126053.066601,126053.066601,130012.8656508359,130012.8656508359,146289.66587598503,146289.66587598503,159614.91549665114,159614.91549665114,170012.72770065942,170012.72770065942,0.958,0.0428,124552.32529350079
BLZ,L. Amer. & the Caribbean,Belize,UMIC,UMIC,2193050000.0,352581.0,2015.0,100000.0,0.7770486859465655,113813.5086468599,397352.0,145062.743970138,447372.0,183717.75589254685,489990.0,225531.62257823307,515684.99999999994,0.4,,,,0.7277,0.7277,,,,,,,,,,,0.2723,,0.4,,,,0.7277,0.7277,,,,,,,,,,,0.2723,,0.4,0.4,40000.0,40000.0,45525.40345874397,45525.40345874397,58025.0975880552,58025.0975880552,73487.10235701874,73487.10235701874,90212.64903129323,90212.64903129323,1.0,,45525.40345874397
BOL,L. Amer. & the Caribbean,Bolivia,LMIC,LMIC,44008282880.0,11994813.0,2022.0,3024025.0,0.6907152283241097,3024025.0,11994813.0,3593408.089450611,13325045.0,4617629.682883975,14831436.0,6035129.280813354,16057289.0,0.595,,,0.72,0.7014,,0.329,0.342,,,0.08,0.0389,,,,,0.2986,,0.595,,,0.72,0.7014,,0.329,0.342,,,0.08,0.0389,,,,,0.2986,,0.595,0.595,1799294.875,1799294.875,1799294.875,1799294.875,2138077.8132231133,2138077.8132231133,2747489.661315965,2747489.661315965,3590901.9220839455,3590901.9220839455,0.9696,0.1189,1744596.3108
BRA,L. Amer. & the Caribbean,Brazil,UMIC,UMIC,1951923942083.32,209905829.0,2022.0,81811506.0,1.0678174750867309,81811505.99999999,209905829.0,90464115.7161953,215806434.0,104004515.64944401,219187659.0,117564892.89084607,217703593.0,0.453,,,0.909,0.93,0.131003747908624,0.108926107357059,0.673733560672923,,,,0.0163365840613946,,,,,0.07,,0.453,,,0.909,0.93,0.131003747908624,0.108926107357059,0.673733560672923,,,,0.0163365840613946,,,,,0.07,,0.453,0.453,37060612.218,37060612.218,37060612.217999995,37060612.217999995,40980244.41943647,40980244.41943647,47114045.58919814,47114045.58919814,53256896.479553275,53256896.479553275,0.983663415938606,0.0163365840613946,36455168.41113391
VGB,L. Amer. & the Caribbean,British Virgin Islands,HIC,HIC,,36144.0,2019.0,55093.1,4.176073483842408,57951.82580804905,37995.0,63906.31684948913,40521.0,67700.82633315123,41208.0,68938.2008179715,40433.0,0.315688352987942,,,0.972,,0.1974,,,,,,,0.8025,,,,,,0.315688352987942,,,0.972,,0.1974,,,,,,,0.8025,,,,,,0.315688352987942,0.315688352987942,17392.24999999999,17392.24999999999,18294.716441987115,18294.716441987115,20174.47991174079,20174.47991174079,21372.362361035204,21372.362361035204,21762.98707417742,21762.98707417742,0.1974,0.8025,3611.377025648256
CYM,L. Amer. & the Caribbean,Cayman Islands,HIC,HIC,6600843963.0,70863.0,2022.0,83590.0,3.2317810229617288,83590.0,70863.0,92426.8414496554,81781.0,102348.47075374375,93552.0,108732.35452650789,103508.0,,,,,,,,,0.9791,,,0.0182,0.0027,,,,,,,,,,,,,,0.9791,,,0.0182,0.0027,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9791,0.020900000000000002,0.0
CHL,L. Amer. & the Caribbean,Chile,HIC,HIC,301226575540.0,19502834.0,2022.0,8685825.90673575,1.220170530402163,8685825.906735748,19502834.0,9450048.967242895,20202719.0,10306455.36775452,20539813.0,10932699.521284368,20344193.0,0.576,,,0.965,0.96,0.0143316951612668,0.119336311389099,0.800078932193979,,,0.0001,0.0073,,,,0.0188530612556554,0.04,,0.576,,,0.965,0.96,0.0143316951612668,0.119336311389099,0.800078932193979,,,0.0001,0.0073,,,,0.0188530612556554,0.04,,0.576,0.576,5003035.722279792,5003035.722279792,5003035.722279791,5003035.722279791,5443228.205131907,5443228.205131907,5936518.291826604,5936518.291826604,6297234.924259796,6297234.924259796,0.9737469387443448,0.0262530612556554,4871690.718998549
COL,L. Amer. & the Caribbean,Colombia,UMIC,UMIC,345632492851.0,51443283.0,2022.0,14423329.7,0.7681463832862672,14423329.699999997,51443283.0,17172105.75449108,55535344.0,20804469.310868707,58491447.0,23842622.140010502,59383512.0,0.6154,,,0.806,0.8252,0.0135815041543479,0.00949319423033504,0.669859187041232,0.0,,,0.169144022271085,,,,,0.137922092303,,0.6154,,,0.806,0.8252,0.0135815041543479,0.00949319423033504,0.669859187041232,0.0,,,0.169144022271085,,,,,0.137922092303,,0.6154,0.6154,8876117.09738,8876117.09738,8876117.097379997,8876117.097379997,10567713.88131381,10567713.88131381,12803070.4139086,12803070.4139086,14672749.664962461,14672749.664962461,0.830855977728915,0.169144022271085,7374774.949379996
CRI,L. Amer. & the Caribbean,Costa Rica,UMIC,UMIC,64960725734.2,5049422.0,2021.0,1615689.05817292,0.8766439732819548,1653777.5564943259,5070553.0,1900125.6104610546,5242941.0,2168185.648794954,5366934.0,2348975.153732505,5358806.0,0.52,,,0.904,0.8885,,,,0.792110509949442,,0.0270337398125339,0.0394906992937432,,,0.0298165066761073,,0.111548544268174,,0.52,,,0.904,0.8885,,,,0.792110509949442,,0.0270337398125339,0.0394906992937432,,,0.0298165066761073,,0.111548544268174,,0.52,0.52,840158.3102499185,840158.3102499185,859964.3293770495,859964.3293770495,988065.3174397484,988065.3174397484,1127456.5373733763,1127456.5373733763,1221467.0799409028,1221467.0799409028,0.9036590542176159,0.0963409457823844,777114.5525457509
CUB,L. Amer. & the Caribbean,Cuba,UMIC,UMIC,107351800000.0,11163965.0,2021.0,4572000.0,1.1220052550559119,4612956.946111742,11080372.0,4996763.882542725,10726136.0,5260902.882815409,10158586.0,5290498.96380199,9423308.0,0.689,,,0.771,,0.918174651834983,,,,,,0.0818253481650171,,,,,,,0.689,,,0.771,,0.918174651834983,,,,,,0.0818253481650171,,,,,,,0.689,0.689,3150107.9999999995,3150107.9999999995,3178327.33587099,3178327.33587099,3442770.315071937,3442770.315071937,3624762.086259817,3624762.086259817,3645153.786059571,3645153.786059571,0.918174651834983,0.0818253481650171,2918259.5950309555
CUW,L. Amer. & the Caribbean,Curaçao,HIC,HIC,3281419347.0,185394.0,2023.0,213000.0,3.147683548742767,216765.34721205654,185295.0,201014.60719387027,184965.0,177665.38340620178,180704.0,149032.77648160566,173895.0,0.28,,0.01,,,,0.579237668161435,,,,,0.37219730941704,,,,,0.0448430493273543,,0.28,,0.01,,,,0.579237668161435,,,,,0.37219730941704,,,,,0.0448430493273543,,0.28,0.29000000000000004,59640.00000000001,61770.00000000001,60694.29721937584,62861.95069149641,56284.090014283676,58294.23608622239,49746.307353736505,51522.96118779852,41729.17741484959,43219.50517966565,0.6240807174887892,0.37219730941704,37878.140556145896
DMA,L. Amer. & the Caribbean,Dominica,UMIC,UMIC,623062963.0,66985.0,2022.0,13000.0,0.5317076712124265,13000.0,66985.0,13915.918712928655,64307.0,14536.368805045964,63796.0,15078.638020222794,63254.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
DOM,L. Amer. & the Caribbean,Dominican Republic,UMIC,UMIC,94850719517.0,11068027.0,2021.0,4293943.7514,1.0629021284362978,4420106.002324885,11178924.0,5412752.602654575,11900494.0,6459804.9680041345,12553079.0,7234370.929344654,12980973.0,0.6,,,,0.8958,0.552441594105827,0.283358405894173,,,,,0.06,,,,,0.1042,,0.6,,,,0.8958,0.552441594105827,0.283358405894173,,,,,0.06,,,,,0.1042,,0.6,0.6,2576366.2508400003,2576366.2508400003,2652063.601394931,2652063.601394931,3247651.561592745,3247651.561592745,3875882.9808024806,3875882.9808024806,4340622.557606792,4340622.557606792,0.9400000000000001,0.06,2492939.785311235
ECU,L. Amer. & the Caribbean,Ecuador,UMIC,UMIC,116133121000.0,17745785.0,2022.0,5253810.0,0.8111221904243741,5253810.0,17745785.0,6065350.059189893,18992361.0,7340727.105496737,20376394.0,8687240.900274748,21305270.0,0.2759,0.29,0.0073,,0.809,0.7311,,,0.0709,,0.0059,0.0012,,,,,0.191,,0.2759,0.29,0.0073,,0.809,0.7311,,,0.0709,,0.0059,0.0012,,,,,0.191,,0.5659,0.5731999999999999,2973131.079,3011483.8919999995,2973131.079,3011483.8919999995,3432381.59849556,3476658.6539276466,4154117.469000603,4207704.776870729,4916109.62546548,4979526.484037485,0.9929999999999999,0.0070999999999999995,2952319.1614469998
SLV,L. Amer. & the Caribbean,El Salvador,LMIC,UMIC,29043140000.0,6246188.0,2021.0,1541847.04332028,0.6762906391626513,1572086.5601522648,6265375.0,1841099.0770987968,6475944.0,2214392.931716492,6636110.0,2633185.7100935387,6664999.0,0.3929,,0.0018,0.788,0.71,,,,0.7138,,0.0065,,,,,,0.2796,,0.3929,,0.0018,0.788,0.71,,,,0.7138,,0.0065,,,,,,0.2796,,0.3929,0.39470000000000005,605791.703320538,608567.0279985146,617672.8094838249,620502.565292099,723367.8273921174,726681.8057308953,870034.9828714097,874020.8901484995,1034578.6654957514,1039318.3997739198,0.9934000000000001,0.0065,613596.1689412317
GRD,L. Amer. & the Caribbean,Grenada,UMIC,UMIC,1231732104.0,116819.0,2022.0,34000.0,0.7973932744802374,34000.0,116819.0,39245.41450864837,117461.0,44641.96325694694,116605.0,48427.72464309113,113454.0,0.271,,,,,,0.983,,,,0.002,,,,,0.001,0.014,,0.271,,,,,,0.983,,,,0.002,,,,,0.001,0.014,,0.271,0.271,9214.0,9214.0,9214.0,9214.0,10635.507331843708,10635.507331843708,12097.972042632622,12097.972042632622,13123.913378277697,13123.913378277697,0.997,0.003,9186.358
GTM,L. Amer. & the Caribbean,Guatemala,UMIC,UMIC,86455519687.0,17486030.0,2021.0,6533833.02514632,1.023726506111516,6730814.148592986,17711271.0,8541307.742217608,19931643.0,11242858.853950607,22510425.0,14214445.009468397,24582441.0,0.56,,,0.371,0.418,,0.419,,,,,,,,,,0.581,,0.56,,,0.371,0.418,,0.419,,,,,,,,,,0.581,,0.56,0.56,3658946.49408194,3658946.49408194,3769255.923212073,3769255.923212073,4783132.335641861,4783132.335641861,6296000.95821234,6296000.95821234,7960089.205302303,7960089.205302303,1.0,,3769255.923212073
GUY,L. Amer. & the Caribbean,Guyana,UMIC,HIC,8041362110.31,811764.0,2021.0,250353.257275,0.8449491908978473,260225.96470214304,819200.0,280879.14209738607,858463.0,318156.0072626754,905452.0,334235.555040539,939377.0,0.501,,0.025,,0.55,,,,0.55,,,,,,,,0.45,,0.501,,0.025,,0.55,,,,0.55,,,,,,,,0.45,,0.501,0.526,125426.981894775,131685.81332665,130373.20831577366,136878.85743332724,140720.4501907904,147742.4287432251,159396.15963860037,167350.05982016725,167452.01307531004,175807.90195132353,1.0,,130373.20831577366
