iso3,country,region,income_2022,city,city_code,population,population_un,msw_year,msw_tpy,msw_kg_cap_day,food_frac,green_frac,wood_frac,collection_population_frac,collection_waste_frac,treatment_open_dump_frac,treatment_controlled_landfill_frac,treatment_sanitary_landfill_gas_system_frac,treatment_unspecified_landfill_frac,treatment_anaerobic_digestion_frac,treatment_compost_frac,treatment_recycling_frac,treatment_incineration_frac,treatment_mbt_frac,treatment_rdf_frac,treatment_other_frac,treatment_uncollected_frac,treatment_unaccounted_frac,ofmsw_food_green_frac,ofmsw_food_green_tpy,landfill_dump_uncollected_frac,ofmsw_food_green_to_landfill_dump_uncollected_tpy,existing_biological_treatment_frac,ad_asset_capacity_tpy,compost_asset_capacity_tpy,ad_throughput_tpy,compost_throughput_tpy,has_ad_asset_data,has_compost_asset_data
IDN,Indonesia,E. Asia & Pacific,UMIC,Jakarta,jaka,10560000.0,11634078.0,2023.0,3141650.18,0.815,0.4987,,0.0318,,0.99,,,,,,,0.2307,,,,,0.01,0.4935,0.4987,1566740.944766,0.5035,788854.0656896809,,,,,,False,False
IRN,"Iran, Islamic Rep.",Mid. East & N. Africa,LMIC,Tehran,tehr,12420000.0,9134708.0,2022.0,3323294.3,0.733,0.712,,0.018,,,,0.45,,,,0.15,0.4,,,,,,,0.712,2366185.5415999996,0.45,1064783.49372,0.15,,,,498494.145,False,True
IRQ,Iraq,Mid. East & N. Africa,UMIC,Baghdad,bagd,6810449.0,8141119.0,2023.0,3231558.051,1.3,0.46,,,0.00988,,,,,,,,,,,,,,,0.46,1486516.70346,,,,,,,,False,False
IRL,Ireland,Eur. & Cent. Asia,HIC,Dublin,dubl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
IMN,Isle of Man,Eur. & Cent. Asia,HIC,Douglas,doug,,,,,,,,,,,,,,,,,0.06,,,,0.94,,,,,,,,,,,,False,False
ISR,Israel,Mid. East & N. Africa,HIC,Jerusalem,jeru,956536.618754278,931756.0,2021.0,559000.0,1.601,,,,,,,,,0.6,,,0.4,,,,,,,,,0.6,,,,,,,False,False
ISR,Israel,Mid. East & N. Africa,HIC,Tel Aviv,tela,1481400.0,,2021.0,1303113.51,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
ITA,Italy,Eur. & Cent. Asia,HIC,Milano,mila,3219391.0,,2022.0,1465194.1827,1.24689,,,,,,,,,,,0.219152186118816,0.402007144859324,0.37884066902186,,,,,,,,,,0.219152186118816,,,,139210.97,False,True
ITA,Italy,Eur. & Cent. Asia,HIC,Parma,parm,196764.0,328154.0,2022.0,110619.432,1.54,,,,0.01,,,,0.00638613127870796,,,0.319721440213365,0.47317750777893,0.144128759816269,0.0565861609127278,,,,,,,0.00638613127870796,,0.319721440213365,,,,35367.4041146244,False,True
ITA,Italy,Eur. & Cent. Asia,HIC,Rome,rome,,4257056.0,2022.0,1592358.0,,0.34,,,,,,,,,,,,,0.6147,,0.3853,,,0.34,541401.7200000001,,,,,,,16000.0,False,True
JPN,Japan,E. Asia & Pacific,HIC,Tokyo,tkyo,9571491.0,37393129.0,2022.0,3043932.0,0.871,0.169867,,0.058935,0.01,1.0,,,0.000863053687016119,,,,0.163946355290434,0.788110556786785,0.0470800342357647,,,,,0.169867,517063.597044,0.000863053687016119,446.2536438506411,,,170820.0,,,False,True
JPN,Japan,E. Asia & Pacific,HIC,Toyama,tyma,413938.0,413444.0,2022.0,152939.0,1.012,0.295311464047758,,0.0101177985994416,0.01,1.0,,,0.00647316904125174,,,0.0283707883535266,0.0899182026821151,0.773589470311693,0.0484572280451683,0.0531911415662454,,,,0.295311464047758,45164.64000000006,0.00647316904125174,292.35834940728034,0.0283707883535266,,,,,False,False
JPN,Japan,E. Asia & Pacific,HIC,Yokohama,ykhm,,,2022.0,1093017.0,,0.297446117489481,,0.0589097077172633,0.01,1.0,,,0.00269071752772372,,,,0.248986063345767,0.748323219126509,,,,0.0,,0.297446117489481,325113.66300000006,0.00269071752772372,874.7890315365629,,,,,,False,False
JOR,Jordan,Mid. East & N. Africa,LMIC,Amman,amma,,,,,,0.497,,,,1.0,,,,,,,,,,,,,,0.497,,,,,,,,,False,False
KAZ,Kazakhstan,Eur. & Cent. Asia,UMIC,Astana,asta,1354556.0,1352565.0,2023.0,230133.0,0.465,,,,,,,,,0.98229255416971,,,0.0177074458302901,,,,,,,,,0.98229255416971,,,,,,,False,False
KAZ,Kazakhstan,Eur. & Cent. Asia,UMIC,Atyrau,atyr,693079.0,,2023.0,113147.0,0.447,0.336,,,0.01,,0.9851,,,,,,0.0026,,,,0.0123,,,0.336,38017.392,0.9851,37450.9328592,,,,,,False,False
KEN,Kenya,Sub-Saharan Africa,LMIC,Eldoret,eldo,,320704.0,2015.0,219000.0,,0.253,0.242,,,0.55,0.4,,,,,,,,,,0.15,0.45,,0.495,108405.0,0.8500000000000001,92144.25000000001,,,,,,False,False
KEN,Kenya,Sub-Saharan Africa,LMIC,Nairobi,nair,4397072.0,4734881.0,2019.0,1126025.0,0.702,0.51,0.03,0.02,,0.65,0.5,,,,,,0.15,,,,,0.35,,0.54,608053.5,0.85,516845.475,,,,,,False,False
KIR,Kiribati,E. Asia & Pacific,LMIC,South Tarawa,sout,,,2014.0,5859.21052631579,0.368,0.6535,,0.0039,,0.38,,,,0.38,,,0.01,,,,,0.61,,0.6535,3828.9940789473685,0.99,3790.7041381578947,,,,,,False,False
KOR,"Korea, Rep.",E. Asia & Pacific,HIC,Seoul,seol,9667669.0,9963452.0,2022.0,3983524.1,1.129,0.239878,,0.048699,0.01,0.997565898998829,,,0.082,,,0.229,0.398,0.208,,,0.083,,,0.239878,955559.7940598001,0.082,78355.90311290362,0.229,,,,908417.6,False,True
XKX,Kosovo,Eur. & Cent. Asia,UMIC,Gjilan,gjil,90178.0,,2019.0,35155.8933,1.068,,,,,,,,0.9,0.1,,,,,,,,,,,,1.0,,,,,,,False,False
XKX,Kosovo,Eur. & Cent. Asia,UMIC,Pristina,prst,,,,,,,,,,0.859,,,,,,,,,,,,,,,,,,,,,,,False,False
KWT,Kuwait,Mid. East & N. Africa,HIC,Kuwait City,kuwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
KGZ,Kyrgyz Republic,Eur. & Cent. Asia,LMIC,Osh,bosh,,,2022.0,415200.0,,,,,,0.8,0.8,,,,,,,,,,,0.2,,,,1.0,,,,,,,False,False
LAO,Lao PDR,E. Asia & Pacific,LMIC,Vientiane,viet,,682542.0,2020.0,205896.5,,0.169,,0.382,,0.5,,,,0.5,,,,,,,,0.5,,0.169,34796.5085,1.0,34796.5085,,,,,,False,False
LVA,Latvia,Eur. & Cent. Asia,HIC,Liepaja,lpja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
LVA,Latvia,Eur. & Cent. Asia,HIC,Riga,riga,850353.0,761714.0,2022.0,238098.84,1.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
LBN,Lebanon,Mid. East & N. Africa,LMIC,Beirut,beir,,2379326.0,,,,0.525,,,,,,,,,,,,,,,,,,0.525,,,,,,,,,False,False
LBN,Lebanon,Mid. East & N. Africa,LMIC,Saida,said,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
LBR,Liberia,Sub-Saharan Africa,LIC,Monrovia,monr,854520.0,1269832.0,2016.0,155278.0,0.335,0.45,,,,0.353163421321978,0.353163421321978,,,,,,,,,,,0.646836578678022,,0.45,69875.1,1.0,69875.1,,,,,,False,False
LBY,Libya,Mid. East & N. Africa,UMIC,Tripoli,trip,2200000.0,1095149.0,2012.0,529980.0,0.66,0.363,,,,0.7,0.623,,,,,0.056,0.021,,,,,0.3,,0.363,192382.74,0.923,177569.26902,0.056,,,,29678.88,False,True
LTU,Lithuania,Eur. & Cent. Asia,HIC,Kaunas,kaun,,,2018.0,233878.0,,0.3113,0.0629,0.0149,,,,0.0597,,,,,,0.2793,0.6192,,,,0.0418,0.37420000000000003,87517.14760000001,0.1015,8882.990481400002,,,,,,False,False
LTU,Lithuania,Eur. & Cent. Asia,HIC,Vilnius,vini,,538894.0,2018.0,314732.0,,0.3359,0.0306,0.0124,,,,,,,,,,,,,,,,0.3665,115349.27799999999,,,,,,,,False,False
MDG,Madagascar,Sub-Saharan Africa,LIC,Antananarivo,anta,3650331.0,4228984.0,2023.0,438000.0,0.329,0.56,0.03,,,0.42,0.42,,,,,,,,,,,0.58,,0.5900000000000001,258420.00000000003,1.0,258420.00000000003,,,,,,False,False
MWI,Malawi,Sub-Saharan Africa,LIC,Blantyre,bltr,,,2022.0,158775.0,,0.7,,,,0.239406779661017,0.239406779661017,,,,,0.00105932203389831,0.0289830508474576,,,,,0.730550847457627,,0.7,111142.5,0.969957627118644,107803.51557203388,0.00105932203389831,,,,168.193855932203,False,True
MWI,Malawi,Sub-Saharan Africa,LIC,Lilongwe,lngw,1100000.0,1121720.0,2021.0,240900.0,0.6,,,,,0.221,0.221,,,,,,,,,,,0.779,,,,1.0,,,,,,,False,False
MYS,Malaysia,E. Asia & Pacific,UMIC,Kuala Lumpur,kual,1770000.0,,2020.0,1000000.0,1.52,0.41,0.01,0.01,,,,,,,,,,,,,,,,0.42,420000.0,,,,,,,,False,False
MDV,Maldives,S. Asia,UMIC,Male,male,285179.0,,2023.0,228633.0,2.196,0.2443,,0.047,,,,,,,,,,,,,,0.1957,,0.2443,55855.0419,0.1957,10930.83169983,,,,,,False,False
MLI,Mali,Sub-Saharan Africa,LIC,Bamako,bama,2903096.0,2219000.0,2017.0,296696.4112,0.28,0.36,,,,0.54,0.324,,,,,,,,,,,0.46,0.216,0.36,106810.70803199998,1.0,106810.70803199998,,,,,,False,False
MHL,Marshall Islands,E. Asia & Pacific,UMIC,Majuro,maju,27797.0,,2019.0,1025.3215,1.413,0.3399,,,,,0.804,,,,,,0.088,,,,,,0.108,0.3399,348.50677785,0.912,317.8381813992,,,,,,False,False
MRT,Mauritania,Sub-Saharan Africa,LMIC,Nouakchott,nkct,,850682.0,2012.0,211758.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
MEX,Mexico,L. Amer. & the Caribbean,UMIC,Guadalajara,guad,1385629.0,5179479.0,2022.0,580495.0,1.15,0.47569999999999996,0.1177,,0.01,,,,1.0,,,,,,,,,,,0.5933999999999999,344465.73299999995,1.0,344465.73299999995,,,,,612242.828813762,False,True
MEX,Mexico,L. Amer. & the Caribbean,UMIC,Mexico City,meci,11582047.0,21782378.0,2022.0,4527460.0,1.071,0.468,,,0.009881,,,,0.617966790108709,,,0.13522876597778,0.211444271891052,,,,0.0353601720224585,,,0.468,2118851.2800000003,0.617966790108709,1309379.7242193297,0.13522876597778,,,,612242.828813762,False,True
MEX,Mexico,L. Amer. & the Caribbean,UMIC,Monterrey,mont,1149605.0,4874095.0,2022.0,354235.0,0.84,,,,,0.93,,,1.0,,,,,,,,,,,,,1.0,,,,,,612242.828813762,False,True
FSM,"Micronesia, Fed. Sts.",E. Asia & Pacific,LMIC,Pohnpei,pohn,36196.0,,2022.0,16790.0,1.271,0.294,0.055,,,0.668,,,,0.498,,,0.007,,,,,0.332,0.163,0.349,5859.71,0.9930000000000001,5818.692030000001,,,,,,False,False
MDA,Moldova,Eur. & Cent. Asia,UMIC,Chisinau,chsn,771600.0,,2013.0,366124.2,1.3,0.5247,,0.0034,,,,,,0.977,,,0.023,,,,,,,0.5247,192105.36774000002,0.977,187686.94428198002,,,,,,False,False
MDA,Moldova,Eur. & Cent. Asia,UMIC,Soldanesti,sdti,7416.0,,2013.0,1542.86,0.57,,0.21,,,0.7,0.7,,,,,,,,,,,0.3,,0.21,324.00059999999996,1.0,324.00059999999996,,,,,,False,False
MNG,Mongolia,E. Asia & Pacific,LMIC,Ulaanbaatar,ular,1300000.0,1364512.0,2016.0,1100000.0,2.318,0.27,,,,0.9,,,,,,,,,,,,,,0.27,297000.0,,,,,,,,False,False
MNE,Montenegro,Eur. & Cent. Asia,UMIC,Kotor,koto,,,2021.0,14216.0,,0.349410858914109,0.0972926807319268,0.00793309669033097,0.01,,,,,,,,,,,,,,,0.4467035396460358,6350.337519608045,,,,,,,,False,False
MNE,Montenegro,Eur. & Cent. Asia,UMIC,Podgorica,podg,191637.0,,2021.0,85100.0,1.217,0.36839264593126,0.0529693502683602,0.0289026269293596,0.008626,,,,,,,,,,,,,,,0.42136199619962017,35857.905876587676,,,,,,,,False,False
MOZ,Mozambique,Sub-Saharan Africa,LIC,Maputo,mpto,,1110477.0,2018.0,401500.0,,0.68,,,,,0.7,,,,,,,,,,,,0.3,0.68,273020.0,1.0,273020.0,,,,,,False,False
MMR,Myanmar,E. Asia & Pacific,LMIC,Mandalay,mand,1580907.0,1437554.0,2019.0,548179.50225,0.95,0.64,,0.03,,0.85,,0.3914,0.3913,,,,0.136,,,,,0.0813,,0.64,350834.88144,0.864,303121.33756416,,,,,,False,False
MMR,Myanmar,E. Asia & Pacific,LMIC,Yangon,yang,5331800.0,5331800.0,2019.0,1167664.2,0.6,0.4433,,,,0.75,,0.5,,,,,0.25,,,,,0.25,,0.4433,517625.53986,0.75,388219.15489500004,,,,,,False,False
NAM,Namibia,Sub-Saharan Africa,UMIC,Windhoek,wdhk,,511369.0,2023.0,84520.0,,0.15,0.32,0.01,,,,,0.965,,,,0.035,,,,,,,0.47,39724.399999999994,0.965,38334.045999999995,,,,,,False,False
NPL,Nepal,S. Asia,LMIC,Kathmandu,kath,1621640.0,1423515.0,2022.0,381425.0,0.644,0.7087,,,,0.9,,,,,,,,,,,0.9,0.1,,0.7087,270315.8975,0.1,27031.589750000003,,,,,,False,False
NLD,Netherlands,Eur. & Cent. Asia,HIC,Amsterdam,amst,,1148972.0,2018.0,321000.0,,0.275350454334936,0.0133267232438145,0.0317577837065642,,,,,0.01,,,0.19,0.58,0.22,,,,,,0.2886771775787505,92665.37400277892,0.01,926.6537400277892,0.19,,,,60990.0,False,True
NLD,Netherlands,Eur. & Cent. Asia,HIC,Eindhoven,eind,,358966.0,2022.0,104905.0,,0.39,0.06,0.02,,,,,,,,0.277931073148715,0.30657819321025,0.415490733641036,,,,,,0.45,47207.25,,,0.277931073148715,,,,29156.3592286659,False,True
NZL,New Zealand,E. Asia & Pacific,HIC,Auckland,auck,1695200.0,1606564.0,2022.0,447225.44,0.723,0.380911167138007,,0.0110400643762537,,0.999,,,0.649,,,0.005,0.252,,,,,,0.094,0.380911167138007,170353.16432420872,0.743,126572.40109288707,0.005,,,,2261.0,False,True
NZL,New Zealand,E. Asia & Pacific,HIC,Wellington,well,543500.0,414818.0,2021.0,294240.0,1.483,0.269342718462258,,0.158732846338671,,,,,0.775645731375748,,,,0.224354268624252,,,,,,,0.269342718462258,79251.4014803348,0.775645731375748,61471.01126376732,,,,,,False,False
NIC,Nicaragua,L. Amer. & the Caribbean,LMIC,Managua,mana,1401276.0,991925.0,2010.0,468660.0,0.916,,,,0.006500000000000001,,0.26742,,,0.60374,,,0.0081,,,,0.11912,,0.00162,,,0.87278,,,,,,,False,False
NIC,Nicaragua,L. Amer. & the Caribbean,LMIC,Puerto Cabezas,puca,66169.0,,2012.0,14198.5,0.5878885883117472,,,,,0.2365,,,,1.0,,,,,,,,,,,,1.0,,,,,,,False,False
NER,Niger,Sub-Saharan Africa,LIC,Niamey,namy,1164000.0,1108994.0,2017.0,165695.4,0.39,0.1158,,,,,,,,,,,,,,,,,,0.1158,19187.52732,,,,,,,,False,False
NGA,Nigeria,Sub-Saharan Africa,LMIC,Ibadan,iban,3163138.0,,2012.0,635000.0,0.55,0.76,,,,0.4,0.4,,,,,,,,,,,0.6,,0.76,482600.0,1.0,482600.0,,,,,,False,False
NGA,Nigeria,Sub-Saharan Africa,LMIC,Kano,kano,8206892.0,3999050.0,2020.0,2980660.0,0.995,0.377,,,,,,,,,,,0.065,,,,,,0.935,0.377,1123708.82,0.935,1050667.7467,,,,,,False,False
NGA,Nigeria,Sub-Saharan Africa,LMIC,Lagos,lago,14368331.0,14368332.0,2021.0,4142385.0,0.79,0.34,0.02,0.01,,0.48,0.4,,,,,,0.08,,,,,0.52,,0.36000000000000004,1491258.6,0.92,1371957.9120000002,,,,,,False,False
MKD,North Macedonia,Eur. & Cent. Asia,UMIC,Kratovo,krat,7545.0,,2012.0,1518.0,0.551,0.076,0.808,,,,,,,,,,,,,,,,,0.884,1341.912,,,,,,,,False,False
MKD,North Macedonia,Eur. & Cent. Asia,UMIC,Skopje,skop,705298.0,620825.0,2023.0,222358.0,0.864,,,,0.0086,0.98448,,,,,,,,,,,,,,,,,,,,,,,False,False
MNP,Northern Mariana Islands,E. Asia & Pacific,HIC,Saipan,span,43385.0,,2022.0,32205.73,2.034,0.156,,,,,,,0.976,,,,0.024,,,,,,,0.156,5024.09388,0.976,4903.51562688,,,,,,False,False
NOR,Norway,Eur. & Cent. Asia,HIC,Bergen,berg,,,2014.0,152000.0,,0.2,0.08,0.14,,,,,,,,,0.464,0.391,,,0.145,,,0.28,42560.00000000001,,,,,,,,False,False
NOR,Norway,Eur. & Cent. Asia,HIC,Oslo,oslo,,1041378.0,2019.0,240000.0,,0.2807,0.0194,0.1338,,,,,,,,,0.37,0.57,,,0.026,,0.034,0.30010000000000003,72024.00000000001,0.034,2448.8160000000007,,,,,,False,False
OMN,Oman,Mid. East & N. Africa,HIC,Muscat,musc,1401456.0,1549729.0,2022.0,848052.674,1.658,0.19,0.04,0.02,0.01,,,,,,,,,,,,,,,0.23,195052.11502,,,,,,,,False,False
PAK,Pakistan,S. Asia,LMIC,Karachi,kara,17648600.0,16093786.0,2020.0,5110000.0,0.793,0.261,0.17,0.031,,0.6,,,,0.6,,,,,,,,0.4,,0.43100000000000005,2202410.0000000005,1.0,2202410.0000000005,,,,,,False,False
PAK,Pakistan,S. Asia,LMIC,Lahore,laho,14407100.0,14825828.0,2023.0,2520325.0,0.479,0.6131,,,,0.84,0.7965,,,,,0.0434,,,,0.0507,,,0.1094,0.6131,1545211.2574999998,0.9058999999999999,1399806.8781692497,0.0434,,,,109382.105,False,True
PLW,Palau,E. Asia & Pacific,UMIC,Koror,koro,17614.0,,2010.0,1369.0,0.213,0.44,0.02,,0.01,,,0.9826,,,,0.0174,,,,,,,,0.46,629.74,0.9826,618.7825240000001,0.0174,,,,23.8206,False,True
PAN,Panama,L. Amer. & the Caribbean,HIC,Colón,colo,131979.0,,2001.0,30348.57105,0.63,,,,0.01,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,False,False
PAN,Panama,L. Amer. & the Caribbean,HIC,Panama City,pana,1045569.0,1673118.0,2015.0,522836.77845,1.37,0.39,,0.03,0.01,,,0.65,,,,,0.02,,,,,,0.33,0.39,203906.3435955,0.98,199828.21672358998,,,,,,False,False
PAN,Panama,L. Amer. & the Caribbean,HIC,San Miguelito,sanm,390346.0,,2015.0,143627.5,1.008,0.374875,0.119875,,0.0072,,,1.0,,,,,,,,,,,,0.49475,71059.705625,1.0,71059.705625,,,,,,False,False
PNG,Papua New Guinea,E. Asia & Pacific,LMIC,Port Moresby,pomo,207283.0,382516.0,2018.0,116800.0,1.544,0.35,0.01,,0.0067,0.55,,,,,,,,,,,,,,0.36,42048.0,,,,,,,,False,False
PRY,Paraguay,L. Amer. & the Caribbean,UMIC,Asuncion,asun,522287.0,,2019.0,232574.4011,1.22,0.3633,0.2406,0.0063,0.0092,,,,,,,,,,,,,,,0.6039,140451.68082429,,,,,,,,False,False
PRY,Paraguay,L. Amer. & the Caribbean,UMIC,Ciudad Del Este,cide,,294259.0,2017.0,149184.9,,0.571,0.16,,0.0073,0.899986115610682,,,,1.0,,,,,,,,,,0.731,109054.16189999999,1.0,109054.16189999999,,,,,,False,False
PRY,Paraguay,L. Amer. & the Caribbean,UMIC,San Lorenzo,sanl,283939.0,,2017.0,111306.93,1.0740000251838773,0.2,0.03,,,0.582,,,,1.0,,,,,,,,,,0.23,25600.5939,1.0,25600.5939,,,,,,False,False
PER,Peru,L. Amer. & the Caribbean,UMIC,Lima,lima,266467.0,11517333.0,2023.0,228428.64,2.349,0.5758,0.0238,,,,,,1.0,,,,,,,,,,,0.5996,136965.81254400001,1.0,136965.81254400001,,,,,545.749904520936,False,True
PHL,Philippines,E. Asia & Pacific,LMIC,Cebu,cebu,922611.0,980070.0,2021.0,118545.35,0.352,0.67,,,,1.0,,,,,,,,,,,,,,0.67,79425.38450000001,,,,,,,,False,False
PHL,Philippines,E. Asia & Pacific,LMIC,Manila,mani,,13923452.0,2020.0,4441634.0,,0.4279,,,,0.9577,,,0.6,,,,,,,,,0.0423,,0.4279,1900575.1886,0.6423,1220739.44363778,,,,,,False,False
POL,Poland,Eur. & Cent. Asia,HIC,Kraków,krkw,707973.0,,2020.0,368100.0,1.424,,,,,,,,0.0118,,,0.136,0.2158,0.3216,0.3148,,,,,,,0.0118,,0.136,,,,50061.6,False,True
POL,Poland,Eur. & Cent. Asia,HIC,Warsaw,warw,517000.0,1783251.0,2021.0,214503.3,1.137,,,,0.01,,,,0.478,,,0.13,0.268,0.124,,,,,,,,0.478,,0.13,,,,27885.429,False,True
PRT,Portugal,Eur. & Cent. Asia,HIC,Guimarães,guim,,,2016.0,63000.0,,0.3742,,0.0041,,,,,,,,,,,,,,,,0.3742,23574.6,,,,,,,,False,False
PRT,Portugal,Eur. & Cent. Asia,HIC,Lisbon,lisb,549000.0,2956879.0,2022.0,310000.0,1.547,0.497,,0.008,,,,,0.13,,,0.08,0.2,0.59,,,,,,0.497,154070.0,0.13,20029.100000000002,0.08,,,,24800.0,False,True
QAT,Qatar,Mid. East & N. Africa,HIC,Doha,doha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
ROU,Romania,Eur. & Cent. Asia,HIC,Bucharest,buch,1944451.0,1803247.0,2018.0,1062073.0,1.496,0.384,,0.005,0.01,0.9,,,,0.677,,0.054,0.248,,,,,,0.021,0.384,407836.032,0.6980000000000001,284669.55033600004,0.054,,,,57776.7712,False,True
ROU,Romania,Eur. & Cent. Asia,HIC,Cluj-Napoca,cluj,324576.0,304931.0,2013.0,237958.27,2.009,0.67,,0.04,,,,,,0.99,,,0.01,,,,,,,0.67,159432.0409,0.99,157837.720491,,,,,,False,False
RUS,Russian Federation,Eur. & Cent. Asia,UMIC,Kemerovo,keme,,551031.0,2015.0,166903.0,,0.45,,,,,,,,,,,,,,,,,,0.45,75106.35,,,,,,,,False,False
RUS,Russian Federation,Eur. & Cent. Asia,UMIC,Moscow,mosc,,12049135.0,2015.0,7918136.0,,0.247,,0.017,,,,,,0.8355,,,0.0673,0.0972,,,,,,0.247,1955779.592,0.8355,1634053.8491159999,,,,,,False,False
RUS,Russian Federation,Eur. & Cent. Asia,UMIC,St.petersburg,stpe,,,2018.0,3076000.0,,0.311,,0.032,,,,,0.2925877763329,0.641677503250975,,0.0433355006501951,0.0121911573472042,0.00208062418725618,,0.00812743823146944,,,,0.311,956636.0,0.934265279583875,893751.7999999998,0.0433355006501951,,,,133300.0,False,True
RWA,Rwanda,Sub-Saharan Africa,LIC,Kigali,kgli,,1132101.0,2018.0,324473.76,,0.753,,,,,0.5233,,,,,0.355,0.0404,,,,,,0.0813,0.753,244328.74128000002,0.6046,147721.15697788802,0.355,,,,115188.1848,False,True
WSM,Samoa,E. Asia & Pacific,LMIC,Upolu (Apia),uplu,124408.0,,2020.0,15257.0,0.336,0.24,,,,0.38,,,0.65,,,,,,,,,,0.35,0.24,3661.68,1.0,3661.68,,,,,,False,False
SAU,Saudi Arabia,Mid. East & N. Africa,HIC,Jeddah,jddh,3500000.0,,2023.0,1825000.0,1.429,0.554,,,,,,,,0.822,,,,,,,,,0.178,0.554,1011050.0000000001,1.0,1011050.0000000001,,,,,,False,False
SAU,Saudi Arabia,Mid. East & N. Africa,HIC,Riyadh,rydh,7000000.0,7952861.0,2023.0,3500000.0,1.37,0.572,,,,,0.97,,,,,,0.03,,,,,,,0.572,2001999.9999999998,0.97,1941939.9999999998,,,,,,False,False
SEN,Senegal,Sub-Saharan Africa,LMIC,Dakar,daka,,3140442.0,2021.0,979842.0,,0.352941176470588,0.0686274509803922,0.00980392156862745,,0.84,0.84,,,,,,,,,,,0.16,,0.42156862745098017,413070.6470588233,1.0,413070.6470588233,,,,,,False,False
SRB,Serbia,Eur. & Cent. Asia,UMIC,Belgrade,belg,1690193.0,1397939.0,2018.0,641813.0,1.04,0.327,0.1965,,,,,,0.255,,,0.01,0.133,0.51,,0.051,0.022,,0.019,0.5235000000000001,335989.10550000006,0.274,92061.01490700002,0.01,,,,6418.13,False,True
SRB,Serbia,Eur. & Cent. Asia,UMIC,Novi Sad,novi,341625.0,,2023.0,217285.0,1.743,0.3762,0.1214,,0.0098,,,,,0.151,,0.028,0.18,,0.297,0.304,,0.04,,0.4976,108121.016,0.191,20651.114056000002,0.028,,5000.0,,6083.98,False,True
SLE,Sierra Leone,Sub-Saharan Africa,LIC,Freetown,free,1467543.0,1387356.0,2023.0,310615.0,0.58,0.78,,,,,0.33,,,,,,,,,,,0.67,,0.78,242279.7,1.0,242279.7,,,,,,False,False
SVK,Slovak Republic,Eur. & Cent. Asia,HIC,Bratislava,brat,440845.0,434926.0,2020.0,214480.11,1.333,,,,,,,,,0.11,,0.09,0.31,0.49,,,,,,,,0.11,,0.09,,48500.0,,19303.2099,False,True
SVK,Slovak Republic,Eur. & Cent. Asia,HIC,Trnava,trnv,,,2023.0,37852.627,,,,,,,,,,0.5498,,0.2073,0.2427,,,,,,0.0002,,,0.5499999999999999,,0.2073,,3000.0,,7847.493071759,False,True
SVN,Slovenia,Eur. & Cent. Asia,HIC,Ljubljana,ljba,395328.0,,2020.0,98534.0,0.683,,,,0.009899999999999999,,,,,0.32,,,0.68,,,,,,,,,0.32,,,,,,,False,False
SLB,Solomon Islands,E. Asia & Pacific,LMIC,Honiara,hnra,82485.0,,2019.0,11191.0,0.372,0.472,,,,0.41,,,,1.0,,,,,,,,,,0.472,5282.152,1.0,5282.152,,,,,,False,False
SOM,"Somalia, Fed. Rep. ",Sub-Saharan Africa,LIC,Mogadishu,moga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
ZAF,South Africa,Sub-Saharan Africa,UMIC,Cape Town,capt,4004793.0,5063583.0,2023.0,1233674.0,0.844,0.204,0.074,0.013,,,,,,0.908,,0.077,0.015,,,,,,,0.27799999999999997,342961.372,0.908,311408.92577599996,0.077,,,,94992.898,False,True
ZAF,South Africa,Sub-Saharan Africa,UMIC,Johannesburg,jonb,5599732.0,5782747.0,2021.0,1438294.0,0.809,0.34,,,,0.94,,,,0.885,,,0.115,,,,,,,0.34,489019.96,0.885,432782.6646,,,,,,False,False
SSD,South Sudan,Sub-Saharan Africa,LIC,Juba,juba,403000.0,403215.0,2019.0,146000.0,0.993,0.224,0.176,,,0.135,0.002,0.133,,,,,,,,,,0.865,,0.4,58400.0,1.0,58400.0,,,,,,False,False
ESP,Spain,Eur. & Cent. Asia,HIC,Madrid,mdrd,3339931.0,6810530.0,2023.0,1304935.0,1.07,0.1882,0.1931,0.0341,,,,,,,,,,,,,,,,0.3813,497571.7155,,,,,,,,False,False
ESP,Spain,Eur. & Cent. Asia,HIC,Pamplona,pmla,,,2022.0,145128.0,,0.346,0.066,0.027,,,,,0.71,,,,0.29,,,,,,,0.412,59792.736,0.71,42452.84256,,,,,,False,False
LKA,Sri Lanka,S. Asia,LMIC,Colombo,clbo,651383.0,581107.0,2017.0,365000.0,1.535,0.48,0.14,,,0.8,0.6975,,,,,0.0465,0.0465,0.1395,,,,0.07,,0.62,226300.0,0.7675000000000001,173685.25000000003,0.0465,,,,16972.5,False,True
