iso3,country,region,income_2022,city,city_code,population,population_un,msw_year,msw_tpy,msw_kg_cap_day,food_frac,green_frac,wood_frac,collection_population_frac,collection_waste_frac,treatment_open_dump_frac,treatment_controlled_landfill_frac,treatment_sanitary_landfill_gas_system_frac,treatment_unspecified_landfill_frac,treatment_anaerobic_digestion_frac,treatment_compost_frac,treatment_recycling_frac,treatment_incineration_frac,treatment_mbt_frac,treatment_rdf_frac,treatment_other_frac,treatment_uncollected_frac,treatment_unaccounted_frac,ofmsw_food_green_frac,ofmsw_food_green_tpy,landfill_dump_uncollected_frac,ofmsw_food_green_to_landfill_dump_uncollected_tpy,existing_biological_treatment_frac,ad_asset_capacity_tpy,compost_asset_capacity_tpy,ad_throughput_tpy,compost_throughput_tpy,has_ad_asset_data,has_compost_asset_data,best_four_pathway_screen,best_four_pathway_benefit_tco2e,mitigation_potential_score,best_pathway_readiness_score,opportunity_readiness_class,robust_winning_pathway,max_win_probability,city_unmanaged_ofmsw_mt,city_ofmsw_mt
ECU,Ecuador,L. Amer. & the Caribbean,UMIC,Quito,quit,2679722.0,2017260.0,2023.0,735675.126903553,0.752,0.6341,,0.0032,0.00985,,,,0.997,,,,0.003,,,,,,,0.6341,466491.59796954296,0.997,465092.1231756343,,,,,,False,False,AD-bio-CNG,874331.9714666697,0.7592807075460002,0.5414616880153087,Strategic build-out,AD-bio-CNG,0.78,0.4650921231756343,0.466491597969543
EGY,"Egypt, Arab Rep.",Mid. East & N. Africa,LMIC,Cairo,cair,20000000.0,20900604.0,2019.0,4965825.0,0.68,0.64,,0.006,,0.65,0.21,,,,,,0.44,,,,,0.35,,0.64,3178128.0,0.5599999999999999,1779751.6799999997,,,,,,False,False,Prevention,5140421.583702003,0.9776113379481404,0.6119995662486959,Immediate priority,Prevention,0.889,1.7797516799999997,3.178128
SLV,El Salvador,L. Amer. & the Caribbean,UMIC,San Salvador,ssal,316090.0,1105766.0,2020.0,614144.3353,0.97,0.3149,,0.0049,,0.85,,,1.0,,,,,,,,,,,0.3149,193394.05118597,1.0,193394.05118597,,,,,,False,False,Prevention,274822.79377985524,0.6166381269606427,0.7768335283684825,No-regret / complementary,Prevention,0.798,0.19339405118597,0.19339405118597
GNQ,Equatorial Guinea,Sub-Saharan Africa,UMIC,Malabo,mala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,Missing/insufficient data,0.0,,
EST,Estonia,Eur. & Cent. Asia,HIC,Tallinn,tall,444456.0,445259.0,2019.0,234221.0,1.444,0.275,,0.015,,1.0,,,0.077,,,0.137,0.328,0.457,,,,,0.001,0.275,64410.77500000001,0.078,5024.04045,0.137,,10000.0,,15306.108129,False,True,Prevention,10906.482162162189,0.2189354478088819,0.7969899218237063,No-regret / complementary,Prevention,0.766,0.00502404045,0.064410775
EST,Estonia,Eur. & Cent. Asia,HIC,Tartummaa,tart,98036.0,,2024.0,25681.3371,0.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Prevention,10906.482162162189,0.2189354478088819,0.7969899218237063,No-regret / complementary,Prevention,0.766,,
ETH,Ethiopia,Sub-Saharan Africa,LIC,Addis Ababa,adab,4793699.0,4793699.0,2020.0,791320.0,,0.648,,0.009,,0.75,0.4958,,,,,,0.0601,0.1941,,,,0.25,,0.648,512775.36,0.7458,382427.86348800006,,,,,39566.0,False,True,Prevention,1397566.808790034,0.8170888839471673,0.4315175428161997,Strategic build-out,Prevention,0.851,0.38242786348800006,0.51277536
FJI,Fiji,E. Asia & Pacific,UMIC,Suva,suva,74481.0,,2019.0,16800.0,0.618,0.3638,0.2141,,,,,,,,,,,,,,,,,0.5779000000000001,9708.72,,,,,,,,False,False,Prevention,29851.086798604003,0.3430324819031734,0.6491724312855406,No-regret / complementary,Prevention,0.761,,0.009708719999999999
FIN,Finland,Eur. & Cent. Asia,HIC,Helsinki,hels,,1304851.0,2022.0,733000.0,,0.4,0.04,0.02,,,,,,,,,0.46,0.54,,,,,,0.44,322520.0,,,,,,,,False,False,AD-bio-CNG,2009.2113731757004,0.0104421278576868,0.839177949592313,No-regret / complementary,AD-bio-CNG,0.53,,0.32252
FIN,Finland,Eur. & Cent. Asia,HIC,Oulu,oulu,198570.0,,2015.0,76341.0,1.053,0.266,,0.025,,,,,,0.05,,,0.17,0.78,,,,,,0.266,20306.706,0.05,1015.3353000000002,,,,,,False,False,AD-bio-CNG,2009.2113731757004,0.0104421278576868,0.839177949592313,No-regret / complementary,AD-bio-CNG,0.53,0.0010153353000000001,0.020306705999999997
FIN,Finland,Eur. & Cent. Asia,HIC,Riihimaki,rihm,28521.0,,2021.0,8641.863,0.83,0.475,0.009,0.007,,,,,,,,,,,,,,,,0.484,4182.661692,,,,,,,,False,False,AD-bio-CNG,2009.2113731757004,0.0104421278576868,0.839177949592313,No-regret / complementary,AD-bio-CNG,0.53,,0.004182661692
FRA,France,Eur. & Cent. Asia,HIC,Angers-Loire Metropole,angr,301384.0,,2022.0,144321.0,1.312,0.298,,,0.01,0.99,,,0.2664,,,0.1069,0.2562,0.373,,,,,,0.298,43007.658,0.2664,11457.2400912,0.1069,,,,15442.347,False,True,AD-bio-CNG,1389796.0552406055,0.8164016709562202,0.8293007262299144,Immediate priority,AD-bio-CNG,0.633,0.0114572400912,0.043007658000000004
FRA,France,Eur. & Cent. Asia,HIC,Paris,pari,2165423.0,11017230.0,2022.0,1038973.0,1.315,0.242,,0.061,0.01,,,,0.067,,,0.004,0.191,0.738,,,,,,0.242,251431.466,0.067,16845.908222000002,0.004,,,,4155.892,False,True,AD-bio-CNG,1389796.0552406055,0.8164016709562202,0.8293007262299144,Immediate priority,AD-bio-CNG,0.633,0.016845908222,0.251431466
GAB,Gabon,Sub-Saharan Africa,UMIC,Libreville,lbvl,747259.0,648564.0,2019.0,219000.0,0.8,,,,,0.58,0.58,,,,,,,,,,,0.42,,,,1.0,,,,,,,False,False,,,,,,Missing/insufficient data,0.0,,
GMB,"Gambia, The",Sub-Saharan Africa,LIC,Banjul/Serakunda,banj,,,,365000.0,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,Missing/insufficient data,0.0,,
GEO,Georgia,Eur. & Cent. Asia,UMIC,Tbilisi,tbil,,1077833.0,2018.0,416515.3,,0.4715,,0.0147,0.01,0.99,,,,,,,,,,,,,,0.4715,196386.96395,,,,,,,,False,False,Prevention,279095.29336879146,0.6185394928825085,0.775084036173121,No-regret / complementary,Prevention,0.655,,0.19638696395
DEU,Germany,Eur. & Cent. Asia,HIC,Berlin,berl,3677472.0,3562038.0,2021.0,1594174.0,1.188,0.19,0.19,0.01,,1.0,,,0.005,,,,0.308,0.687,,,,,,0.38,605786.12,0.005,3028.9306,,,69000.0,,,False,True,Prevention,140465.90337482013,0.5339167422446018,0.8199885244360767,No-regret / complementary,Prevention,0.545,0.0030289306,0.60578612
DEU,Germany,Eur. & Cent. Asia,HIC,Hamburg,hamb,1875180.0,1789954.0,2022.0,1427259.0,2.085,0.332,0.081,,,,,,,,,0.138783162318421,0.416657754178908,0.444559083502671,,,,,,0.413,589457.9670000001,,,0.138783162318421,,,,198079.517467427,False,True,Prevention,140465.90337482013,0.5339167422446018,0.8199885244360767,No-regret / complementary,Prevention,0.545,,0.5894579670000001
GHA,Ghana,Sub-Saharan Africa,LMIC,Accra,acra,,2514005.0,2020.0,900000.0,,0.5391,,,,0.454,,,,0.677,,0.012,0.068,,,0.013,,0.23,,0.5391,485190.0,0.907,440067.33,0.012,,,,10800.0,False,True,,,,,,Missing/insufficient data,0.0,0.44006733000000003,0.48519
GHA,Ghana,Sub-Saharan Africa,LMIC,Kumasi,kumi,2000000.0,,2011.0,547500.0,0.75,0.4,,0.02,,,,,,0.91,,,,,,,,0.06,0.03,0.4,219000.0,1.0,219000.0,,,,,,False,False,,,,,,Missing/insufficient data,0.0,0.219,0.219
GRC,Greece,Eur. & Cent. Asia,HIC,Athens,athn,664046.0,3153355.0,2020.0,310660.0,1.282,0.411,0.05,0.032,,,,,,0.572,,0.405,0.022,,,,0.001,,,0.4609999999999999,143214.25999999998,0.572,81918.55671999998,0.405,,,,125817.3,False,True,Prevention,838565.5168516857,0.754132829386763,0.8626768905296504,Immediate priority,Prevention,0.765,0.08191855671999998,0.14321425999999998
GRC,Greece,Eur. & Cent. Asia,HIC,Thessaloniki,thes,315196.0,809043.0,2015.0,130628.9,1.135,0.443,,0.046,,,,,,0.8527,,,0.0856,,,,,,0.0617,0.443,57868.6027,0.9144,52915.05030888,,,,,,False,False,Prevention,838565.5168516857,0.754132829386763,0.8626768905296504,Immediate priority,Prevention,0.765,0.05291505030888,0.0578686027
GTM,Guatemala,L. Amer. & the Caribbean,UMIC,Antigua Guatemala,anti,45098.0,,2011.0,9218.0312,0.56,0.493,,0.025,,,,0.7873,,,,,,,,,0.2127,,,0.493,4544.489381599999,0.7873,3577.8764901336795,,,,,,False,False,Prevention,1712701.6450317488,0.8421506656727251,0.7330316791631867,Immediate priority,Prevention,0.782,0.0035778764901336795,0.0045444893815999995
GTM,Guatemala,L. Amer. & the Caribbean,UMIC,Guatemala City,guat,1142188.0,2738259.0,2015.0,424130.0,1.017,,,,,0.85,,1.0,,,,,,,,,,,,,,1.0,,,,,,,False,False,Prevention,1712701.6450317488,0.8421506656727251,0.7330316791631867,Immediate priority,Prevention,0.782,,
GTM,Guatemala,L. Amer. & the Caribbean,UMIC,Jutiapa,juti,157773.0,,2017.0,18615.0,1.131021023684911,0.429125,0.042125,,,,,1.0,,,,,,,,,,,,0.47125,8772.31875,1.0,8772.31875,,,,,,False,False,Prevention,1712701.6450317488,0.8421506656727251,0.7330316791631867,Immediate priority,Prevention,0.782,0.00877231875,0.00877231875
GIN,Guinea,Sub-Saharan Africa,LMIC,Conakry,cnky,3000000.0,1938272.0,2019.0,620000.0,0.566,0.44,,0.05,,0.3,0.3,,,,,,,,,,,0.7,,0.44,272800.0,1.0,272800.0,,,,,,False,False,Prevention,400239.0683048141,0.6629725749981942,0.5095057907408274,Longer-term / local fit,Prevention,0.76,0.2728,0.2728
HTI,Haiti,L. Amer. & the Caribbean,LMIC,Port Au Prince,papr,3500000.0,2438601.0,2017.0,900000.0,0.705,,,,,0.37,0.37,,,,,,,,,,,0.63,,,,1.0,,,,,,,False,False,Prevention,691510.7165290159,0.7303682941091787,0.5496181092758292,Strategic build-out,Prevention,0.923,,
HND,Honduras,L. Amer. & the Caribbean,LMIC,San Pedro Sula,spsu,874561.0,767271.0,2013.0,289685.9,0.907,0.2105,,0.0754,,,,1.0,,,,,,,,,,,,0.2105,60978.88195,1.0,60978.88195,,,,,,False,False,Prevention,852185.3109258867,0.7561185627674006,0.6752829258515254,Immediate priority,Prevention,0.824,0.06097888195,0.06097888195
HND,Honduras,L. Amer. & the Caribbean,LMIC,Tegucigalpa,tegu,1207640.0,1232933.0,2013.0,292000.0,0.662,0.468,,,,,,0.91,,,,,0.09,,,,,,,0.468,136656.0,0.91,124356.96,,,,,,False,False,Prevention,852185.3109258867,0.7561185627674006,0.6752829258515254,Immediate priority,Prevention,0.824,0.12435696,0.136656
HUN,Hungary,Eur. & Cent. Asia,HIC,Budapest,buda,1714286.0,1768073.0,2022.0,600000.0,0.959,0.3,,,,,,,,0.32,,0.04,0.1,0.54,,,,,,0.3,180000.0,0.32,57600.0,0.04,,30000.0,,24000.0,False,True,AD-bio-CNG,210685.02595465517,0.5838826511987801,0.6491974771942333,No-regret / complementary,Prevention,0.541,0.0576,0.18
HUN,Hungary,Eur. & Cent. Asia,HIC,Debrecen,debn,,,2022.0,69477.7,,0.137660840565302,,,,,,,0.8668,,,0.0681,0.0651,,,,,,,0.137660840565302,9564.358582543882,0.8668,8290.386019349036,0.0681,,,,4734.2,False,True,AD-bio-CNG,210685.02595465517,0.5838826511987801,0.6491974771942333,No-regret / complementary,Prevention,0.541,0.008290386019349037,0.009564358582543881
IND,India,S. Asia,LMIC,Ahmedabad,ahdb,7180000.0,,2023.0,1496500.0,0.571,0.35,0.15,,,0.9755,0.9,0.02,,,,,0.08,,,,,0.0245,,0.5,748250.0,0.9445,706722.125,,,1400.0,,,False,True,Prevention,21670975.425812382,1.0,0.5717633194699608,Strategic build-out,Prevention,0.773,0.706722125,0.74825
IND,India,S. Asia,LMIC,Bengaluru,bglr,8443675.0,,2022.0,2007500.0,0.651,0.53,0.06,,,,,,,,,,,,,,,0.35,,0.5900000000000001,1184425.0000000002,0.35,414548.75000000006,,,,,,False,False,Prevention,21670975.425812382,1.0,0.5717633194699608,Strategic build-out,Prevention,0.773,0.4145487500000001,1.1844250000000003
IND,India,S. Asia,LMIC,Delhi,dehi,16787941.0,30290936.0,2022.0,4139830.0,0.676,0.4743,,,,1.0,0.2982,,,,1e-05,0.1032,,0.4369,,,,0.11,0.05169,0.4743,1963521.369,0.45989,903003.84238941,0.10321,,1552.73,22.1066922,427027.60433,True,True,Prevention,21670975.425812382,1.0,0.5717633194699608,Strategic build-out,Prevention,0.773,0.90300384238941,1.963521369
IND,India,S. Asia,LMIC,Mumbai,muba,12442373.0,,2022.0,2263000.0,0.498,0.726,,0.0351,,,,,,,,0.161290322580645,,,,,,,,0.726,1642938.0,,,0.161290322580645,,,22.1066922,,True,False,Prevention,21670975.425812382,1.0,0.5717633194699608,Strategic build-out,Prevention,0.773,,1.642938
IND,India,S. Asia,LMIC,Pune,pune,3120000.0,,2021.0,824170.0,0.724,0.7598,,,,0.875,,,,,0.0686,0.1544,0.0515,0.1029,0.103,0.1716,0.223,0.125,,0.7598,626204.366,0.125,78275.54575,0.223,,,56538.062,127251.848,True,True,Prevention,21670975.425812382,1.0,0.5717633194699608,Strategic build-out,Prevention,0.773,0.07827554575000001,0.6262043660000001
IDN,Indonesia,E. Asia & Pacific,UMIC,Jakarta,jaka,10560000.0,11634078.0,2023.0,3141650.18,0.815,0.4987,,0.0318,,0.99,,,,,,,0.2307,,,,,0.01,0.4935,0.4987,1566740.944766,0.5035,788854.0656896809,,,,,,False,False,Prevention,8619671.166892678,1.0,0.7001696778348313,Immediate priority,Prevention,0.768,0.7888540656896809,1.566740944766
IRN,"Iran, Islamic Rep.",Mid. East & N. Africa,LMIC,Tehran,tehr,12420000.0,9134708.0,2022.0,3323294.3,0.733,0.712,,0.018,,,,0.45,,,,0.15,0.4,,,,,,,0.712,2366185.5415999996,0.45,1064783.49372,0.15,,,,498494.145,False,True,Prevention,5668140.058539819,0.9896561617484902,0.5419177591141824,Strategic build-out,Prevention,0.845,1.0647834937199998,2.3661855415999997
IRQ,Iraq,Mid. East & N. Africa,UMIC,Baghdad,bagd,6810449.0,8141119.0,2023.0,3231558.051,1.3,0.46,,,0.00988,,,,,,,,,,,,,,,0.46,1486516.70346,,,,,,,,False,False,Prevention,5422690.600476332,0.9841999711844832,0.8187902945316362,Immediate priority,Prevention,0.819,,1.48651670346
IRL,Ireland,Eur. & Cent. Asia,HIC,Dublin,dubl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,AD-bio-CNG,105007.20400440406,0.4980585979119231,0.8338067500716864,No-regret / complementary,AD-bio-CNG,0.999,,
IMN,Isle of Man,Eur. & Cent. Asia,HIC,Douglas,doug,,,,,,,,,,,,,,,,,0.06,,,,0.94,,,,,,,,,,,,False,False,,,,,,Missing/insufficient data,0.0,,
ISR,Israel,Mid. East & N. Africa,HIC,Jerusalem,jeru,956536.618754278,931756.0,2021.0,559000.0,1.601,,,,,,,,,0.6,,,0.4,,,,,,,,,0.6,,,,,,,False,False,Prevention,933800.0276160004,0.7673908948849708,0.8323029851980351,Immediate priority,Prevention,0.766,,
ISR,Israel,Mid. East & N. Africa,HIC,Tel Aviv,tela,1481400.0,,2021.0,1303113.51,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Prevention,933800.0276160004,0.7673908948849708,0.8323029851980351,Immediate priority,Prevention,0.766,,
ITA,Italy,Eur. & Cent. Asia,HIC,Milano,mila,3219391.0,,2022.0,1465194.1827,1.24689,,,,,,,,,,,0.219152186118816,0.402007144859324,0.37884066902186,,,,,,,,,,0.219152186118816,,,,139210.97,False,True,Prevention,1182405.341357395,0.7964835346737906,0.8000231678682442,Immediate priority,Prevention,0.613,,
ITA,Italy,Eur. & Cent. Asia,HIC,Parma,parm,196764.0,328154.0,2022.0,110619.432,1.54,,,,0.01,,,,0.0063861312787079,,,0.319721440213365,0.47317750777893,0.144128759816269,0.0565861609127278,,,,,,,0.0063861312787079,,0.319721440213365,,,,35367.4041146244,False,True,Prevention,1182405.341357395,0.7964835346737906,0.8000231678682442,Immediate priority,Prevention,0.613,,
ITA,Italy,Eur. & Cent. Asia,HIC,Rome,rome,,4257056.0,2022.0,1592358.0,,0.34,,,,,,,,,,,,,0.6147,,0.3853,,,0.34,541401.7200000001,,,,,,,16000.0,False,True,Prevention,1182405.341357395,0.7964835346737906,0.8000231678682442,Immediate priority,Prevention,0.613,,0.5414017200000001
JPN,Japan,E. Asia & Pacific,HIC,Tokyo,tkyo,9571491.0,37393129.0,2022.0,3043932.0,0.871,0.169867,,0.058935,0.01,1.0,,,0.0008630536870161,,,,0.163946355290434,0.788110556786785,0.0470800342357647,,,,,0.169867,517063.597044,0.0008630536870161,446.2536438506411,,,170820.0,,,False,True,Prevention,55398.61830580639,0.4192427209499342,0.9343472022162654,No-regret / complementary,Prevention,0.551,0.00044625364385064107,0.517063597044
JPN,Japan,E. Asia & Pacific,HIC,Toyama,tyma,413938.0,413444.0,2022.0,152939.0,1.012,0.295311464047758,,0.0101177985994416,0.01,1.0,,,0.0064731690412517,,,0.0283707883535266,0.0899182026821151,0.773589470311693,0.0484572280451683,0.0531911415662454,,,,0.295311464047758,45164.64000000006,0.0064731690412517,292.35834940728034,0.0283707883535266,,,,,False,False,Prevention,55398.61830580639,0.4192427209499342,0.9343472022162654,No-regret / complementary,Prevention,0.551,0.00029235834940728034,0.045164640000000054
JPN,Japan,E. Asia & Pacific,HIC,Yokohama,ykhm,,,2022.0,1093017.0,,0.297446117489481,,0.0589097077172633,0.01,1.0,,,0.0026907175277237,,,,0.248986063345767,0.748323219126509,,,,0.0,,0.297446117489481,325113.66300000006,0.0026907175277237,874.7890315365629,,,,,,False,False,Prevention,55398.61830580639,0.4192427209499342,0.9343472022162654,No-regret / complementary,Prevention,0.551,0.0008747890315365629,0.32511366300000005
JOR,Jordan,Mid. East & N. Africa,LMIC,Amman,amma,,,,,,0.497,,,,1.0,,,,,,,,,,,,,,0.497,,,,,,,,,False,False,Prevention,782513.2664563039,0.7456060955080249,0.6743757693049036,Immediate priority,Prevention,0.834,,
KAZ,Kazakhstan,Eur. & Cent. Asia,UMIC,Astana,asta,1354556.0,1352565.0,2023.0,230133.0,0.465,,,,,,,,,0.98229255416971,,,0.0177074458302901,,,,,,,,,0.98229255416971,,,,,,,False,False,Prevention,496302.92463088466,0.6894868867931253,0.7291965945235863,Immediate priority,Prevention,0.743,,
KAZ,Kazakhstan,Eur. & Cent. Asia,UMIC,Atyrau,atyr,693079.0,,2023.0,113147.0,0.447,0.336,,,0.01,,0.9851,,,,,,0.0026,,,,0.0123,,,0.336,38017.392,0.9851,37450.9328592,,,,,,False,False,Prevention,496302.92463088466,0.6894868867931253,0.7291965945235863,Immediate priority,Prevention,0.743,0.0374509328592,0.038017392
KEN,Kenya,Sub-Saharan Africa,LMIC,Eldoret,eldo,,320704.0,2015.0,219000.0,,0.253,0.242,,,0.55,0.4,,,,,,,,,,0.15,0.45,,0.495,108405.0,0.8500000000000001,92144.25,,,,,,False,False,Prevention,942886.3438376648,0.7685843886382454,0.5491289261599468,Strategic build-out,Prevention,0.803,0.09214425,0.108405
KEN,Kenya,Sub-Saharan Africa,LMIC,Nairobi,nair,4397072.0,4734881.0,2019.0,1126025.0,0.702,0.51,0.03,0.02,,0.65,0.5,,,,,,0.15,,,,,0.35,,0.54,608053.5,0.85,516845.475,,,,,,False,False,Prevention,942886.3438376648,0.7685843886382454,0.5491289261599468,Strategic build-out,Prevention,0.803,0.516845475,0.6080535
KIR,Kiribati,E. Asia & Pacific,LMIC,South Tarawa,sout,,,2014.0,5859.21052631579,0.368,0.6535,,0.0039,,0.38,,,,0.38,,,0.01,,,,,0.61,,0.6535,3828.994078947369,0.99,3790.7041381578942,,,,,,False,False,Prevention,4299.35477764863,0.1042019922815948,0.6152655753798866,No-regret / complementary,Prevention,0.851,0.003790704138157894,0.003828994078947369
KOR,"Korea, Rep.",E. Asia & Pacific,HIC,Seoul,seol,9667669.0,9963452.0,2022.0,3983524.1,1.129,0.239878,,0.048699,0.01,0.997565898998829,,,0.082,,,0.229,0.398,0.208,,,0.083,,,0.239878,955559.7940598,0.082,78355.90311290362,0.229,,,,908417.6,False,True,Prevention,326783.22789750155,0.637981576646601,0.875040474025349,No-regret / complementary,Prevention,0.545,0.07835590311290362,0.9555597940598
XKX,Kosovo,Eur. & Cent. Asia,UMIC,Gjilan,gjil,90178.0,,2019.0,35155.8933,1.068,,,,,,,,0.9,0.1,,,,,,,,,,,,1.0,,,,,,,False,False,Prevention,94937.47200000002,0.4856336017855869,0.6372729946985164,No-regret / complementary,Prevention,0.717,,
XKX,Kosovo,Eur. & Cent. Asia,UMIC,Pristina,prst,,,,,,,,,,0.859,,,,,,,,,,,,,,,,,,,,,,,False,False,Prevention,94937.47200000002,0.4856336017855869,0.6372729946985164,No-regret / complementary,Prevention,0.717,,
KWT,Kuwait,Mid. East & N. Africa,HIC,Kuwait City,kuwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Prevention,769839.0376700811,0.7435934767697168,0.8893563318381398,Immediate priority,Prevention,0.764,,
KGZ,Kyrgyz Republic,Eur. & Cent. Asia,LMIC,Osh,bosh,,,2022.0,415200.0,,,,,,0.8,0.8,,,,,,,,,,,0.2,,,,1.0,,,,,,,False,False,Prevention,275417.9586641185,0.6169047546972349,0.535087848465842,Longer-term / local fit,Prevention,0.841,,
LAO,Lao PDR,E. Asia & Pacific,LMIC,Vientiane,viet,,682542.0,2020.0,205896.5,,0.169,,0.382,,0.5,,,,0.5,,,,,,,,0.5,,0.169,34796.5085,1.0,34796.5085,,,,,,False,False,,,,,,Missing/insufficient data,0.0,0.034796508500000004,0.034796508500000004
LVA,Latvia,Eur. & Cent. Asia,HIC,Liepaja,lpja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,AD-bio-CNG,87342.77477847323,0.4753571553535252,0.6549726789408221,No-regret / complementary,Prevention,0.537,,
LVA,Latvia,Eur. & Cent. Asia,HIC,Riga,riga,850353.0,761714.0,2022.0,238098.84,1.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,AD-bio-CNG,87342.77477847323,0.4753571553535252,0.6549726789408221,No-regret / complementary,Prevention,0.537,,
LBN,Lebanon,Mid. East & N. Africa,LMIC,Beirut,beir,,2379326.0,,,,0.525,,,,,,,,,,,,,,,,,,0.525,,,,,,,,,False,False,Prevention,641887.3584764712,0.7211903045987212,0.6304271631853163,Immediate priority,Prevention,0.834,,
LBN,Lebanon,Mid. East & N. Africa,LMIC,Saida,said,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Prevention,641887.3584764712,0.7211903045987212,0.6304271631853163,Immediate priority,Prevention,0.834,,
LBR,Liberia,Sub-Saharan Africa,LIC,Monrovia,monr,854520.0,1269832.0,2016.0,155278.0,0.335,0.45,,,,0.353163421321978,0.353163421321978,,,,,,,,,,,0.646836578678022,,0.45,69875.1,1.0,69875.1,,,,,,False,False,,,,,,Missing/insufficient data,0.0,0.06987510000000001,0.06987510000000001
LBY,Libya,Mid. East & N. Africa,UMIC,Tripoli,trip,2200000.0,1095149.0,2012.0,529980.0,0.66,0.363,,,,0.7,0.623,,,,,0.056,0.021,,,,,0.3,,0.363,192382.74,0.923,177569.26902,0.056,,,,29678.88,False,True,Prevention,1233693.8244010091,0.801717019329384,0.6840044455681525,Immediate priority,Prevention,0.845,0.17756926902,0.19238274
LTU,Lithuania,Eur. & Cent. Asia,HIC,Kaunas,kaun,,,2018.0,233878.0,,0.3113,0.0629,0.0149,,,,0.0597,,,,,,0.2793,0.6192,,,,0.0418,0.3742,87517.14760000001,0.1015,8882.990481400002,,,,,,False,False,Prevention,25505.39681701993,0.3236412496057487,0.9082031925373923,No-regret / complementary,Prevention,0.629,0.008882990481400002,0.08751714760000001
LTU,Lithuania,Eur. & Cent. Asia,HIC,Vilnius,vini,,538894.0,2018.0,314732.0,,0.3359,0.0306,0.0124,,,,,,,,,,,,,,,,0.3665,115349.278,,,,,,,,False,False,Prevention,25505.39681701993,0.3236412496057487,0.9082031925373923,No-regret / complementary,Prevention,0.629,,0.115349278
MDG,Madagascar,Sub-Saharan Africa,LIC,Antananarivo,anta,3650331.0,4228984.0,2023.0,438000.0,0.329,0.56,0.03,,,0.42,0.42,,,,,,,,,,,0.58,,0.5900000000000001,258420.00000000003,1.0,258420.00000000003,,,,,,False,False,,,,,,Missing/insufficient data,0.0,0.25842000000000004,0.25842000000000004
MWI,Malawi,Sub-Saharan Africa,LIC,Blantyre,bltr,,,2022.0,158775.0,,0.7,,,,0.239406779661017,0.239406779661017,,,,,0.0010593220338983,0.0289830508474576,,,,,0.730550847457627,,0.7,111142.5,0.969957627118644,107803.51557203388,0.0010593220338983,,,,168.193855932203,False,True,Prevention,909456.8226576404,0.7641352445087537,0.3645833333333333,Strategic build-out,Prevention,0.756,0.10780351557203388,0.1111425
MWI,Malawi,Sub-Saharan Africa,LIC,Lilongwe,lngw,1100000.0,1121720.0,2021.0,240900.0,0.6,,,,,0.221,0.221,,,,,,,,,,,0.779,,,,1.0,,,,,,,False,False,Prevention,909456.8226576404,0.7641352445087537,0.3645833333333333,Strategic build-out,Prevention,0.756,,
MYS,Malaysia,E. Asia & Pacific,UMIC,Kuala Lumpur,kual,1770000.0,,2020.0,1000000.0,1.52,0.41,0.01,0.01,,,,,,,,,,,,,,,,0.42,420000.0,,,,,,,,False,False,Prevention,3174963.063704232,0.9182241651254056,0.7350914047044855,Immediate priority,Prevention,0.634,,0.42
MDV,Maldives,S. Asia,UMIC,Male,male,285179.0,,2023.0,228633.0,2.196,0.2443,,0.047,,,,,,,,,,,,,,0.1957,,0.2443,55855.0419,0.1957,10930.83169983,,,,,,False,False,Prevention,53220.54150416049,0.4142990952635595,0.7597473610179847,No-regret / complementary,Prevention,0.866,0.01093083169983,0.0558550419
MLI,Mali,Sub-Saharan Africa,LIC,Bamako,bama,2903096.0,2219000.0,2017.0,296696.4112,0.28,0.36,,,,0.54,0.324,,,,,,,,,,,0.46,0.216,0.36,106810.70803199998,1.0,106810.70803199998,,,,,,False,False,,,,,,Missing/insufficient data,0.0,0.10681070803199998,0.10681070803199998
MHL,Marshall Islands,E. Asia & Pacific,UMIC,Majuro,maju,27797.0,,2019.0,1025.3215,1.413,0.3399,,,,,0.804,,,,,,0.088,,,,,,0.108,0.3399,348.50677785,0.912,317.8381813992,,,,,,False,False,Prevention,415.1752464954873,0.0,0.6863273014088697,No-regret / complementary,Prevention,0.919,0.0003178381813992,0.00034850677785
MRT,Mauritania,Sub-Saharan Africa,LMIC,Nouakchott,nkct,,850682.0,2012.0,211758.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,Missing/insufficient data,0.0,,
MEX,Mexico,L. Amer. & the Caribbean,UMIC,Guadalajara,guad,1385629.0,5179479.0,2022.0,580495.0,1.15,0.4756999999999999,0.1177,,0.01,,,,1.0,,,,,,,,,,,0.5933999999999999,344465.73299999995,1.0,344465.73299999995,,,,,612242.828813762,False,True,AD-bio-CNG,9400086.068717005,1.0,0.6975139855039358,Immediate priority,AD-bio-CNG,0.593,0.34446573299999994,0.34446573299999994
