iso3,country,region,income_2022,best_four_pathway_screen,ad_screen_avoided_ch4_tpy,ad_screen_avoided_grid_tco2e,ad_screen_process_tco2e,bio_cng_screen_avoided_ch4_tpy,bio_cng_screen_avoided_diesel_tco2e,bio_cng_screen_upgrading_electricity_tco2e,bio_cng_screen_process_tco2e,compost_screen_avoided_ch4_tpy,compost_screen_process_tco2e,prevention_screen_avoided_ch4_tpy,prevention_screen_avoided_upstream_tco2e,scenario,adjusted_first_pass_ch4_total_tpy,methane_adjustment_ratio,first_pass_ch4_total_tpy,ad_capture_sens_net_gwp100_benefit_tco2e,bio_cng_capture_sens_net_gwp100_benefit_tco2e,compost_capture_sens_net_gwp100_benefit_tco2e,prevention_capture_sens_net_gwp100_benefit_tco2e,best_pathway_landfill_capture_sensitivity
LBN,Lebanon,Mid. East & N. Africa,LMIC,Prevention,15043.141712714329,42060.57711628821,43315.502119993595,15043.141712714329,95130.89725726678,9966.781065683135,43315.502119993595,15043.141712714329,19838.871968027328,7521.570856357166,437300.6311835562,low_capture,35177.556023983205,0.9353779069767442,37607.85428178582,381476.8845372319,424580.4236125274,362892.93757291,628666.5359540249,Prevention
LBY,Libya,Mid. East & N. Africa,UMIC,Prevention,26943.110854588624,182381.15598413823,85904.58207195428,26943.110854588624,188666.40281294132,43217.50144260804,85904.58207195428,26943.110854588624,39345.03634452266,13471.555427294312,867267.5167786039,low_capture,67357.77713647156,1.0,67357.77713647156,829329.1891569946,792396.9345431896,693507.578900288,1233693.8244010091,Prevention
MLT,Malta,Mid. East & N. Africa,HIC,Prevention,1179.503235638986,3696.2661969466153,2891.9110184501046,1179.503235638986,6351.307880749446,875.8766158533208,2891.9110184501046,1179.503235638986,1324.5200824181884,572.0751388112795,28320.806107518827,low_capture,2672.486273500378,0.9063090944562201,2948.7580890974655,29881.00583418062,31660.170902130136,27752.130573265924,42423.377815180334,Prevention
MAR,Morocco,Mid. East & N. Africa,LMIC,Prevention,61842.38331960066,243422.32674384952,143705.8509346834,61842.38331960066,315611.40634279425,57681.972133844014,143705.8509346834,61842.38331960066,65818.51388567085,30921.19165980033,1450812.2090889977,low_capture,137819.26643467846,0.8914227365554799,154605.95829900165,1599190.0946184676,1613697.2020835683,1433655.1049236306,2200549.0184936486,Prevention
OMN,Oman,Mid. East & N. Africa,HIC,Prevention,10189.237268917212,25668.47800966731,18415.02188270626,10189.237268917212,40443.66263747949,6082.4676728599525,18415.02188270626,10189.237268917212,8434.238171991552,4672.42757473249,170506.08741399169,low_capture,21779.494662310542,0.855,25473.093172293033,244214.3580528997,252907.07500785193,228526.66375394713,279168.06309197046,Prevention
QAT,Qatar,Mid. East & N. Africa,HIC,Prevention,9056.591542381662,34219.83633552718,22426.837636399716,9056.591542381662,49254.54127447296,8108.819237471424,22426.837636399716,9056.591542381662,10271.684240984538,4528.295771190831,226414.7885595416,low_capture,20433.934667498623,0.9024999999999999,22641.478855954156,234114.20788151247,241040.0935829868,212049.52494140048,337575.39315073413,Prevention
SAU,Saudi Arabia,Mid. East & N. Africa,HIC,Prevention,161287.3521630879,443098.3172944809,247606.89294668916,161287.3521630879,543802.2126085429,104997.70145418352,247606.89294668916,161287.3521630879,113406.08343780503,80643.67608154393,2499766.7179530864,low_capture,293075.90234254923,0.7268416237528695,403218.3804077197,3384157.241834727,3379863.435694606,3075259.7340491307,4094099.626696554,Prevention
SYR,Syrian Arab Republic,Mid. East & N. Africa,LIC,Prevention,19958.98072840761,120657.56107037698,69181.49721237565,19958.98072840761,151938.62661877344,28591.321792444895,69181.49721237565,19958.98072840761,31685.71985961692,9979.490364203804,698436.1467953767,low_capture,48921.952025880804,0.980449907569683,49897.451821019014,583746.9018995846,586436.6456555361,500585.11818196625,964571.5658161682,Prevention
TUN,Tunisia,Mid. East & N. Africa,LMIC,Prevention,18788.645520005648,72877.57355745685,50403.516476289165,18788.645520005648,110697.82208752396,17269.254728416596,50403.516476289165,18788.645520005648,23085.243415656943,9394.322760002826,508859.1495001532,low_capture,43155.17017876297,0.91875,46971.61380001412,492002.3086261089,512553.3024277594,446443.0081292842,743623.2752726239,Prevention
ARE,United Arab Emirates,Mid. East & N. Africa,HIC,Prevention,13844.056687456885,48942.97204373364,34282.03757514949,13844.056687456885,75291.3122257438,11597.650829066692,34282.03757514949,13844.056687456885,15701.46762635735,6922.0283437284415,346101.4171864221,low_capture,31235.652901074583,0.9024999999999999,34610.141718642204,354504.8380322757,369255.5273852191,324142.4359373342,516023.3689682678,Prevention
PSE,West Bank and Gaza,Mid. East & N. Africa,UMIC,Prevention,8023.674669109201,26849.271209848925,22794.526282469487,8023.674669109201,50062.070890891315,6362.271425374323,22794.526282469487,8023.674669109201,10440.08879862462,4011.8373345546006,230126.86550972713,low_capture,18679.348448426572,0.9312116564417176,20059.186672773,207286.05604626058,224136.58430192864,192791.22232025652,331742.5210691677,Prevention
YEM,"Yemen, Rep.",Mid. East & N. Africa,LIC,Prevention,32626.37494366487,166255.12126928355,111335.81847450252,32626.37494366487,244519.30117330415,39396.23534309174,111335.81847450252,32626.37494366487,50992.761022425235,16313.187471832434,1124013.8359094467,low_capture,79626.17048184143,0.9762184198438216,81565.93735916217,921252.0376372158,960119.9821981448,815339.9738200095,1557180.203330664,Prevention
BMU,Bermuda,N. Amer.,HIC,Prevention,29.353973285424548,120.92590145853887,72.68924404669681,29.353973285424548,159.64245290193412,28.654908411632164,72.68924404669681,29.353973285424548,33.292298034552346,14.676986642712274,733.8493321356137,low_capture,66.22990222523913,0.9025,73.38493321356137,768.8179936224439,778.8796366542069,687.2890381760494,1094.1400002409146,Prevention
CAN,Canada,N. Amer.,HIC,Prevention,74703.26181105523,73045.96921796729,177927.22469608622,74703.26181105523,390769.48675197543,17309.158191369046,177927.22469608622,74703.26181105523,81492.19696434645,32905.09737305486,1582460.09284211,low_capture,168549.23446119332,0.9024999999999999,186758.15452763805,1728934.4154596645,2029348.7748023039,1752323.4739734372,2390214.4231558605,Prevention
USA,United States,N. Amer.,HIC,AD-bio-CNG,1017722.810686014,1416751.9709542491,1350481.8302432313,1017722.810686014,2965971.57952312,335717.14148943155,1350481.8302432313,1017722.810686014,618532.2762996666,326154.4912584259,8738750.635925846,low_capture,1812818.7565344626,0.7125,2544307.026715035,19789738.211805973,21003240.67888541,19104935.794795286,15059624.67651414,AD-bio-CNG
AFG,Afghanistan,S. Asia,LIC,Prevention,10840.701225777586,10759.61094243275,33672.72353312813,10840.701225777586,73953.11715257188,2549.624707208951,33672.72353312813,10840.701225777586,15422.396562272812,5212.5288751043,326915.9348082113,low_capture,25888.235701831756,0.9552236580516899,27101.75306444396,258750.89184523417,319394.7733481643,266241.6078736567,462348.29528215085,Prevention
BGD,Bangladesh,S. Asia,LMIC,Prevention,64831.55048531499,287818.6812138868,166439.2335951746,64831.55048531499,365539.1916468709,68202.24492738988,166439.2335951746,64831.55048531499,76230.59838032299,26575.965648260502,1377606.2346629996,low_capture,149404.73084427023,0.921802608303264,162078.87621328747,1746902.9192043727,1756421.1847099669,1549292.8732053372,2043946.2437776495,Prevention
BTN,Bhutan,S. Asia,LMIC,Prevention,211.9526417353616,37.617985082308046,609.6070119976782,211.9526417353616,1338.8385032455233,8.914053185977437,609.6070119976782,211.9526417353616,279.20524684974896,104.32945546196147,6058.774755831996,low_capture,496.41039639545613,0.9368326666392973,529.881604338404,4828.956085867191,6121.262550844429,5121.739865932813,8717.282137401176,Prevention
IND,India,S. Asia,LMIC,Prevention,550174.2666066446,2535491.4873683867,1405409.7420770384,550174.2666066446,3086606.0240400676,600816.4956613919,1405409.7420770384,550174.2666066446,643689.7316449437,275087.1333033222,14188605.39996202,low_capture,1324628.5645454898,0.9630610844200411,1375435.6665166114,15542040.527546283,15492338.56855657,13768269.05060999,21394584.791089483,Prevention
MDV,Maldives,S. Asia,UMIC,Prevention,1166.4632402439345,6582.623600388583,4209.228826679743,1166.4632402439345,9244.443569739124,1559.835189172071,4209.228826679743,1166.4632402439345,1927.8629518202997,531.8782048389987,38753.45433253972,low_capture,2916.158100609836,1.0,2916.158100609836,34101.19490834386,35203.17968852232,29799.93718281472,53220.54150416049,Prevention
NPL,Nepal,S. Asia,LMIC,Prevention,11459.472297608392,1938.0812928899525,32455.68957365725,11459.472297608392,71280.2280738236,459.2526602838713,32455.68957365725,11459.472297608392,14864.984556848092,5729.736148804194,327663.1423258212,low_capture,27912.266842380104,0.974295015249714,28648.680744020978,273167.8549643283,342050.7490849781,288820.4786882475,479505.87394836894,Prevention
PAK,Pakistan,S. Asia,LMIC,,,,,,,,,,,,,low_capture,,,,,,,,
LKA,Sri Lanka,S. Asia,LMIC,Prevention,10962.302583294148,42642.57371423592,40671.70535835167,10962.302583294148,89324.50587793744,10104.692456120789,40671.70535835167,10962.302583294148,18627.99034605279,5481.151291647074,410609.6329034414,low_capture,27390.52809530196,0.9994443370699653,27405.756458235363,299979.81403276965,336557.0537403503,279380.95533083257,559614.1057418841,Prevention
AGO,Angola,Sub-Saharan Africa,LMIC,,,,,,,,,,,,,low_capture,,,,,,,,
BEN,Benin,Sub-Saharan Africa,LMIC,Prevention,7004.697267770235,26425.185820443297,17345.731844179438,7004.697267770235,38095.25350415074,6261.779075550526,17345.731844179438,7004.697267770235,7944.494151196076,3502.3486338851176,175117.43169425588,low_capture,17511.743169425587,1.0,17511.743169425587,199607.21965961423,205015.50826777116,182583.27153215432,270381.3145359311,Prevention
BWA,Botswana,Sub-Saharan Africa,UMIC,Prevention,376.6654799869352,2195.525900079995,1013.231223867532,376.6654799869352,2225.290963696466,520.2573875682784,1013.231223867532,376.6654799869352,464.06860224384184,188.33273999346756,10229.285868710696,low_capture,865.6981421667501,0.9193283570310476,941.6636999673378,10601.090462986705,10110.598139034899,8954.7271845304,14938.683762097815,Prevention
BFA,Burkina Faso,Sub-Saharan Africa,LIC,Prevention,1078.9246819556406,5077.738770583602,3496.83773387472,1078.9246819556406,7679.867366307673,1203.2338618468289,3496.83773387472,1078.9246819556406,1601.5817132427055,539.4623409778203,35303.05025516618,low_capture,2631.5647320824296,0.9756250000000001,2697.3117048891013,30212.325321765715,31611.220055642956,27029.84257181413,49618.76239769459,Prevention
BDI,Burundi,Sub-Saharan Africa,LIC,,,,,,,,,,,,,low_capture,,,,,,,,
CPV,Cabo Verde,Sub-Saharan Africa,LMIC,Prevention,269.0740934485722,1138.8800560544023,928.1719509038784,269.0740934485722,2038.481055902551,269.8719075438325,928.1719509038784,269.0740934485722,425.1107247305046,134.5370467242861,9370.55234527196,low_capture,649.6939813184604,0.9658216783216783,672.6852336214306,7279.378621895371,7909.1077141996875,6643.559792014344,12904.887603644385,Prevention
CMR,Cameroon,Sub-Saharan Africa,LMIC,,,,,,,,,,,,,low_capture,,,,,,,,
CAF,Central African Republic,Sub-Saharan Africa,LIC,,,,,,,,,,,,,low_capture,,,,,,,,
TCD,Chad,Sub-Saharan Africa,LIC,,,,,,,,,,,,,low_capture,,,,,,,,
COM,Comoros,Sub-Saharan Africa,LMIC,,,,,,,,,,,,,low_capture,,,,,,,,
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,LIC,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,low_capture,,,,,,,,
COG,"Congo, Rep.",Sub-Saharan Africa,LMIC,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,low_capture,,,,,,,,
CIV,Côte d’Ivoire,Sub-Saharan Africa,LMIC,,,,,,,,,,,,,low_capture,,,,,,,,
GNQ,Equatorial Guinea,Sub-Saharan Africa,UMIC,,,,,,,,,,,,,low_capture,,,,,,,,
ERI,Eritrea,Sub-Saharan Africa,LIC,,,,,,,,,,,,,low_capture,,,,,,,,
SWZ,Eswatini,Sub-Saharan Africa,LMIC,Prevention,1194.823590212057,962.5901219394548,2958.741656442118,1194.823590212057,6498.083474827605,228.0977974894328,2958.741656442118,1194.823590212057,1355.1290885655085,597.4117951060284,29870.58975530143,low_capture,2880.012842566416,0.964163368101988,2987.0589755301426,29338.388192619943,34645.783748018664,29979.4106385571,45537.85961886273,Prevention
ETH,Ethiopia,Sub-Saharan Africa,LIC,Prevention,30835.27307593556,5833.0174973919065,96893.36916971151,30835.27307593556,212800.3300494953,1382.20662517468,96893.36916971151,30835.27307593556,44377.99520789666,15417.636537967775,978207.0949573104,low_capture,73614.92760472858,0.9549443901267616,77088.1826898389,709870.0606671275,915455.1665940562,756552.4171315504,1378672.3011270338,Prevention
GAB,Gabon,Sub-Saharan Africa,UMIC,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,low_capture,,,,,,,,
GMB,"Gambia, The",Sub-Saharan Africa,LIC,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,low_capture,,,,,,,,
GHA,Ghana,Sub-Saharan Africa,LMIC,,,,,,,,,,,,,low_capture,,,,,,,,
GIN,Guinea,Sub-Saharan Africa,LMIC,Prevention,10368.887779917462,12142.70573757922,25676.476809409614,10368.887779917462,56391.50322020788,2877.3663589270964,25676.476809409614,10368.887779917462,11760.046890389724,5184.443889958731,259222.1944979366,low_capture,25922.219449793654,1.0,25922.219449793654,268499.9765419246,309871.40766562615,270273.7007233653,400239.0683048141,Prevention
GNB,Guinea-Bissau,Sub-Saharan Africa,LIC,,,,,,,,,,,,,low_capture,,,,,,,,
KEN,Kenya,Sub-Saharan Africa,LMIC,Prevention,22687.321232529695,17598.857718201834,62832.52434875473,22687.321232529695,137994.80845627983,4170.26997509978,62832.52434875473,22687.321232529695,28777.835762580995,11343.660616264848,634338.7750752608,low_capture,52497.80554400448,0.925588437805195,56718.30308132424,525942.4576882159,642168.1384511939,542398.2885561878,919926.8372346452,Prevention
LSO,Lesotho,Sub-Saharan Africa,LMIC,,,,,,,,,,,,,low_capture,,,,,,,,
LBR,Liberia,Sub-Saharan Africa,LIC,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,low_capture,,,,,,,,
MDG,Madagascar,Sub-Saharan Africa,LIC,,,,,,,,,,,,,low_capture,,,,,,,,
MWI,Malawi,Sub-Saharan Africa,LIC,Prevention,23561.05758180415,8150.730148503763,58344.24688982164,23561.05758180415,128137.50931600768,1931.417695268396,58344.24688982164,23561.05758180415,26722.166140696216,11780.528790902075,589026.4395451039,low_capture,58902.64395451038,1.0,58902.64395451038,590667.2494837551,708722.6109559906,614138.6000843766,909456.8226576403,Prevention
MLI,Mali,Sub-Saharan Africa,LIC,,,,,,,,,,,,,low_capture,,,,,,,,
MRT,Mauritania,Sub-Saharan Africa,LMIC,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,low_capture,,,,,,,,
MUS,Mauritius,Sub-Saharan Africa,UMIC,AD-bio-CNG,3203.3667072,10209.829382195245,6490.224799395841,3203.3667072,14254.040201531016,2419.347073840128,6490.224799395841,3203.3667072,2972.578696704,533.8944511999999,21841.13664,low_capture,7227.596133119999,0.9025,8008.416767999999,82355.85051114499,83980.71425664064,75663.6672316416,34947.1776280576,AD-bio-CNG
MOZ,Mozambique,Sub-Saharan Africa,LIC,Prevention,18899.922079530068,22936.527894065333,70202.81556831047,18899.922079530068,154181.67880171354,5435.097842215661,70202.81556831047,18899.922079530068,32153.49243780053,9449.961039765034,708747.0779823776,low_capture,47249.80519882517,1.0,47249.80519882517,466811.5928889727,592621.6459544053,481924.38812541735,965786.0182639866,Prevention
NAM,Namibia,Sub-Saharan Africa,UMIC,,,,,,,,,,,,,low_capture,,,,,,,,
NER,Niger,Sub-Saharan Africa,LIC,,,,,,,,,,,,,low_capture,,,,,,,,
NGA,Nigeria,Sub-Saharan Africa,LMIC,,,,,,,,,,,,,low_capture,,,,,,,,
RWA,Rwanda,Sub-Saharan Africa,LIC,,,,,,,,,,,,,low_capture,,,,,,,,
SEN,Senegal,Sub-Saharan Africa,LMIC,Prevention,3685.786700156578,14848.794063259871,10555.99425501777,3685.786700156578,23183.41369195105,3518.607914217489,10555.99425501777,3685.786700156578,4834.736024539025,1842.893350078288,106570.22831460008,low_capture,9104.206262334574,0.9880339805825242,9214.466750391442,103346.5639424423,108162.57565691599,94219.02810966116,156097.11038170016,Prevention
SYC,Seychelles,Sub-Saharan Africa,HIC,Prevention,287.9731182064315,842.6828018227601,583.9511087953443,287.9731182064315,1282.4921844420985,199.6842546968145,583.9511087953443,287.9731182064315,267.45462284808775,143.98655910321574,5895.399474976218,low_capture,625.1300079992893,0.8683171705647461,719.9327955160786,7060.1461800596835,7300.271307982208,6533.95986418418,9296.106718492352,Prevention
SLE,Sierra Leone,Sub-Saharan Africa,LIC,,,,,,,,,,,,,low_capture,,,,,,,,
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa,LIC,,,,,,,,,,,,,low_capture,,,,,,,,
ZAF,South Africa,Sub-Saharan Africa,UMIC,Prevention,23142.341459624276,120570.82500960656,64698.53984147985,23142.341459624276,142093.0116267555,28570.76859542602,64698.53984147985,23142.341459624276,29632.486883742567,11571.170729812138,653177.5213168825,low_capture,53669.97812238964,0.9276499219584325,57855.853649060686,639801.6471397261,632753.065161449,554296.8750878568,945142.2023026822,Prevention
SSD,South Sudan,Sub-Saharan Africa,LIC,,,,,,,,,,,,,low_capture,,,,,,,,
SDN,Sudan,Sub-Saharan Africa,LIC,Prevention,25826.143718428182,43822.54499447033,83866.23507253612,25826.143718428182,184189.71965135325,10384.301444399169,83866.23507253612,25826.143718428182,38411.45591329862,12913.07185921409,846688.9620859356,low_capture,62190.4264626456,0.9632166093503114,64565.35929607046,636588.1498355182,766571.023048002,638220.3840002854,1185004.8820427277,Prevention
STP,São Tomé and Príncipe,Sub-Saharan Africa,LMIC,,,,,,,,,,,,,low_capture,,,,,,,,
TZA,Tanzania,Sub-Saharan Africa,LMIC,Prevention,42304.0030775296,140296.09280985955,157136.10423132978,42304.0030775296,345107.36007693334,33244.91809849971,157136.10423132978,42304.0030775296,71969.68523564721,21152.0015387648,1586400.115407359,low_capture,105760.00769382395,0.9999999999999999,105760.00769382397,1133828.8722873346,1305395.2214559088,1078699.1984731578,2161734.5572617617,Prevention
TGO,Togo,Sub-Saharan Africa,LIC,,,,,,,,,,,,,low_capture,,,,,,,,
UGA,Uganda,Sub-Saharan Africa,LIC,,,,,,,,,,,,,low_capture,,,,,,,,
ZMB,Zambia,Sub-Saharan Africa,LMIC,Prevention,25040.403472420803,17748.210398767515,62007.55111875563,25040.403472420803,136182.97574646544,4205.660965210436,62007.55111875563,25040.403472420803,28399.990938303927,12520.201736210402,626010.08681052,low_capture,62601.008681052,1.0,62601.008681052,636839.6337298577,751068.7381123453,652698.983511542,966559.5740354429,Prevention
ZWE,Zimbabwe,Sub-Saharan Africa,LMIC,,,,,,,,,,,,,low_capture,,,,,,,,
iso3c,country_name,region_id,income_id_2022,,,,,,,,,,,,,low_capture,,,,,,,,
ASM,American Samoa,E. Asia & Pacific,HIC,,,,,,,,,,,,,moderate_capture,,,,,,,,
AUS,Australia,E. Asia & Pacific,HIC,AD-bio-CNG,139702.57385551007,264751.8313192633,179228.89585392055,139702.57385551007,393628.2587647215,62736.26565328102,179228.89585392055,139702.57385551007,82088.37353349279,36718.12549319711,951154.0692420434,moderate_capture,157165.39558744885,0.45,349256.4346387752,1795482.4394567863,1861622.6012489635,1627871.1304579508,1400583.925278776,AD-bio-CNG
BRN,Brunei Darussalam,E. Asia & Pacific,HIC,AD-electricity,1505.7969916043223,7841.931326776814,3435.827547499729,1505.7969916043223,7545.874835051595,1858.2439430161585,3435.827547499729,1505.7969916043223,1573.6385239224956,560.2965550155619,25813.662713216952,moderate_capture,2879.8367464432663,0.765,3764.4924790108057,35738.72758057982,33584.42714583844,29758.98527738024,37472.313429980764,Prevention
KHM,Cambodia,E. Asia & Pacific,LMIC,Prevention,25468.479776001936,58297.72282022344,76018.97788711906,25468.479776001936,166955.32132926435,13814.376307072482,76018.97788711906,25468.479776001936,34817.34472949193,12734.239888000968,767465.3503929155,moderate_capture,54853.87530326845,0.8615178571428571,63671.199440004835,579088.9082326652,673932.1304346336,561992.8185700688,1065870.432042696,Prevention
CHN,China,E. Asia & Pacific,UMIC,Prevention,1107539.7410630456,2492082.179659843,1661502.316356404,1107539.7410630456,3649044.7625921513,590530.1159726931,1661502.316356404,1107539.7410630456,760982.330008839,553769.8705315228,16774041.07293547,moderate_capture,1255817.733845302,0.4535522066738428,2768849.352657614,14493876.807540324,15060309.274499936,12902314.614228046,23605689.54505391,Prevention
FJI,Fiji,E. Asia & Pacific,UMIC,Prevention,773.3442175804148,1372.5113741372834,1915.0322859943817,773.3442175804148,4205.855426507687,325.2337774245314,1915.0322859943817,773.3442175804148,877.1012334391206,386.6721087902073,19333.605439510367,moderate_capture,1525.9858748916358,0.7892919298813837,1933.360543951037,16060.205406963902,18568.315681909775,15725.625085381878,27634.968598920866,Prevention
PYF,French Polynesia,E. Asia & Pacific,HIC,Prevention,196.75542690893417,815.7050898323165,730.8381954818904,196.75542690893417,1605.0903229396583,193.29154761820237,730.8381954818904,196.75542690893417,334.7301700288242,98.37771345446708,7378.32850908503,moderate_capture,491.8885672723353,1.0,491.8885672723353,5436.614506273436,6032.708191762575,5017.017441894185,10054.202315046536,Prevention
GUM,Guam,E. Asia & Pacific,HIC,,,,,,,,,,,,,moderate_capture,,,,,,,,
HKG,"Hong Kong SAR, China",E. Asia & Pacific,HIC,AD-bio-CNG,18532.38000000003,47889.19214242653,27458.25444600005,18532.38000000003,60304.70050491721,11347.94447010002,27458.25444600005,18532.38000000003,12576.116350000024,9188.453220678884,274884.9000000005,moderate_capture,20848.92750000003,0.45,46330.95000000007,247267.2688964269,248334.83278881753,214260.21485000037,387351.56742111006,Prevention
IDN,Indonesia,E. Asia & Pacific,UMIC,Prevention,220895.6329041873,960912.5698775492,556225.5708892659,220895.6329041873,1221600.4674157323,227700.2804967137,556225.5708892659,220895.6329041873,254756.0883779196,110447.81645209366,5615490.55939573,moderate_capture,424922.52552265767,0.7694539180083588,552239.0822604683,5027844.0766747985,5060831.693716268,4368400.989308596,7927069.098238988,Prevention
JPN,Japan,E. Asia & Pacific,HIC,Prevention,1926.3297666972285,3841.771120637303,2892.371242134589,1926.3297666972285,6352.3186387899,910.3558317327056,2892.371242134589,1926.3297666972285,1324.730868818121,963.1648833486124,29200.53347872414,moderate_capture,2185.795747317286,0.45387779083431234,4815.824416743071,24730.857609314786,26331.04929573468,22456.72686199395,41091.262344130155,Prevention
KIR,Kiribati,E. Asia & Pacific,LMIC,Prevention,99.40686356748172,373.1503049943988,291.9479877944799,99.40686356748172,641.1855495615468,88.42264299392639,291.9479877944799,99.40686356748172,133.71468568303757,49.703431783740854,2947.421433130879,moderate_capture,211.84136923816908,0.8524214994243812,248.51715891870424,2386.0364145111994,2565.649016084421,2171.1194116282427,4099.838481786519,Prevention
KOR,"Korea, Rep.",E. Asia & Pacific,HIC,Prevention,11425.986989423129,19010.351296515648,16976.502949145095,11425.986989423129,37284.341143476224,4504.741074528026,16976.502949145095,11425.986989423129,7775.384146302438,5712.993494711565,171389.80484134695,moderate_capture,12854.235363101017,0.45,28564.967473557816,141887.92909790963,155657.1778703422,132078.69660423664,241316.84521661652,Prevention
LAO,Lao PDR,E. Asia & Pacific,LMIC,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,moderate_capture,,,,,,,,
MAC,"Macao SAR, China",E. Asia & Pacific,HIC,,,,,,,,,,,,,moderate_capture,,,,,,,,
MYS,Malaysia,E. Asia & Pacific,UMIC,Prevention,97086.57422269927,337606.10721998016,218643.3561590802,97086.57422269927,480191.5626681075,79999.99970984783,218643.3561590802,97086.57422269927,100140.53484786044,43688.95840021469,1986623.3952183928,moderate_capture,223415.94801171703,0.9204813324620589,242716.4355567482,2549728.265428381,2612313.7211666605,2330624.979519621,3080467.8766837595,Prevention
MHL,Marshall Islands,E. Asia & Pacific,UMIC,Prevention,10.01287906641312,,27.635517032776605,10.01287906641312,60.69401029251895,,27.635517032776605,10.01287906641312,12.65730413708926,5.006439533206561,279.0000911922688,moderate_capture,20.497502597516302,0.8188455073335488,25.032197666032797,,,210.35552412388813,390.50650532275756,Prevention
FSM,"Micronesia, Fed. Sts.",E. Asia & Pacific,LMIC,Prevention,46.00640748000001,,145.12207572,46.00640748000001,318.72176471222804,,145.12207572,46.00640748000001,66.46715699999999,23.003203740000004,1465.11,moderate_capture,115.0160187,1.0,115.0160187,,,1184.907126456,2090.797141728,Prevention
MNG,Mongolia,E. Asia & Pacific,LMIC,Prevention,4906.574560914229,27377.127453795347,13153.8778176837,4906.574560914229,28888.969028737505,6487.353580167925,13153.8778176837,4906.574560914229,6024.589007076253,2453.287280457115,132797.70037640532,moderate_capture,9860.090656365292,0.8038268273683862,12266.436402285572,121501.03597736603,116525.52397214025,101253.19733417813,186436.5935470325,Prevention
MMR,Myanmar,E. Asia & Pacific,LMIC,AD-bio-CNG,57897.75372453662,178795.60573205716,124042.22321266412,57897.75372453662,272425.5154498171,42367.86035794829,124042.22321266412,57897.75372453662,56812.403516145,7287.269140985935,315238.5950024051,moderate_capture,117055.4282032003,0.8087044534412956,144744.38431134154,1328316.4413702125,1379578.490730024,1216750.6553346743,475534.9136129508,AD-bio-CNG
NRU,Nauru,E. Asia & Pacific,HIC,Prevention,0.8609440925986125,4.287488847597344,2.236317331995047,0.8609440925986125,4.911471965748444,1.0159742351469645,2.236317331995047,0.8609440925986125,1.0242525437296433,0.4304720462993062,22.577205225488097,moderate_capture,2.152360231496531,1.0,2.152360231496531,25.46885083428456,25.076859717288695,22.393426774952616,34.286044884829224,Prevention
NCL,New Caledonia,E. Asia & Pacific,HIC,,,,,,,,,,,,,moderate_capture,,,,,,,,
NZL,New Zealand,E. Asia & Pacific,HIC,AD-bio-CNG,6538.65280784,3778.0951232604793,14332.490862200402,6538.65280784,31477.476859799663,895.2670058414401,14332.490862200402,6538.65280784,6564.403903490001,1997.0597219877425,88387.57021200002,moderate_capture,12505.173494993998,0.765,16346.632019599998,125501.89188659478,152306.0066172925,129491.88372204469,129942.38890712097,AD-bio-CNG
MNP,Northern Mariana Islands,E. Asia & Pacific,HIC,Prevention,54.38951534347274,,134.68475684504156,54.38951534347274,295.7989897023847,,134.68475684504156,54.38951534347274,61.686775318722006,27.194757671736372,1359.7378835868187,moderate_capture,108.79796035306585,0.8001392155528567,135.97378835868184,,,1122.0350333226343,1951.598787907497,Prevention
PLW,Palau,E. Asia & Pacific,UMIC,Prevention,67.82229293940233,,171.41427647262415,67.82229293940233,376.46554063652496,,171.41427647262415,67.82229293940233,78.5092107442695,32.678013870802936,1667.619331820032,moderate_capture,132.5199522965533,0.7815716429107277,169.5557323485058,,,1363.3078702422306,2362.3130162953453,Prevention
PNG,Papua New Guinea,E. Asia & Pacific,LMIC,Prevention,5670.970800635102,26851.65227368407,19841.32010589088,5670.970800635102,43576.14461476607,6362.835648301714,19841.32010589088,5670.970800635102,9087.49500737575,2835.485400317551,200312.1603389218,moderate_capture,13597.012501397709,0.9590606602929402,14177.427001587752,154945.8281830003,165307.48487578056,138848.00100783136,274279.90834652534,Prevention
PHL,Philippines,E. Asia & Pacific,LMIC,Prevention,93046.90048935736,417534.99026546185,271094.2501550659,93046.90048935736,595385.9010359584,98940.15062447728,271094.2501550659,93046.90048935736,124163.49475058376,46523.450244678694,2736888.201702802,moderate_capture,232617.2512233934,1.0,232617.2512233934,2677316.433420916,2756227.193566935,2406712.1985599366,4002326.0483580623,Prevention
WSM,Samoa,E. Asia & Pacific,LMIC,Prevention,118.08804044247113,343.7674495554168,358.6122940225594,118.08804044247113,787.5958404763816,81.46000702164102,358.6122940225594,118.08804044247113,164.24751045400507,43.50483692281817,2667.617451016866,moderate_capture,272.17846116881395,0.9219509787747253,295.22010110617776,2946.4568130495536,3308.825196948877,2797.0541470626913,3758.5911449388814,Prevention
