iso3,region,country,income_generation_year,income_2022,gdp,population_generation_year,msw_year_reported,msw_tpy,msw_kg_cap_day,msw_2022_tpy,population_2022,msw_2030_tpy,population_2030,msw_2040_tpy,population_2040,msw_2050_tpy,population_2050,food_pct,green_pct,wood_pct,collection_total_population_pct,collection_total_weight_pct,treatment_open_dump_pct,treatment_controlled_landfill_pct,treatment_sanitary_landfill_pct,treatment_unspecified_landfill_pct,treatment_anaerobic_digestion_pct,treatment_composting_pct,treatment_recycling_pct,treatment_incineration_pct,treatment_mbt_pct,treatment_rdf_pct,treatment_other_pct,treatment_uncollected_pct,treatment_unaccounted_pct,food_frac,green_frac,wood_frac,collection_total_population_frac,collection_total_weight_frac,treatment_open_dump_frac,treatment_controlled_landfill_frac,treatment_sanitary_landfill_frac,treatment_unspecified_landfill_frac,treatment_anaerobic_digestion_frac,treatment_composting_frac,treatment_recycling_frac,treatment_incineration_frac,treatment_mbt_frac,treatment_rdf_frac,treatment_other_frac,treatment_uncollected_frac,treatment_unaccounted_frac,ofmsw_food_green_frac,ofmsw_food_green_wood_frac,ofmsw_food_green_tpy_tpy,ofmsw_food_green_wood_tpy_tpy,ofmsw_food_green_2022_tpy,ofmsw_food_green_wood_2022_tpy,ofmsw_food_green_2030_tpy,ofmsw_food_green_wood_2030_tpy,ofmsw_food_green_2040_tpy,ofmsw_food_green_wood_2040_tpy,ofmsw_food_green_2050_tpy,ofmsw_food_green_wood_2050_tpy,landfill_dump_uncollected_frac,known_diversion_or_treatment_frac,ofmsw_food_green_2022_to_landfill_dump_uncollected_tpy,country_wdi,gdp_current_usd_2022,gdp_per_capita_current_usd_2022,population_wdi_2022,urban_population_pct_2022,country_ember,electricity_carbon_intensity_latest_year,electricity_carbon_intensity_latest_gco2_kwh,electricity_carbon_intensity_2022_gco2_kwh,ofmsw_food_green_2022_kg_per_cap_day,unmanaged_ofmsw_food_green_2022_kg_per_cap_day,doc_food_green_weighted,first_pass_ch4_open_dump_tpy,first_pass_ch4_controlled_landfill_tpy,first_pass_ch4_sanitary_landfill_tpy,first_pass_ch4_unspecified_landfill_tpy,first_pass_ch4_uncollected_tpy,first_pass_ch4_unaccounted_tpy,first_pass_ch4_total_tpy,first_pass_co2e_gwp100_tpy,first_pass_co2e_gwp20_tpy,first_pass_ch4_kg_per_cap_year,ad_screen_diverted_ofmsw_tpy,ad_screen_avoided_ch4_tpy,ad_screen_avoided_landfill_gwp100_tco2e,ad_screen_electricity_generated_mwh,ad_screen_avoided_grid_tco2e,ad_screen_process_tco2e,ad_screen_net_gwp100_benefit_tco2e,ad_screen_grid_credit_share,ad_screen_electricity_yield_kwh_per_tonne,ad_screen_process_emissions_kgco2e_per_tonne,ad_screen_electricity_yield_source,ad_screen_process_emissions_source
CYP,Eur. & Cent. Asia,Cyprus,HIC,HIC,30935566077.0,1324626.0,2022.0,614620.0,1.2712195072110195,614620.0,1324626.0,694677.2329020416,1417915.0,763684.8969794802,1482802.0,802968.4559185873,1507913.0,0.4164,,0.0214,,,,,,0.590809345181663,,0.0164881564378875,0.131417436223873,0.0238866881728371,,,,,0.23739837398374,0.4164,,0.0214,,,,,,0.590809345181663,,0.0164881564378875,0.131417436223873,0.0238866881728371,,,,,0.23739837398374,0.4164,0.4377999999999999,255927.768,269080.636,255927.768,269080.636,289263.5997804101,304129.6925645138,317998.39110225555,334341.2478976164,334356.06504449976,351539.5900011575,0.8282077191654029,0.1717922808345976,211961.35300637237,Cyprus,31218038929.0919,33231.04296875,1331370.0,66.6694829407584,Cyprus,2025.0,489.0,555.13,0.5266544740555125,0.4361793007457707,0.15,,,,4536.135510776537,,1822.7050794146353,6358.840590191172,172960.46405319986,513794.3196874467,4.776163343166191,84784.54120254895,2543.536236076469,69184.18562127995,16100.875694047616,8938.079124036653,6298.558781396159,71823.70596392044,0.12444469418671548,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
CZE,Eur. & Cent. Asia,Czech Republic,HIC,HIC,290972714482.0,10542817.0,2021.0,5904400.0,1.5343563637844029,5905029.349275013,10518548.0,6038028.316397217,10439830.0,6128995.445577032,10122165.0,6152359.204992906,9840449.0,0.370766520791626,,0.0392563011054586,,,,,0.454440978492858,,,0.1251026104088,0.301264160236414,0.119192250861927,,,,,,0.370766520791626,,0.0392563011054586,,,,,0.454440978492858,,,0.1251026104088,0.301264160236414,0.119192250861927,,,,,,0.370766520791626,0.4100228218970845,2189153.8453620765,2420938.7496091463,2189387.1870031357,2421196.797174846,2238698.751311915,2475729.4089836893,2272426.3173043174,2513028.0079898736,2281088.817095554,2522607.682555695,0.454440978492858,0.545559021507141,994947.2555614308,Czechia,301831228325.556,28282.2236715857,10672118.0,72.6967638379524,Czechia,2025.0,401.46,488.36,0.5620553539871432,0.255420985033067,0.15,,,49747.36277807155,,,,49747.36277807155,1353128.267563546,4019586.912468181,4.661432976853474,397978.9022245724,19898.94511122862,541251.3070254184,75577.56098795433,36909.05768407738,29565.45466736126,548594.9100421346,0.06727925653054746,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
DNK,Eur. & Cent. Asia,Denmark,HIC,HIC,408378204640.0,5840116.0,2021.0,4503000.0,2.112455694607755,4549906.352593879,5873437.0,4832682.591177889,6076783.0,4989510.929624337,6133956.0,5088255.490715222,6126448.0,0.23402282174094,0.240576627024474,,,1.0,,,0.0108816344659116,,,0.263379968909616,0.312236286919831,0.413502109704641,,,,0.0,,0.23402282174094,0.240576627024474,,,1.0,,,0.0108816344659116,,,0.263379968909616,0.312236286919831,0.413502109704641,,,,0.0,,0.474599448765414,0.474599448765414,2137121.317790659,2137121.317790659,2159383.0468753106,2159383.0468753106,2293588.4938312387,2293588.4938312387,2368019.1368087186,2368019.1368087186,2414883.2510710354,2414883.2510710354,0.0108816344659116,0.989118365534088,23497.616987983583,Denmark,400114306337.077,67781.0940939514,5903037.0,88.3880239837703,Denmark,2025.0,114.41,203.64,1.0022159672461288,0.0109057478114724,0.1753452282393385,,,1373.3983379461802,,0.0,,1373.3983379461802,37356.4347921361,110970.58570605137,0.232659618760001,9399.046795193433,549.3593351784721,14942.57391685444,1784.9112815320213,363.4793333711808,698.245787368125,14607.807462857496,0.024882538621581685,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
EST,Eur. & Cent. Asia,Estonia,HIC,HIC,38376046175.0,1333017.0,2022.0,495000.0,1.0173646574362096,495000.0,1333017.0,513187.8689797143,1306302.0,516309.9164983949,1239803.0,503331.2131359813,1177624.0,0.32,,0.01,,,,,,0.148648648648649,,0.045045045045045,0.328828828828829,0.477477477477477,,,,,,0.32,,0.01,,,,,,0.148648648648649,,0.045045045045045,0.328828828828829,0.477477477477477,,,,,,0.32,0.33,158400.0,163350.0,158400.0,163350.0,164220.11807350858,169351.9967633057,165219.17327948636,170382.27244447032,161065.98820351402,166099.30033487384,0.148648648648649,0.8513513513513511,23545.945945946,Estonia,38226641740.29,28340.3826549406,1348840.0,70.4892333736738,Estonia,2025.0,319.15,487.7,0.3217376432636384,0.0478258658905409,0.15,,,,706.3783783783799,,,706.3783783783799,19213.491891891932,57075.3729729731,0.5236932315014234,9418.3783783784,282.55135135135197,7685.396756756773,1788.5824156021663,872.2916440891764,699.6819113513529,7858.006489494596,0.11100673501038043,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
FRO,Eur. & Cent. Asia,Faroe Islands,HIC,HIC,2914012679.27,48383.0,2014.0,56000.0,3.1710447374955373,64156.59871353472,53672.0,71585.32562163314,58030.0,77623.2454292291,60926.0,82209.76797181234,62947.0,,,,,,,,,0.0678518943331302,,,0.295655758270906,0.636492347395964,,,,,,,,,,,,,,0.0678518943331302,,,0.295655758270906,0.636492347395964,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0678518943331302,0.93214810566687,0.0,Faroe Islands,3615241800.50058,67058.2022648126,53912.0,38.9959824546757,Faroe Islands (the),2023.0,346.94,354.17,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
FIN,Eur. & Cent. Asia,Finland,HIC,HIC,280253099309.0,5548271.0,2022.0,2898043.0,1.4310483095754405,2898043.0,5548271.0,2995284.0152386865,5596543.0,3027034.4232087485,5486585.0,3031301.4907439193,5358740.0,0.302184468974509,0.019244549698078,0.0401540273603017,,,,,0.0036678459284501,,,0.147383752337134,0.291084519419283,0.557863882315133,,,,,,0.302184468974509,0.019244549698078,0.0401540273603017,,,,,0.0036678459284501,,,0.147383752337134,0.291084519419283,0.557863882315133,,,,,,0.321429018672587,0.3615830460328887,931515.11756096,1047883.2154742908,931515.11756096,1047883.2154742908,962771.2016638572,1083043.9179636256,972976.7041401285,1094524.3271902276,974348.263470568,1096067.226467223,0.0036678459284501,0.99633215407155,3416.6539312357486,Finland,280253099309.34,50440.560224974,5556106.0,73.6967597835949,Finland,2025.0,57.47,129.97,0.4593318076537382,0.0016847583005104,0.1529935924543391,,,174.24205303766263,,,,174.24205303766263,4739.383842624424,14078.75788544314,0.0313604623521694,1366.6615724942994,69.69682121506506,1895.7535370497694,259.53372846583056,33.731598688704,101.52792155902901,1827.9572141794445,0.018453166423726085,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
FRA,Eur. & Cent. Asia,France,HIC,HIC,2796302210399.0,66173331.99999999,2022.0,36606000.0,1.5155714232268689,36606000.0,66173331.99999999,38289008.24295474,67063815.0,39846427.4431724,67906961.0,41010825.747189194,68226879.0,0.216070191641653,0.0370815054259986,0.0026783652736088,,,,,0.236928372397968,,,0.182347156203901,0.235726383652953,0.327077528274053,,,,,0.0178112877670328,0.216070191641653,0.0370815054259986,0.0026783652736088,,,,,0.236928372397968,,,0.182347156203901,0.235726383652953,0.327077528274053,,,,,0.0178112877670328,0.2531516970676516,0.2558300623412605,9266871.022858456,9364915.26206418,9266871.022858456,9364915.26206418,9692927.415741293,9795479.365780149,10087190.72932214,10193914.016863309,10381960.136046683,10491802.10756998,0.2547396601650007,0.745151068130907,2360639.575155856,France,2794788137066.94,40988.6396406579,68184457.0,78.7591921123356,France,2025.0,41.44,78.55,0.3723530090422041,0.0948530789848265,0.1573239693542502,,,115139.36504271544,,,5193.418610020797,120332.78365273624,3273051.715354426,9722888.91914109,1.7648125239559544,944255.8300623425,48133.1134610945,1309220.6861417703,179317.42659187093,14085.383858791462,70147.82135950137,1253158.2486410604,0.01123990834682357,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
GEO,Eur. & Cent. Asia,Georgia,UMIC,UMIC,17638337116.91,3796569.0,2019.0,1117396.49,0.8063491659378094,1202056.5188749486,3782422.0,1241520.204648183,3792815.0,1432040.6942639062,3736071.0,1501729.0447064878,3668430.0,0.4603,,0.0107,0.889,0.8788,,0.8788,,,,,,,,,,0.1212,,0.4603,,0.0107,0.889,0.8788,,0.8788,,,,,,,,,,0.1212,,0.4603,0.471,514337.604347,526293.74679,553306.6156381388,566168.6203901008,571471.7501995586,584756.0163892942,659168.331569676,674491.1669982998,691245.8792783963,707314.3800567557,1.0,,553306.6156381388,Georgia,24984568959.605,6729.84659930283,3712502.0,60.0101622679115,Georgia,2025.0,145.93,167.02,0.4083253116078862,0.4083253116078862,0.15,,19449.834152911855,,,1341.2152363068485,,20791.049389218704,565516.5433867488,1679916.790648871,5.600279646776945,221322.64625525556,8316.419755687482,226206.61735469953,42029.93098848557,7019.83907369686,16441.83806765668,216784.61836073973,0.032381628949409685,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
DEU,Eur. & Cent. Asia,Germany,HIC,HIC,4163596357879.0,83771555.0,2022.0,49699000.0,1.6253923403429296,49699000.00000001,83771555.0,50108356.40415605,82890845.0,50239145.15664609,80659523.0,50172423.4420465,78417032.0,0.354869597030045,,0.220529674468939,,,,,0.0139238214048572,,,0.220889756333125,0.469928972413932,0.295257449848085,,,,,,0.354869597030045,,0.220529674468939,,,,,0.0139238214048572,,,0.220889756333125,0.469928972413932,0.295257449848085,,,,,,0.354869597030045,0.575399271498984,17636664.102796208,28596768.394228004,17636664.102796208,28596768.394228008,17781932.244980734,28832311.77096284,17828345.196872935,28907567.523865867,17804667.688899826,28869175.897892103,0.0139238214048572,0.986076178595142,245569.7611447904,Germany,4201021706478.62,50506.5179638543,83177813.0,81.7867852780995,Germany,2025.0,329.65,419.74,0.5809196699953354,0.0080886217355836,0.15,,,12278.48805723952,,,,12278.48805723952,333974.87515691493,992101.8350249532,0.1476173466744012,98227.90445791616,4911.395222895808,133589.95006276597,18653.816567637994,7829.752966100372,7297.2527942741335,134122.45023459222,0.05837764634038097,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
GIB,Eur. & Cent. Asia,Gibraltar,HIC,HIC,,36520.0,2021.0,16416.5,1.2315638644240725,16877.53212905299,37197.0,20253.777593934723,43170.0,23302.8496832492,47680.0,25226.901970206272,49737.0,0.2753,,,,,,,,,,,,,,,,,,0.2753,,,,,,,,,,,,,,,,,,0.2753,0.2753,4519.46245,4519.46245,4646.384595128288,4646.384595128288,5575.864971610229,5575.864971610229,6415.274517798505,6415.274517798505,6944.966112397787,6944.966112397787,,,,Gibraltar,,,37609.0,100.0,Gibraltar,2024.0,590.91,571.43,0.3384780453766559,,0.15,,,,,,,,,,,,,,,,,,,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
GRC,Eur. & Cent. Asia,Greece,HIC,HIC,218303801895.0,10683458.0,2021.0,5381000.0,1.3799338897035638,5421550.548718978,10475664.0,5478861.119072654,9744085.0,5538468.340334702,9297351.0,5506191.857843125,8838461.0,0.429757949343082,,0.0361423170678955,0.96,,,,,0.777,,0.05,0.16,,,,0.013,,,0.429757949343082,,0.0361423170678955,0.96,,,,,0.777,,0.05,0.16,,,,0.013,,,0.429757949343082,0.4659002664109775,2312527.525415124,2507009.33355747,2329954.4460773286,2525901.845008753,2354584.1192682073,2552602.8550046957,2380200.796443824,2580373.875270702,2366329.721516236,2565336.2534790672,0.777,0.223,1810374.6046020845,Greece,217990189600.69,20886.5243087629,10436882.0,78.5502190980809,Greece,2025.0,315.09,376.81,0.6116229769166714,0.4752310530642537,0.15,,,,54311.23813806253,,,54311.23813806253,1477265.6773553009,4388348.041555452,5.203780031053578,724149.8418408339,21724.495255225018,590906.2709421205,137518.54314443094,51818.36224225302,53796.36760051371,588928.2655838598,0.08798756193316791,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
GRL,Eur. & Cent. Asia,Greenland,HIC,HIC,3152334772.0,56019.0,2022.0,41958.231,2.052054794520548,41958.231,56019.0,42529.40777894013,55134.0,41938.3596100642,52815.0,40642.22411934239,50026.0,,,,,,,,,0.126835781041389,,,,0.873164218958612,,,,,,,,,,,,,,0.126835781041389,,,,0.873164218958612,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126835781041389,0.873164218958612,0.0,Greenland,3152334771.77992,55635.0006491223,56661.0,87.8049405256832,Greenland,2024.0,150.0,111.11,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
HUN,Eur. & Cent. Asia,Hungary,HIC,HIC,177536698165.0,9685406.0,2022.0,3911000.0,1.1063107208051666,3911000.0,9685406.0,4103446.962435945,9467311.0,4183958.549170519,9086323.0,4170527.044932839,8741023.0,0.1853,,,,,,,0.50522,,,0.08812,0.2376,0.140816,,,0.02817,,,0.1853,,,,,,,0.50522,,,0.08812,0.2376,0.140816,,,0.02817,,,0.1853,0.1853,724708.2999999999,724708.2999999999,724708.2999999999,724708.2999999999,760368.7221393805,760368.7221393805,775287.5191612971,775287.5191612971,772798.661426055,772798.661426055,0.50522,0.494706,366137.127326,Hungary,177002580544.155,18428.028825614,9605074.0,70.1585064243445,Hungary,2025.0,163.02,228.9,0.206713888074243,0.104435990532869,0.15,,,18306.856366299995,,,,18306.856366299995,497946.4931633599,1479193.9943970395,1.90595682722486,146454.85093040002,7322.7425465199985,199178.59726534397,27812.279410550764,6366.23075707507,10879.984420768486,194664.84360165056,0.03270354646112941,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
ISL,Eur. & Cent. Asia,Iceland,HIC,HIC,28696453180.0,376336.0,2022.0,227000.0,1.652559968270849,227000.0000000001,376336.0,260308.99079633463,413154.0,280514.321405649,429034.0,290157.18089002016,433016.0,,,,1.0,,,,,0.330396475770925,,0.026431718061674,0.20704845814978,0.154185022026432,,,,,0.281938325991189,,,,1.0,,,,,0.330396475770925,,0.026431718061674,0.20704845814978,0.154185022026432,,,,,0.281938325991189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612334801762114,0.387665198237886,0.0,Iceland,29166102877.2755,76350.4550416502,382003.0,94.1787071228028,Iceland,2024.0,27.82,27.68,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
IRL,Eur. & Cent. Asia,Ireland,HIC,HIC,531306516908.0,5002655.0,2021.0,3170388.0,1.7362769410538894,3240493.277731251,5054196.0,3595844.9321584287,5507049.0,3872485.5183729273,5805333.0,4066576.156505797,5967553.0,0.16,0.14,,,,,,0.1591,,,0.1538,0.2602,0.4142,,,0.0047,,0.0081,0.16,0.14,,,,,,0.1591,,,0.1538,0.2602,0.4142,,,0.0047,,0.0081,0.3,0.3,951116.4,951116.4,972147.9833193755,972147.9833193755,1078753.4796475288,1078753.4796475288,1161745.6555118784,1161745.6555118784,1219972.8469517394,1219972.8469517394,0.1672,0.8329000000000001,162543.1428109996,Ireland,548341794599.09,105190.685952731,5212836.0,63.8920250215059,Ireland,2025.0,256.38,331.16,0.5109347641824624,0.0854282925713077,0.1733333333333333,,,8936.416328442061,,,272.9791537160806,9209.39548215814,250495.55711470143,744119.1549583778,1.7666766194367407,65017.25712439984,3683.7581928632558,100198.22284588055,12347.000527219008,4088.8326945938475,4830.06701451454,99456.98852595985,0.04111156747448267,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
IMN,Eur. & Cent. Asia,Isle of Man,HIC,HIC,7431257411.0,84158.0,2023.0,49378.0,1.6074786922315396,49452.56838740958,84106.0,50860.65252453296,83656.0,51693.4530036653,81621.0,51393.417713045426,78192.0,,,,,,,,0.0231682125642999,,,,0.128923812224067,0.813175908299243,,,0.0347320669123901,,,,,,,,,,0.0231682125642999,,,,0.128923812224067,0.813175908299243,,,0.0347320669123901,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231682125642999,0.9768317874357,0.0,Isle of Man,7431257410.92713,88328.548125887,84132.0,52.1955609162662,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,,0.0,,,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
ITA,Eur. & Cent. Asia,Italy,HIC,HIC,2104067630319.0,59674464.0,2022.0,29051310.0,1.333780394524973,29051310.000000004,59674464.0,29397916.476003624,58077538.0,29080596.276273027,55365780.0,28197192.44701246,52085960.0,0.347,,0.035,,,,,0.135770845327903,,0.174555278939188,0.0078915827812219,0.218628606323276,0.139293834923138,0.229526283885771,0.0087726188894323,,,0.08556094893007,0.347,,0.035,,,,,0.135770845327903,,0.174555278939188,0.0078915827812219,0.218628606323276,0.139293834923138,0.229526283885771,0.0087726188894323,,,0.08556094893007,0.347,0.382,10080804.569999998,11097600.42,10080804.57,11097600.420000002,10201077.017173257,11230004.093833383,10090966.90786674,11108787.777536295,9784425.779113324,10771327.51475876,0.221331794257973,0.7786682057420271,2231202.563042074,Italy,2104067630319.46,35653.9042103495,59013667.0,69.4839779766539,Italy,2025.0,284.78,377.84,0.4680041770245229,0.1035842042210637,0.15,,,68433.96790271439,,,25875.696149633583,94309.66405234796,2565222.862223865,7620220.8554297155,1.598098692161393,892481.0252168296,37723.865620939185,1026089.1448895457,169485.21325347858,64038.29297569434,66301.52288233305,1023825.914982907,0.0625480289554533,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
KAZ,Eur. & Cent. Asia,Kazakhstan,UMIC,UMIC,261840101060.0,20196000.0,2023.0,4142952.0,0.5620198764437282,4018396.8384510926,19873218.0,4759977.935746939,21890421.0,5582618.392432987,24130360.0,6338734.437522153,26436975.0,0.3,,,0.82,,,,,0.686200326619488,,,0.111241154055525,,,,,,0.2026,0.3,,,0.82,,,,,0.686200326619488,,,0.111241154055525,,,,,,0.2026,0.3,0.3,1242885.6,1242885.6,1205519.0515353277,1205519.0515353277,1427993.3807240815,1427993.3807240815,1674785.517729896,1674785.517729896,1901620.331256646,1901620.331256646,0.888800326619488,0.111241154055525,1071465.7267506146,Kazakhstan,225496328925.494,11255.3396437881,20034609.0,61.444157327248,Kazakhstan,2025.0,805.32,831.01,0.1648543239358749,0.1465225769588405,0.15,,,,24816.827007286716,,7327.144795231719,32143.97180251843,874316.0330285014,2597232.9216434895,1.604422217699304,428586.2907002459,12857.588721007372,349726.4132114005,81390.00922647155,67635.91156729012,31839.246949830565,385523.0778288601,0.17543933283629468,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
XKX,Eur. & Cent. Asia,Kosovo,UMIC,UMIC,9354903061.89,1726752.0,2022.0,501000.0,0.7949043868059962,501000.0000000001,1726752.0,546704.7302977294,1661087.0,626050.5940393249,1673834.0,676936.2758868441,1646613.0,0.42,,0.07,,,,,,0.974051896207585,,,0.0259481037924152,,,,,,,0.42,,0.07,,,,,,0.974051896207585,,,0.0259481037924152,,,,,,,0.42,0.49,210420.0,245490.0,210420.00000000003,245490.0000000001,229615.98672504633,267885.3178458874,262941.2494965164,306764.7910792692,284313.23587247456,331698.77518455364,0.974051896207585,0.0259481037924152,204960.0000000001,Kosovo,9354907646.29785,5290.95006509706,1768096.0,47.8001996538455,Kosovo,2025.0,900.56,945.01,0.3260530823467343,0.3175926231241645,0.15,,,,6148.800000000001,,,6148.800000000001,167247.36000000002,496823.0400000001,3.4776392232096,81984.00000000004,2459.5200000000004,66898.944,15569.043297024007,14712.901606120657,6090.509376000003,75521.33623012065,0.19481781362142553,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
KGZ,Eur. & Cent. Asia,Kyrgyz Republic,LMIC,LMIC,15180842363.0,7016437.0,2023.0,1957585.923,0.7643835616438355,1981456.09443,6895139.0,2657946.7748562275,7754310.0,3626101.511175347,8709553.0,4723673.033551213,9602753.0,0.32,,,,0.47,,,,0.47,,,,,,,,0.53,,0.32,,,,0.47,,,,0.47,,,,,,,,0.53,,0.32,0.32,626427.49536,626427.49536,634065.9502176,634065.9502176,850542.9679539928,850542.9679539928,1160352.483576111,1160352.483576111,1511575.3707363885,1511575.3707363885,1.0,,634065.9502176,Kyrgyz Republic,12134931017.9465,1739.72018344174,6975220.0,34.7003053497743,Kyrgyzstan,2025.0,150.32,146.89,0.2490483435501008,0.2490483435501008,0.15,,,,8940.329898068157,6721.09907230656,,15661.428970374716,425990.8679941923,1265443.460806277,2.2452953412759333,253626.38008704002,6264.571588149887,170396.34719767692,48164.52103877088,7074.886495385053,18841.650150286117,158629.58354277586,0.044600044565314315,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
LVA,Eur. & Cent. Asia,Latvia,HIC,HIC,38183326785.0,1894147.0,2021.0,869000.0,1.256936192285086,871625.2951223647,1877027.0,892769.677353081,1785151.0,877650.429018305,1647022.0,839934.4181985649,1520223.0,0.330824424839993,,,,,,,0.524137931034483,,,0.0793103448275862,0.360919540229885,0.0344827586206897,,,,,0.0011494252873563,0.330824424839993,,,,,,,0.524137931034483,,,0.0793103448275862,0.360919540229885,0.0344827586206897,,,,,0.0011494252873563,0.330824424839993,0.330824424839993,287486.42518595397,287486.42518595397,288354.93693484546,288354.93693484546,295350.0150249192,295350.0150249192,290348.1983905539,290348.1983905539,277870.8208038544,277870.8208038544,0.5252873563218393,0.4747126436781609,151469.20250485567,Latvia,38003198508.9107,20221.103686109,1879383.0,68.2570218109034,Latvia,2025.0,138.76,135.19,0.4203579184492419,0.2208086996911536,0.15,,,7556.888002430436,,,9.943273687408272,7566.831276117845,205817.81071040535,611399.9671103219,4.02623162820875,60587.68100194227,3026.7325104471383,82327.12428416216,11505.808801540761,1555.4702918802955,4500.99823395329,79381.59634208916,0.01959484771731108,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
