iso3,region,country,income_generation_year,income_2022,gdp,population_generation_year,msw_year_reported,msw_tpy,msw_kg_cap_day,msw_2022_tpy,population_2022,msw_2030_tpy,population_2030,msw_2040_tpy,population_2040,msw_2050_tpy,population_2050,food_pct,green_pct,wood_pct,collection_total_population_pct,collection_total_weight_pct,treatment_open_dump_pct,treatment_controlled_landfill_pct,treatment_sanitary_landfill_pct,treatment_unspecified_landfill_pct,treatment_anaerobic_digestion_pct,treatment_composting_pct,treatment_recycling_pct,treatment_incineration_pct,treatment_mbt_pct,treatment_rdf_pct,treatment_other_pct,treatment_uncollected_pct,treatment_unaccounted_pct,food_frac,green_frac,wood_frac,collection_total_population_frac,collection_total_weight_frac,treatment_open_dump_frac,treatment_controlled_landfill_frac,treatment_sanitary_landfill_frac,treatment_unspecified_landfill_frac,treatment_anaerobic_digestion_frac,treatment_composting_frac,treatment_recycling_frac,treatment_incineration_frac,treatment_mbt_frac,treatment_rdf_frac,treatment_other_frac,treatment_uncollected_frac,treatment_unaccounted_frac,ofmsw_food_green_frac,ofmsw_food_green_wood_frac,ofmsw_food_green_tpy_tpy,ofmsw_food_green_wood_tpy_tpy,ofmsw_food_green_2022_tpy,ofmsw_food_green_wood_2022_tpy,ofmsw_food_green_2030_tpy,ofmsw_food_green_wood_2030_tpy,ofmsw_food_green_2040_tpy,ofmsw_food_green_wood_2040_tpy,ofmsw_food_green_2050_tpy,ofmsw_food_green_wood_2050_tpy,landfill_dump_uncollected_frac,known_diversion_or_treatment_frac,ofmsw_food_green_2022_to_landfill_dump_uncollected_tpy,country_wdi,gdp_current_usd_2022,gdp_per_capita_current_usd_2022,population_wdi_2022,urban_population_pct_2022,country_ember,electricity_carbon_intensity_latest_year,electricity_carbon_intensity_latest_gco2_kwh,electricity_carbon_intensity_2022_gco2_kwh,ofmsw_food_green_2022_kg_per_cap_day,unmanaged_ofmsw_food_green_2022_kg_per_cap_day,doc_food_green_weighted,first_pass_ch4_open_dump_tpy,first_pass_ch4_controlled_landfill_tpy,first_pass_ch4_sanitary_landfill_tpy,first_pass_ch4_unspecified_landfill_tpy,first_pass_ch4_uncollected_tpy,first_pass_ch4_unaccounted_tpy,first_pass_ch4_total_tpy,first_pass_co2e_gwp100_tpy,first_pass_co2e_gwp20_tpy,first_pass_ch4_kg_per_cap_year,ad_screen_diverted_ofmsw_tpy,ad_screen_avoided_ch4_tpy,ad_screen_avoided_landfill_gwp100_tco2e,ad_screen_electricity_generated_mwh,ad_screen_avoided_grid_tco2e,ad_screen_process_tco2e,ad_screen_net_gwp100_benefit_tco2e,ad_screen_grid_credit_share,ad_screen_electricity_yield_kwh_per_tonne,ad_screen_process_emissions_kgco2e_per_tonne,ad_screen_electricity_yield_source,ad_screen_process_emissions_source
BRA,L. Amer. & the Caribbean,Brazil,UMIC,UMIC,1951923942083.32,209905829.0,2022.0,81811506.0,1.0678174750867309,81811505.99999999,209905829.0,90464115.7161953,215806434.0,104004515.649444,219187659.0,117564892.89084607,217703593.0,0.453,,,0.909,0.93,0.131003747908624,0.108926107357059,0.673733560672923,,,,0.0163365840613946,,,,,0.07,,0.453,,,0.909,0.93,0.131003747908624,0.108926107357059,0.673733560672923,,,,0.0163365840613946,,,,,0.07,,0.453,0.453,37060612.218,37060612.218,37060612.217999995,37060612.217999995,40980244.41943647,40980244.41943647,47114045.58919814,47114045.58919814,53256896.479553275,53256896.479553275,0.983663415938606,0.0163365840613946,36455168.41113391,Brazil,1951923832083.87,9281.33282136864,210306415.0,87.349556243881,Brazil,2025.0,109.95,103.39,0.4827999368679813,0.4749126351145019,0.15,97101.58200692284,161474.72900704798,1248448.9115175784,,51884.8571052,,1558910.079636749,42402354.166119576,125959934.43464932,7.412565516067349,14582067.364453563,623564.0318546997,16960941.666447833,2769184.696493196,286306.00577043154,1083287.2024378907,16163960.469780372,0.017712614820216875,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
VGB,L. Amer. & the Caribbean,British Virgin Islands,HIC,HIC,,36144.0,2019.0,55093.1,4.176073483842408,57951.82580804905,37995.0,63906.31684948913,40521.0,67700.82633315123,41208.0,68938.2008179715,40433.0,0.315688352987942,,,0.972,,0.1974,,,,,,,0.8025,,,,,,0.315688352987942,,,0.972,,0.1974,,,,,,,0.8025,,,,,,0.315688352987942,0.315688352987942,17392.24999999999,17392.24999999999,18294.716441987115,18294.716441987115,20174.47991174079,20174.47991174079,21372.362361035204,21372.362361035204,21762.98707417742,21762.98707417742,0.1974,0.8025,3611.377025648256,British Virgin Islands,,,38319.0,54.795911692548,Virgin Islands (British),2023.0,647.06,647.06,1.3080328505431953,0.2582056846972267,0.15,72.22754051296512,,,,,,72.22754051296512,1964.5891019526512,5835.985273447582,1.884901498289755,1444.5508102593026,28.891016205186048,785.8356407810605,274.3251623448256,177.50483954684285,107.31423514335333,856.02624518455,0.20735910907565072,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
CYM,L. Amer. & the Caribbean,Cayman Islands,HIC,HIC,6600843963.0,70863.0,2022.0,83590.0,3.2317810229617288,83590.0,70863.0,92426.8414496554,81781.0,102348.47075374376,93552.0,108732.35452650789,103508.0,,,,,,,,,0.9791,,,0.0182,0.0027,,,,,,,,,,,,,,0.9791,,,0.0182,0.0027,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9791,0.0209,0.0,Cayman Islands,6660161212.01997,93030.7051447803,71591.0,100.0,Cayman Islands (the),2024.0,633.8,642.86,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
CHL,L. Amer. & the Caribbean,Chile,HIC,HIC,301226575540.0,19502834.0,2022.0,8685825.90673575,1.220170530402163,8685825.906735748,19502834.0,9450048.967242897,20202719.0,10306455.36775452,20539813.0,10932699.521284368,20344193.0,0.576,,,0.965,0.96,0.0143316951612668,0.119336311389099,0.800078932193979,,,0.0001,0.0073,,,,0.0188530612556554,0.04,,0.576,,,0.965,0.96,0.0143316951612668,0.119336311389099,0.800078932193979,,,0.0001,0.0073,,,,0.0188530612556554,0.04,,0.576,0.576,5003035.722279792,5003035.722279792,5003035.722279791,5003035.722279791,5443228.205131907,5443228.205131907,5936518.291826604,5936518.291826604,6297234.924259796,6297234.924259796,0.9737469387443448,0.0262530612556554,4871690.718998549,Chile,301226575540.242,15405.6165774073,19553036.0,88.6395352768685,Chile,2025.0,289.49,372.8,0.7010137548116924,0.6826099977655642,0.15,1434.0396570528449,23881.753153790676,200141.17392049736,,4002.4285778238327,,229459.3953091647,6241295.55240928,18540319.14098051,11.735231056147224,1948676.2875994195,91783.75812366589,2496518.2209637123,370060.32266685396,137958.48829020315,144765.21272947325,2489711.4965244425,0.0554114356152465,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
COL,L. Amer. & the Caribbean,Colombia,UMIC,UMIC,345632492851.0,51443283.0,2022.0,14423329.7,0.7681463832862672,14423329.699999996,51443283.0,17172105.75449108,55535344.0,20804469.310868707,58491447.0,23842622.140010502,59383512.0,0.6154,,,0.806,0.8252,0.0135815041543479,0.009493194230335,0.669859187041232,0.0,,,0.169144022271085,,,,,0.137922092303,,0.6154,,,0.806,0.8252,0.0135815041543479,0.009493194230335,0.669859187041232,0.0,,,0.169144022271085,,,,,0.137922092303,,0.6154,0.6154,8876117.09738,8876117.09738,8876117.097379997,8876117.097379997,10567713.88131381,10567713.88131381,12803070.4139086,12803070.4139086,14672749.66496246,14672749.66496246,0.830855977728915,0.169144022271085,7374774.949379996,Colombia,345632492851.448,6680.44506854481,51737944.0,78.0464633137335,Colombia,2025.0,186.81,202.15,0.4700250368263146,0.3905231115293968,0.15,2411.020424650897,3370.5081446650247,297287.42914668727,0.0,24484.25283194161,,327553.21054794476,8909447.326904098,26466299.412273936,6.331005548808526,2949909.9797519986,131021.2842191779,3563778.930761639,560198.041045595,113244.03399736702,219145.8624857962,3457877.10227321,0.03274958324080412,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
CRI,L. Amer. & the Caribbean,Costa Rica,UMIC,UMIC,64960725734.2,5049422.0,2021.0,1615689.05817292,0.8766439732819548,1653777.556494326,5070553.0,1900125.6104610544,5242941.0,2168185.648794954,5366934.0,2348975.153732505,5358806.0,0.52,,,0.904,0.8885,,,,0.792110509949442,,0.0270337398125339,0.0394906992937432,,,0.0298165066761073,,0.111548544268174,,0.52,,,0.904,0.8885,,,,0.792110509949442,,0.0270337398125339,0.0394906992937432,,,0.0298165066761073,,0.111548544268174,,0.52,0.52,840158.3102499185,840158.3102499185,859964.3293770495,859964.3293770495,988065.3174397484,988065.3174397484,1127456.5373733763,1127456.5373733763,1221467.0799409028,1221467.0799409028,0.903659054217616,0.0963409457823844,777114.5525457509,Costa Rica,69243626028.5936,13625.9008491328,5081765.0,78.4405687613972,Costa Rica,2025.0,24.2,24.12,0.463631564196206,0.4189648608069774,0.15,,,,20435.60350443553,1918.5553812913276,,22354.158885726854,608033.1216917705,1806216.03796673,4.39889662070695,310845.82101830037,8941.663554290742,243213.2486767082,59030.68947761626,1423.820230200104,23092.425197628516,221544.64370927977,0.006426786973322185,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
CUB,L. Amer. & the Caribbean,Cuba,UMIC,UMIC,107351800000.0,11163965.0,2021.0,4572000.0,1.122005255055912,4612956.946111742,11080372.0,4996763.882542725,10726136.0,5260902.882815409,10158586.0,5290498.96380199,9423308.0,0.689,,,0.771,,0.918174651834983,,,,,,0.0818253481650171,,,,,,,0.689,,,0.771,,0.918174651834983,,,,,,0.0818253481650171,,,,,,,0.689,0.689,3150107.9999999995,3150107.9999999995,3178327.33587099,3178327.33587099,3442770.315071937,3442770.315071937,3624762.086259817,3624762.086259817,3645153.786059571,3645153.786059571,0.918174651834983,0.0818253481650171,2918259.5950309555,Cuba,,,11059820.0,77.1056060791016,Cuba,2024.0,642.82,640.26,0.7873316315883936,0.7229079467123423,0.15,58365.19190061911,,,,,,58365.19190061911,1587533.2196968398,4715907.505570024,5.277228011000099,1167303.8380123822,23346.07676024764,635013.2878787358,221675.00969453878,141929.6417070254,86717.83482210187,690225.0947636593,0.20562805204239015,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
CUW,L. Amer. & the Caribbean,Curaçao,HIC,HIC,3281419347.0,185394.0,2023.0,213000.0,3.147683548742767,216765.34721205657,185295.0,201014.60719387027,184965.0,177665.38340620178,180704.0,149032.77648160566,173895.0,0.28,,0.01,,,,0.579237668161435,,,,,0.37219730941704,,,,,0.0448430493273543,,0.28,,0.01,,,,0.579237668161435,,,,,0.37219730941704,,,,,0.0448430493273543,,0.28,0.29,59640.00000000001,61770.00000000001,60694.29721937584,62861.95069149641,56284.09001428368,58294.23608622239,49746.307353736505,51522.96118779852,41729.17741484959,43219.50517966565,0.6240807174887892,0.37219730941704,37878.140556145896,Curacao,3075180834.72417,20057.1404747175,153321.0,91.4007684350799,,,,,1.084559491566773,0.6768526656562679,0.15,,1406.2569276819331,,,54.434347281951474,,1460.6912749638846,39730.80267901766,118023.85501708186,9.527013748696426,15151.25622245836,584.2765099855538,15892.321071607064,2877.2756163612225,,1125.5716735102092,,,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
DMA,L. Amer. & the Caribbean,Dominica,UMIC,UMIC,623062963.0,66985.0,2022.0,13000.0,0.5317076712124265,13000.0,66985.0,13915.918712928657,64307.0,14536.368805045964,63796.0,15078.638020222794,63254.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Dominica,623062962.962963,9323.66089490562,66826.0,72.682648635692,Dominica,2023.0,600.0,600.0,0.0,,,,,,,,,,,,,,,,,,,,,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
DOM,L. Amer. & the Caribbean,Dominican Republic,UMIC,UMIC,94850719517.0,11068027.0,2021.0,4293943.7514,1.0629021284362978,4420106.002324885,11178924.0,5412752.602654575,11900494.0,6459804.9680041345,12553079.0,7234370.929344654,12980973.0,0.6,,,,0.8958,0.552441594105827,0.283358405894173,,,,,0.06,,,,,0.1042,,0.6,,,,0.8958,0.552441594105827,0.283358405894173,,,,,0.06,,,,,0.1042,,0.6,0.6,2576366.2508400003,2576366.2508400003,2652063.601394931,2652063.601394931,3247651.561592745,3247651.561592745,3875882.9808024806,3875882.9808024806,4340622.557606792,4340622.557606792,0.94,0.06,2492939.785311235,Dominican Republic,113478087134.8,10104.2449349081,11230734.0,72.4203155643711,Dominican Republic (the),2025.0,537.48,580.06,0.6469681923776848,0.6081501008350236,0.15,29302.204872493126,30059.38057684908,,,5526.900545307036,,64888.48599464924,1764966.8190544597,5242989.668367659,5.777760028387214,997175.9141244941,25955.394397859698,705986.7276217837,189367.13238868237,109844.29881337908,74079.20148439454,741751.8249507684,0.14808766910774998,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
ECU,L. Amer. & the Caribbean,Ecuador,UMIC,UMIC,116133121000.0,17745785.0,2022.0,5253810.0,0.8111221904243741,5253810.0,17745785.0,6065350.059189893,18992361.0,7340727.105496737,20376394.0,8687240.900274748,21305270.0,0.2759,0.29,0.0073,,0.809,0.7311,,,0.0709,,0.0059,0.0012,,,,,0.191,,0.2759,0.29,0.0073,,0.809,0.7311,,,0.0709,,0.0059,0.0012,,,,,0.191,,0.5659,0.5731999999999999,2973131.079,3011483.8919999995,2973131.079,3011483.8919999995,3432381.59849556,3476658.6539276466,4154117.469000603,4207704.776870729,4916109.62546548,4979526.484037485,0.993,0.0070999999999999,2952319.161447,Ecuador,116133121000.0,6515.58528418336,17823897.0,63.0901835932266,Ecuador,2025.0,159.02,181.19,0.4570024501375878,0.4538034329866247,0.175622901572716,50899.172919738,,,7404.085679133001,13297.41762778,,71600.676226651,1947538.3933649072,5785334.639113401,4.017116808218259,1180927.6645788,28640.270490660405,779015.357345963,224262.22117096963,40634.07185396799,87729.93527389449,731919.4939260365,0.05551713295133826,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
SLV,L. Amer. & the Caribbean,El Salvador,LMIC,UMIC,29043140000.0,6246188.0,2021.0,1541847.04332028,0.6762906391626513,1572086.5601522648,6265375.0,1841099.0770987968,6475944.0,2214392.931716492,6636110.0,2633185.7100935387,6664999.0,0.3929,,0.0018,0.788,0.71,,,,0.7138,,0.0065,,,,,,0.2796,,0.3929,,0.0018,0.788,0.71,,,,0.7138,,0.0065,,,,,,0.2796,,0.3929,0.3947,605791.703320538,608567.0279985146,617672.8094838249,620502.565292099,723367.8273921174,726681.8057308953,870034.9828714097,874020.8901484995,1034578.6654957514,1039318.3997739198,0.9934,0.0065,613596.1689412317,El Salvador,31870120000.0,5074.60210221806,6280319.0,74.1465021298679,El Salvador,2025.0,139.32,113.12,0.269453553642486,0.2676751601884456,0.15,,,,13226.845542286625,3454.026350633549,,16680.871892920175,453719.7154874288,1347814.44894795,2.656054874429177,245438.4675764927,6672.348757168071,181487.8861949715,46609.608319350555,5272.4788930849345,18233.378317790066,168526.98677026638,0.031285665246435,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
GRD,L. Amer. & the Caribbean,Grenada,UMIC,UMIC,1231732104.0,116819.0,2022.0,34000.0,0.7973932744802374,34000.0,116819.0,39245.41450864837,117461.0,44641.96325694694,116605.0,48427.72464309113,113454.0,0.271,,,,,,0.983,,,,0.002,,,,,0.001,0.014,,0.271,,,,,,0.983,,,,0.002,,,,,0.001,0.014,,0.271,0.271,9214.0,9214.0,9214.0,9214.0,10635.507331843708,10635.507331843708,12097.972042632622,12097.972042632622,13123.913378277695,13123.913378277695,0.997,0.003,9186.358,Grenada,1224007407.40741,10469.3867012856,116913.0,36.3688840183487,Grenada,2024.0,666.67,666.67,0.2159198345473844,0.2152720750437422,0.15,,362.2944799999999,,,2.57992,,364.8743999999999,9924.583679999998,29481.851519999993,3.1209052885478936,3674.5432,145.94975999999997,3969.833471999999,697.8083794104352,465.2079123015548,272.9781397848,4162.063244516754,0.11177338857462962,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
GTM,L. Amer. & the Caribbean,Guatemala,UMIC,UMIC,86455519687.0,17486030.0,2021.0,6533833.02514632,1.023726506111516,6730814.148592986,17711271.0,8541307.742217608,19931643.0,11242858.853950609,22510425.0,14214445.009468395,24582441.0,0.56,,,0.371,0.418,,0.419,,,,,,,,,,0.581,,0.56,,,0.371,0.418,,0.419,,,,,,,,,,0.581,,0.56,0.56,3658946.49408194,3658946.49408194,3769255.923212073,3769255.923212073,4783132.335641861,4783132.335641861,6296000.95821234,6296000.95821234,7960089.205302303,7960089.205302303,1.0,,3769255.923212073,Guatemala,95641446500.6523,5358.70156997677,17847877.0,55.2581228215265,Guatemala,2024.0,301.46,191.4,0.5785970262314899,0.5785970262314899,0.15,,63172.72927303433,,,43798.753827724286,,106971.48310075862,2909624.3403406343,8643295.834541297,5.993513015624133,1507702.3692848291,42788.59324030345,1163849.736136254,286317.8603925299,54801.23847913023,112005.70131180067,1106645.2733035835,0.0495201486882389,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
GUY,L. Amer. & the Caribbean,Guyana,UMIC,HIC,8041362110.31,811764.0,2021.0,250353.257275,0.8449491908978473,260225.96470214304,819200.0,280879.14209738607,858463.0,318156.0072626754,905452.0,334235.555040539,939377.0,0.501,,0.025,,0.55,,,,0.55,,,,,,,,0.45,,0.501,,0.025,,0.55,,,,0.55,,,,,,,,0.45,,0.501,0.526,125426.981894775,131685.81332665,130373.20831577366,136878.85743332724,140720.4501907904,147742.4287432251,159396.15963860037,167350.05982016723,167452.01307531004,175807.90195132353,1.0,,130373.20831577366,Guyana,14718388489.2086,17913.4928066879,821637.0,26.4536735068183,Guyana,2024.0,644.93,648.44,0.4347258851512408,0.4347258851512408,0.15,,,,2151.1579372102656,1173.358874841963,,3324.5168120522285,90426.85728782062,268620.9584138201,4.0462111760451736,52149.283326309465,1329.8067248208915,36170.74291512825,9903.328088603677,6421.714065774168,3874.118109028204,38718.33887187421,0.1658571687960258,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
HTI,L. Amer. & the Caribbean,Haiti,LMIC,LMIC,20877414952.64,11311562.0,2021.0,2799501.7762,0.6780555930295038,2759481.921898558,11437610.0,2967926.2635416873,12489161.0,3348303.7295739967,13679423.0,3698040.3710501944,14668218.0,0.613,,0.01,,0.43,0.43,,,,,,,,,,,0.57,,0.613,,0.01,,0.43,0.43,,,,,,,,,,,0.57,,0.613,0.623,1716094.5888106,1744089.6065726,1691562.418123816,1719157.2373428014,1819338.7995510544,1849018.0621864712,2052510.18622886,2085993.2235246,2266898.747453769,2303879.151164271,1.0,,1691562.418123816,Haiti,20253551920.5516,1760.62635668777,11503606.0,53.8524949966907,Haiti,2024.0,534.88,534.65,0.4028665084583795,0.4028665084583795,0.15,14547.436795864816,,,,19283.811566611497,,33831.24836247631,920209.9554593556,2733564.867688086,2.94092551174617,676624.9672495264,13532.499344990525,368083.9821837423,128493.40616407253,68698.99960562137,50265.792192000066,386517.1895973636,0.1777385364857521,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
HND,L. Amer. & the Caribbean,Honduras,LMIC,LMIC,28144331506.61,10206319.0,2021.0,3234671.22062583,0.8682966829883968,3354537.5450182515,10373434.0,4467472.2748298105,11799662.0,6330487.825019407,13410505.0,8836047.213070989,14785303.0,0.58,0.01,,0.646,0.5261,0.303,0.1468,0.0763,,,,,,,,,0.4739,,0.58,0.01,,0.646,0.5261,0.303,0.1468,0.0763,,,,,,,,,0.4739,,0.59,0.59,1908456.0201692395,1908456.0201692395,1979177.1515607685,1979177.1515607685,2635808.642149588,2635808.642149588,3734987.81676145,3734987.81676145,5213267.855711883,5213267.855711883,1.0,,1979177.1515607685,Honduras,31426041806.7985,3003.28996826399,10463872.0,57.8364689017254,Honduras,2024.0,322.12,296.56,0.5182023590274241,0.5182023590274241,0.1508474576271186,12061.575196867629,11687.38771551266,7593.219368985148,,18864.622065331907,,50206.80434669735,1365625.0782301675,4056709.7912131455,4.798109566582747,791670.8606243074,20082.72173867894,546250.0312920671,150341.0166136331,44585.13188693903,58812.436564919175,532022.726614087,0.0838030588856399,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
JAM,L. Amer. & the Caribbean,Jamaica,UMIC,UMIC,14657586159.43,2836825.0,2021.0,1229527.38443669,1.1874430662937887,1267177.9220949754,2838538.0,1385885.212142664,2812938.0,1500759.4294745014,2685163.0,1617323.5226691733,2467334.0,0.55,,,0.538,,0.7,,,,,,,,,,,0.3,,0.55,,,0.538,,0.7,,,,,,,,,,,0.3,,0.55,0.55,676240.0614401796,676240.0614401796,696947.8571522365,696947.8571522365,762236.8666784653,762236.8666784653,825417.6862109759,825417.6862109759,889527.9374680454,889527.9374680454,1.0,,696947.8571522365,Jamaica,18813516805.214,6626.47502388538,2839144.0,57.9879906034775,Jamaica,2024.0,563.01,561.25,0.67254291574458,0.67254291574458,0.15,9757.27000013131,,,,4181.687142913419,,13938.957143044729,379139.6342908166,1126267.737158014,4.909563284935435,278779.1428608946,5575.582857217892,151655.85371632664,52941.11711441876,29713.20198046753,20710.223743993,160658.83195280118,0.18494596045113013,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
MEX,L. Amer. & the Caribbean,Mexico,UMIC,UMIC,1316569466735.0,127241179.0,2021.0,47670612.9170294,1.0264320087034515,48785540.59245574,128055116.0,56540907.95026815,136444674.0,65533481.460315414,144319607.0,73466074.6334894,148819664.0,0.3307,0.1084,0.0079,0.995,0.8387,0.0308,0.3922,0.289,,,0.0063,0.0745,,,0.0065,,0.1617,0.039,0.3307,0.1084,0.0079,0.995,0.8387,0.0308,0.3922,0.289,,,0.0063,0.0745,,,0.0065,,0.1617,0.039,0.4391,0.447,20932166.13186761,21308763.973912142,21421730.874147315,21807136.644827716,24827112.680962745,25273785.853769865,28775751.709224496,29293466.212760992,32258953.371565197,32839335.361169763,0.9127,0.0873,19551613.768834252,Mexico,1466934724293.06,11405.7940473759,128613117.0,79.199683215791,Mexico,2025.0,474.02,464.38,0.4563272782495495,0.4164899068583637,0.1623434297426554,14281.661285720376,363718.6724843851,335016.242822499,,74978.72175003197,27125.882636839015,815121.1809794754,22171296.12264173,65861791.423141606,6.337776425863899,7820645.507533701,326048.4723917902,8868518.449056692,1485167.4536186138,689682.0621114118,580987.9341091712,8977212.577058932,0.07682585838213067,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
NIC,L. Amer. & the Caribbean,Nicaragua,LMIC,LMIC,14209020362.0,6605331.0,2021.0,1518162.40769799,0.6296957809057978,1563208.7738412532,6684151.0,2030345.268972255,7400217.0,2792458.431647652,8156812.0,3774332.622945872,8733084.0,,,,,0.5813,,,,,,,,,,,,0.42,0.58,,,,,0.5813,,,,,,,,,,,,0.42,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,Nicaragua,15634572502.2294,2322.89053964583,6730654.0,58.9954376220703,Nicaragua,2024.0,300.89,289.35,0.0,0.0,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
PAN,L. Amer. & the Caribbean,Panama,HIC,HIC,57059846500.0,4319294.0,2021.0,1970906.38765,1.2501449375310454,2054577.5009428863,4371516.0,2536122.1923060953,4808870.0,2964305.839752036,5266527.0,3297914.698431458,5616462.0,0.33,,0.021,,0.642,,,,,,,,,,,,0.358,0.642,0.33,,0.021,,0.642,,,,,,,,,,,,0.358,0.642,0.33,0.351,650399.1079245,691788.1420651501,678010.5753111525,721156.7028309532,836920.3234610115,890178.8894994395,978220.927118172,1040471.3497529648,1088311.8504823812,1157568.0591494418,1.0,,678010.5753111525,Panama,76479304470.9375,17378.6070017557,4400773.0,65.8211343914956,Panama,2024.0,221.15,168.98,0.4220993039246866,0.4220993039246866,0.15,,,,,4854.555719227852,13058.483680492796,17913.03939972065,487234.6716724016,1447373.5834974283,4.070430217536931,271204.230124461,7165.2157598882595,194893.86866896064,51502.61515836985,8702.911909461336,20147.491051716082,183449.2895267059,0.04744042308321067,189.903436,74.289,ecoinvent_3.12_cutoff_derived_from_3.12_biogas_yield_and_3.12_net_calorific_value,ecoinvent_3.12_cutoff_AR6_GWP100_from_openLCA_unit-process_exchanges
