iso3,country,region,income_2022,ofmsw_food_green_2022_tpy,ofmsw_food_green_2022_to_landfill_dump_uncollected_tpy,electricity_carbon_intensity_2022_gco2_kwh,ad_screen_net_gwp100_benefit_tco2e,bio_cng_screen_net_gwp100_benefit_tco2e,compost_screen_net_gwp100_benefit_tco2e,prevention_screen_net_gwp100_benefit_tco2e,best_four_pathway_screen,best_four_pathway_benefit_tco2e,ad_screen_diverted_ofmsw_tpy,bio_cng_screen_diverted_ofmsw_tpy,compost_screen_diverted_ofmsw_tpy,compost_nutrient_credit_tco2e,ad_electricity_nutrient_credit_tco2e,bio_cng_nutrient_credit_tco2e,ad_screen_net_gwp100_benefit_with_nutrients_tco2e,bio_cng_screen_net_gwp100_benefit_with_nutrients_tco2e,compost_screen_net_gwp100_benefit_with_nutrients_tco2e,prevention_screen_net_gwp100_benefit_with_nutrients_tco2e,best_four_pathway_with_nutrients,best_four_pathway_with_nutrients_benefit_tco2e,nutrient_credit_assumption_note,nutrient_credit_factor_sources
COL,Colombia,L. Amer. & the Caribbean,UMIC,8876117.097379997,7374774.949379996,202.15,3457877.10227321,3799093.657873285,3463408.2437005774,3994321.9501948184,Prevention,3994321.9501948184,2949909.9797519986,2949909.9797519986,2949909.9797519986,16782.037874809117,97465.02573100604,97465.02573100604,3555342.128004216,3896558.683604291,3480190.2815753864,3994321.9501948184,Prevention,3994321.9501948184,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
CRI,Costa Rica,L. Amer. & the Caribbean,UMIC,859964.3293770495,777114.5525457509,24.12,221544.64370927977,270499.7574832496,232636.71961656053,354740.9901020794,Prevention,354740.9901020794,310845.82101830037,310845.82101830037,310845.82101830037,1768.4018757731105,10270.345926444645,10270.345926444645,231814.98963572443,280770.1034096942,234405.12149233365,354740.9901020794,Prevention,354740.9901020794,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
CUB,Cuba,L. Amer. & the Caribbean,UMIC,3178327.33587099,2918259.5950309555,640.26,690225.0947636593,705115.9396953605,595295.7747903646,1192984.5224486543,Prevention,1192984.5224486543,1167303.8380123822,1167303.8380123822,1167303.8380123822,6640.791534452443,38567.71880792911,38567.71880792911,728792.8135715884,743683.6585032896,601936.566324817,1192984.5224486543,Prevention,1192984.5224486543,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
CUW,Curaçao,L. Amer. & the Caribbean,HIC,60694.29721937584,37878.140556145896,,,,15376.799578637918,19309.602702647306,Prevention,19309.602702647306,15151.25622245836,15151.25622245836,15151.25622245836,86.19549664956561,500.59750559002424,500.59750559002424,,,15462.995075287483,19309.602702647306,Prevention,19309.602702647306,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
DMA,Dominica,L. Amer. & the Caribbean,UMIC,0.0,,600.0,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
DOM,Dominican Republic,L. Amer. & the Caribbean,UMIC,2652063.601394931,2492939.785311235,580.06,741751.8249507684,768573.6644824662,672057.8171436979,1100875.2994042623,Prevention,1100875.2994042623,997175.914124494,997175.914124494,997175.914124494,5672.933775454246,32946.69220267329,32946.69220267329,774698.5171534417,801520.3566851395,677730.7509191522,1100875.2994042623,Prevention,1100875.2994042623,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
ECU,Ecuador,L. Amer. & the Caribbean,UMIC,2973131.079,2952319.161447,181.19,731919.4939260365,874331.9714666697,738834.2935586694,621715.1891479833,AD-bio-CNG,874331.9714666697,1180927.6645788,1180927.6645788,1180927.6645788,6718.297483788793,39017.85003768356,39017.85003768356,770937.3439637201,913349.8215043533,745552.5910424582,621715.1891479833,AD-bio-CNG,913349.8215043533,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
SLV,El Salvador,L. Amer. & the Caribbean,UMIC,617672.8094838249,613596.1689412317,113.12,168526.98677026638,202049.8591067795,173136.84233568134,274822.79377985524,Prevention,274822.79377985524,245438.4675764927,245438.4675764927,245438.4675764927,1396.2994420426671,8109.286968727318,8109.286968727318,176636.27373899368,210159.1460755068,174533.141777724,274822.79377985524,Prevention,274822.79377985524,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
GRD,Grenada,L. Amer. & the Caribbean,UMIC,9214.0,9186.358,666.67,4162.063244516754,4186.141844994055,3844.807139619999,4740.824135999999,Prevention,4740.824135999999,3674.5432,3674.5432,3674.5432,20.904476264799996,121.40690732800002,121.40690732800002,4283.470151844754,4307.5487523220545,3865.711615884799,4740.824135999999,Prevention,4740.824135999999,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
GTM,Guatemala,L. Amer. & the Caribbean,UMIC,3769255.923212073,3769255.923212073,191.4,1106645.2733035835,1284848.7136982256,1112550.1630213377,1712701.6450317488,Prevention,1712701.6450317488,1507702.3692848291,1507702.3692848291,1507702.3692848291,8577.318778861392,49814.48628117075,49814.48628117075,1156459.7595847542,1334663.1999793963,1121127.481800199,1712701.6450317488,Prevention,1712701.6450317488,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
GUY,Guyana,L. Amer. & the Caribbean,HIC,130373.20831577366,130373.20831577366,648.44,38718.33887187421,39283.381794766945,34396.36354995057,57197.33395229622,Prevention,57197.33395229622,52149.283326309465,52149.283326309465,52149.283326309465,296.67727284337457,1723.0123211012647,1723.0123211012647,40441.351192975475,41006.39411586821,34693.04082279394,57197.33395229622,Prevention,57197.33395229622,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
HTI,Haiti,L. Amer. & the Caribbean,LMIC,1691562.418123816,1691562.418123816,534.65,386517.1895973636,411934.4483384488,345061.81767307717,691510.7165290159,Prevention,691510.7165290159,676624.9672495264,676624.9672495264,676624.9672495264,3849.319438682556,22355.68891792435,22355.68891792435,408872.87851528794,434290.1372563732,348911.13711175974,691510.7165290159,Prevention,691510.7165290159,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
HND,Honduras,L. Amer. & the Caribbean,LMIC,1979177.1515607685,1979177.1515607685,296.56,532022.726614087,606038.3512788955,519313.4302593251,852185.3109258867,Prevention,852185.3109258867,791670.8606243074,791670.8606243074,791670.8606243074,4503.815526091685,26156.805235027117,26156.805235027117,558179.5318491141,632195.1565139226,523817.24578541674,852185.3109258867,Prevention,852185.3109258867,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
JAM,Jamaica,L. Amer. & the Caribbean,UMIC,696947.8571522365,696947.8571522365,561.25,160658.83195280118,169389.17294356457,142170.39338048472,284912.28400383424,Prevention,284912.28400383424,278779.1428608946,278779.1428608946,278779.1428608946,1585.9745437356296,9210.862880123957,9210.862880123957,169869.69483292513,178600.03582368852,143756.36792422034,284912.28400383424,Prevention,284912.28400383424,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
MEX,Mexico,L. Amer. & the Caribbean,UMIC,21421730.874147315,19551613.768834252,464.38,8977212.577058932,9400086.068717005,8602420.985662859,7757060.185738035,AD-bio-CNG,9400086.068717005,7820645.507533701,7820645.507533701,7820645.507533701,44491.65229235923,258394.1275689135,258394.1275689135,9235606.704627845,9658480.196285918,8646912.637955219,7757060.185738035,AD-bio-CNG,9658480.196285918,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
NIC,Nicaragua,L. Amer. & the Caribbean,LMIC,0.0,0.0,289.35,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
PAN,Panama,L. Amer. & the Caribbean,HIC,678010.5753111525,678010.5753111525,168.98,183449.2895267059,216932.68061261933,185666.14473897585,300850.10692782607,Prevention,300850.10692782607,271204.230124461,271204.230124461,271204.230124461,1542.8808651780587,8960.58776331219,8960.58776331219,192409.87729001808,225893.2683759315,187209.02560415393,300850.10692782607,Prevention,300850.10692782607,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
PRY,Paraguay,L. Amer. & the Caribbean,UMIC,0.0,0.0,24.71,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
PER,Peru,L. Amer. & the Caribbean,UMIC,5597637.570175758,5499678.912697682,287.81,1820492.7183484235,2030686.7734932909,1788831.9293843133,2123553.9963977984,Prevention,2123553.9963977984,2199871.565079073,2199871.565079073,2199871.565079073,12515.069333734846,72683.75651021258,72683.75651021258,1893176.474858636,2103370.5300035034,1801346.9987180482,2123553.9963977984,Prevention,2123553.9963977984,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
PRI,Puerto Rico,L. Amer. & the Caribbean,HIC,905459.6580748332,778695.3059443566,660.3,220621.99455138444,223129.128532979,194106.09909337957,126227.99472631002,AD-bio-CNG,223129.128532979,311478.12237774266,311478.12237774266,311478.12237774266,1771.9990382069784,10291.237163360618,10291.237163360618,230913.23171474505,233420.3656963396,195878.09813158654,126227.99472631002,AD-bio-CNG,233420.3656963396,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
SXM,Sint Maarten (Dutch),L. Amer. & the Caribbean,HIC,7119.31913737056,6407.387223633505,,,,1511.573048211058,1523.8616013984065,Prevention,1523.8616013984065,2562.954889453402,2562.954889453402,2562.954889453402,14.580650366100402,84.6800295475404,84.6800295475404,,,1526.1536985771584,1523.8616013984065,Composting,1526.1536985771584,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
KNA,St. Kitts and Nevis,L. Amer. & the Caribbean,HIC,8976.0,,636.36,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
LCA,St. Lucia,L. Amer. & the Caribbean,UMIC,43303.7825,,650.0,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
MAF,St. Martin (French),L. Amer. & the Caribbean,HIC,4182.146212026117,,,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
VCT,St. Vincent and the Grenadines,L. Amer. & the Caribbean,UMIC,9805.068,9802.51468638419,600.0,3355.0206811134367,3442.1212261726005,3066.1285687541094,4540.524802733156,Prevention,4540.524802733156,3921.005874553676,3921.005874553676,3921.005874553676,22.306602420335864,129.55003409525347,129.55003409525347,3484.57071520869,3571.671260267854,3088.4351711744453,4540.524802733156,Prevention,4540.524802733156,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
SUR,Suriname,L. Amer. & the Caribbean,UMIC,79800.0,75810.0,374.41,16399.605693715977,18680.143123567166,15464.4819,30991.128,Prevention,30991.128,30324.0,30324.0,30324.0,172.513236,1001.9049600000002,1001.9049600000002,17401.510653715977,19682.048083567166,15636.995136000001,30991.128,Prevention,30991.128,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
TTO,Trinidad and Tobago,L. Amer. & the Caribbean,HIC,255454.9146560755,,682.11,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
TCA,Turks and Caicos Islands,L. Amer. & the Caribbean,HIC,3875.975217703568,,653.85,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
URY,Uruguay,L. Amer. & the Caribbean,HIC,512022.4423262926,512020.9919311552,110.36,242332.3139802232,270438.5686465118,246286.39748373127,280233.7991713037,Prevention,280233.7991713037,204808.3967724621,204808.3967724621,204808.3967724621,1165.1549692385368,6766.8694293621475,6766.8694293621475,249099.18340958536,277205.43807587394,247451.5524529698,280233.7991713037,Prevention,280233.7991713037,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
VEN,"Venezuela, RB",L. Amer. & the Caribbean,UMC (2019),4140950.479679504,4140950.479679504,180.43,1186687.876406405,1386732.6578521966,1196625.6988107515,1868777.161323446,Prevention,1868777.161323446,1656380.1918718016,1656380.1918718016,1656380.1918718016,9423.146911558679,54726.80153944432,54726.80153944432,1241414.6779458493,1441459.459391641,1206048.8457223102,1868777.161323446,Prevention,1868777.161323446,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
VIR,Virgin Islands (US),L. Amer. & the Caribbean,HIC,16679.19689738615,,632.35,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
DZA,Algeria,Mid. East & N. Africa,LMIC,7659125.300433826,7046395.276399119,633.65,2196391.5761629133,2236723.243290256,1970714.3853524644,3147226.495451864,Prevention,3147226.495451864,2818558.110559648,2818558.110559648,2818558.110559648,16034.777090973836,93125.15997289077,93125.15997289077,2289516.736135804,2329848.4032631465,1986749.1624434383,3147226.495451864,Prevention,3147226.495451864,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
