iso3,country,region,income_2022,ofmsw_food_green_2022_tpy,ofmsw_food_green_2022_to_landfill_dump_uncollected_tpy,electricity_carbon_intensity_2022_gco2_kwh,ad_screen_net_gwp100_benefit_tco2e,bio_cng_screen_net_gwp100_benefit_tco2e,compost_screen_net_gwp100_benefit_tco2e,prevention_screen_net_gwp100_benefit_tco2e,best_four_pathway_screen,best_four_pathway_benefit_tco2e,ad_screen_diverted_ofmsw_tpy,bio_cng_screen_diverted_ofmsw_tpy,compost_screen_diverted_ofmsw_tpy,compost_nutrient_credit_tco2e,ad_electricity_nutrient_credit_tco2e,bio_cng_nutrient_credit_tco2e,ad_screen_net_gwp100_benefit_with_nutrients_tco2e,bio_cng_screen_net_gwp100_benefit_with_nutrients_tco2e,compost_screen_net_gwp100_benefit_with_nutrients_tco2e,prevention_screen_net_gwp100_benefit_with_nutrients_tco2e,best_four_pathway_with_nutrients,best_four_pathway_with_nutrients_benefit_tco2e,nutrient_credit_assumption_note,nutrient_credit_factor_sources
FIN,Finland,Eur. & Cent. Asia,HIC,931515.11756096,3416.6539312357486,129.97,1827.9572141794445,2009.2113731757004,1849.2528770456508,1854.7533964917711,AD-bio-CNG,2009.2113731757004,1366.6615724942994,1366.6615724942994,1366.6615724942994,7.7749376859200705,45.15449835521166,45.15449835521166,1873.1117125346561,2054.365871530912,1857.027814731571,1854.7533964917711,AD-bio-CNG,2054.365871530912,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
FRA,France,Eur. & Cent. Asia,HIC,9266871.022858456,2360639.575155856,78.55,1253158.2486410604,1389796.0552406055,1277092.381523899,1163179.782355882,AD-bio-CNG,1389796.0552406055,944255.8300623423,944255.8300623423,944255.8300623423,5371.871417224666,31198.21262525979,31198.21262525979,1284356.4612663202,1420994.2678658653,1282464.2529411237,1163179.782355882,AD-bio-CNG,1420994.2678658653,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
GEO,Georgia,Eur. & Cent. Asia,UMIC,553306.6156381388,553306.6156381388,167.02,216784.61836073973,244211.4333648082,218676.11431586448,279095.29336879146,Prevention,279095.29336879146,221322.64625525556,221322.64625525556,221322.64625525556,1259.104534546149,7312.500232273644,7312.500232273644,224097.11859301338,251523.93359708186,219935.21885041063,279095.29336879146,Prevention,279095.29336879146,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
DEU,Germany,Eur. & Cent. Asia,HIC,17636664.102796208,245569.7611447904,419.74,134122.45023459222,140463.8001502056,130247.74561358536,140465.90337482013,Prevention,140465.90337482013,98227.90445791616,98227.90445791616,98227.90445791616,558.818548461085,3245.4499632895504,3245.4499632895504,137367.90019788177,143709.25011349516,130806.56416204644,140465.90337482013,AD-bio-CNG,143709.25011349516,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
GIB,Gibraltar,Eur. & Cent. Asia,HIC,4646.384595128288,,571.43,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
GRC,Greece,Eur. & Cent. Asia,HIC,2329954.4460773286,1810374.6046020845,376.81,588928.2655838598,642980.2034770948,566267.0725734861,838565.5168516857,Prevention,838565.5168516857,724149.8418408339,724149.8418408339,724149.8418408339,4119.688450232505,23925.910774421154,23925.910774421154,612854.1763582809,666906.114251516,570386.7610237186,838565.5168516857,Prevention,838565.5168516857,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
GRL,Greenland,Eur. & Cent. Asia,HIC,0.0,0.0,111.11,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
HUN,Hungary,Eur. & Cent. Asia,HIC,724708.2999999999,366137.127326,228.9,194664.84360165056,210685.02595465517,194195.4709624371,209430.43683047197,AD-bio-CNG,210685.02595465517,146454.85093040002,146454.85093040002,146454.85093040002,833.1816469430457,4838.868274740416,4838.868274740416,199503.71187639097,215523.89422939558,195028.65260938014,209430.43683047197,AD-bio-CNG,215523.89422939558,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
ISL,Iceland,Eur. & Cent. Asia,HIC,0.0,0.0,27.68,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
IRL,Ireland,Eur. & Cent. Asia,HIC,972147.9833193755,162543.1428109996,331.16,99456.98852595984,105007.20400440406,97986.01067222284,52726.42894199473,AD-bio-CNG,105007.20400440406,65017.25712439984,65017.25712439984,65017.25712439984,369.88317578071064,2148.1701753901707,2148.1701753901707,101605.15870135001,107155.37417979423,98355.89384800354,52726.42894199473,AD-bio-CNG,107155.37417979423,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
IMN,Isle of Man,Eur. & Cent. Asia,HIC,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
ITA,Italy,Eur. & Cent. Asia,HIC,10080804.57,2231202.563042074,377.84,1023825.914982907,1090226.480108224,995722.4780065432,1182405.341357395,Prevention,1182405.341357395,892481.0252168296,892481.0252168296,892481.0252168296,5077.324552458544,29487.57307316405,29487.57307316405,1053313.488056071,1119714.0531813882,1000799.8025590018,1182405.341357395,Prevention,1182405.341357395,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
KAZ,Kazakhstan,Eur. & Cent. Asia,UMIC,1205519.0515353277,1071465.7267506146,831.01,385523.0778288601,371786.3660372901,335143.7646703246,496302.92463088466,Prevention,496302.92463088466,428586.2907002459,428586.2907002459,428586.2907002459,2438.227407793699,14160.491044736124,14160.491044736124,399683.5688735962,385946.8570820262,337581.9920781183,496302.92463088466,Prevention,496302.92463088466,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
XKX,Kosovo,Eur. & Cent. Asia,UMIC,210420.00000000003,204960.0000000001,945.01,75521.33623012065,70698.20047909571,64109.4384,94937.47200000002,Prevention,94937.47200000002,81984.00000000004,81984.00000000004,81984.00000000004,466.4069760000002,2708.7513600000016,2708.7513600000016,78230.08759012065,73406.95183909571,64575.845376,94937.47200000002,Prevention,94937.47200000002,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
KGZ,Kyrgyz Republic,Eur. & Cent. Asia,LMIC,634065.9502176,634065.9502176,146.89,158629.58354277586,191258.85133777765,161766.7096152154,275417.9586641185,Prevention,275417.9586641185,253626.38008704,253626.38008704,253626.38008704,1442.8804763151707,8379.815598075802,8379.815598075802,167009.39914085166,199638.66693585346,163209.59009153055,275417.9586641185,Prevention,275417.9586641185,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
LVA,Latvia,Eur. & Cent. Asia,HIC,288354.93693484546,151469.20250485567,135.19,79381.59634208916,87342.77477847323,80265.62843807107,86604.32289353778,AD-bio-CNG,87342.77477847323,60587.68100194227,60587.68100194227,60587.68100194227,344.6833172200496,2001.816980304173,2001.816980304173,81383.41332239333,89344.5917587774,80610.31175529113,86604.32289353778,AD-bio-CNG,89344.5917587774,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
LIE,Liechtenstein,Eur. & Cent. Asia,HIC,10502.1336,,,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
LTU,Lithuania,Eur. & Cent. Asia,HIC,458579.4000000001,62550.23016000001,180.69,20323.082380057564,23343.287378630583,20471.9606385624,25505.39681701993,Prevention,25505.39681701993,25020.092064000004,25020.092064000004,25020.092064000004,142.33930375209604,826.6638417945602,826.6638417945602,21149.746221852125,24169.951220425144,20614.299942314494,25505.39681701993,Prevention,25505.39681701993,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
LUX,Luxembourg,Eur. & Cent. Asia,HIC,147067.63397839235,,140.5,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
MDA,Moldova,Eur. & Cent. Asia,UMIC,432587.3863270952,406199.5557611424,647.28,125004.05837908592,126808.817996423,111574.0130919455,117504.57278865617,AD-bio-CNG,126808.817996423,162479.82230445696,162479.82230445696,162479.82230445696,924.3477090900557,5368.3333289392585,5368.3333289392585,130372.39170802518,132177.15132536224,112498.36080103555,117504.57278865617,AD-bio-CNG,132177.15132536224,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
MCO,Monaco,Eur. & Cent. Asia,HIC,0.0,,,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
MNE,Montenegro,Eur. & Cent. Asia,UMIC,124907.6642607033,119652.80069702394,483.38,41677.78702152837,44052.094179844,39211.43060616372,48593.026805134374,Prevention,48593.026805134374,47861.120278809576,47861.120278809576,47861.120278809576,272.2819132661477,1581.3314140118682,1581.3314140118682,43259.11843554024,45633.42559385587,39483.712519429864,48593.026805134374,Prevention,48593.026805134374,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
NLD,Netherlands,Eur. & Cent. Asia,HIC,2837429.9999999995,40001.99999999995,325.61,22267.917361101572,23654.690384645022,21922.772779999978,20972.46371681414,AD-bio-CNG,23654.690384645022,16000.79999999998,16000.79999999998,16000.79999999998,91.02855119999988,528.6664319999993,528.6664319999993,22796.58379310157,24183.35681664502,22013.80133119998,20972.46371681414,AD-bio-CNG,24183.35681664502,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
MKD,North Macedonia,Eur. & Cent. Asia,UMIC,395506.4947055508,394319.97522143414,624.58,121496.41931852036,124089.45174402652,109139.07986360427,175548.87992961425,Prevention,175548.87992961425,157727.99008857366,157727.99008857366,157727.99008857366,897.3145356138955,5211.332792526474,5211.332792526474,126707.75211104684,129300.784536553,110036.39439921817,175548.87992961425,Prevention,175548.87992961425,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
NOR,Norway,Eur. & Cent. Asia,HIC,1349068.6536326169,48362.71420357193,29.64,27566.754632922923,30588.32838073819,28236.776746948057,20418.84166632959,AD-bio-CNG,30588.32838073819,19345.085681428773,19345.085681428773,19345.085681428773,110.0541924416483,639.1616309144066,639.1616309144066,28205.91626383733,31227.490011652597,28346.830939389703,20418.84166632959,AD-bio-CNG,31227.490011652597,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
POL,Poland,Eur. & Cent. Asia,HIC,4608423.59589,1755809.3900340905,732.48,1050019.5820810515,1043764.5599525796,980604.382081412,869529.4183759743,AD-electricity,1050019.5820810515,702323.7560136362,702323.7560136362,702323.7560136362,3995.5198479615765,23204.776898690543,23204.776898690543,1073224.358979742,1066969.3368512702,984599.9019293736,869529.4183759743,AD-electricity,1073224.358979742,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
PRT,Portugal,Eur. & Cent. Asia,HIC,2160428.335104,1274652.7177113595,225.34,680140.816285228,736339.1064275283,678851.459037,691438.2990343983,AD-bio-CNG,736339.1064275283,509861.08708454383,509861.08708454383,509861.08708454383,2900.5997244239697,16845.81031727333,16845.81031727333,696986.6266025014,753184.9167448017,681752.0587614239,691438.2990343983,AD-bio-CNG,753184.9167448017,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
ROU,Romania,Eur. & Cent. Asia,HIC,3243655.8,2569672.824689526,297.77,820505.3172345078,916311.6545631256,803767.9628346369,1190272.4523961886,Prevention,1190272.4523961886,1027869.1298758104,1027869.1298758104,1027869.1298758104,5847.547479863486,33960.796051096775,33960.796051096775,854466.1132856045,950272.4506142223,809615.5103145004,1190272.4523961886,Prevention,1190272.4523961886,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
RUS,Russian Federation,Eur. & Cent. Asia,UMIC,18346960.000000004,16686239.999999998,436.33,7233594.03971507,7638472.118028007,6949283.428800001,7304954.040960001,AD-bio-CNG,7638472.118028007,6674496.0,6674496.0,6674496.0,37971.207744,220525.34784,220525.34784,7454119.38755507,7858997.465868007,6987254.636544,7304954.040960001,AD-bio-CNG,7858997.465868007,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
SMR,San Marino,Eur. & Cent. Asia,HIC,0.0,,,,,,,,,,,,,,,,,,,,,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
SRB,Serbia,Eur. & Cent. Asia,UMIC,1163047.0458371218,944856.5210031325,710.68,331331.54134966736,329900.9206447442,295541.6712045697,437657.54052865086,Prevention,437657.54052865086,377942.608401253,377942.608401253,377942.608401253,2150.1154991947283,12487.2237815774,12487.2237815774,343818.7651312448,342388.1444263216,297691.7867037644,437657.54052865086,Prevention,437657.54052865086,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
SVK,Slovak Republic,Eur. & Cent. Asia,HIC,1493779.1611913927,587505.7130312454,142.05,180643.1506373369,211143.59321029676,183765.91197904325,272132.64627607283,Prevention,272132.64627607283,235002.28521249816,235002.28521249816,235002.28521249816,1336.928000573902,7764.475503420939,7764.475503420939,188407.62614075784,218908.06871371772,185102.83997961716,272132.64627607283,Prevention,272132.64627607283,Conservative screening nutrient credit; phosphate treated as reported kg phosphate; not central manuscript result.,N=generic_screening_default; P=generic_screening_default; K=generic_screening_default; compost_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; compost_K=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_N=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_P=ecoinvent_3.12_cutoff_ecoinvent_documentation; digestate_K=ecoinvent_3.12_cutoff_ecoinvent_documentation
