iso3,country,region,income_2022,ofmsw_food_green_2022_tpy,ofmsw_food_green_2022_to_landfill_dump_uncollected_tpy,electricity_carbon_intensity_2022_gco2_kwh,ad_screen_net_gwp100_benefit_tco2e,compost_screen_net_gwp100_benefit_tco2e,prevention_screen_net_gwp100_benefit_tco2e,best_three_pathway_screen,best_three_pathway_benefit_tco2e
CPV,Cabo Verde,Sub-Saharan Africa,LMIC,31360.616952048054,31235.174484239866,480.0,8772.758332654204,6582.289927462788,13029.960016172545,Prevention,13029.960016172545
CMR,Cameroon,Sub-Saharan Africa,LMIC,5004000.000000001,,280.98,,,,,
CAF,Central African Republic,Sub-Saharan Africa,LIC,0.0,,0.0,,,,,
TCD,Chad,Sub-Saharan Africa,LIC,715874.1867518951,,615.39,,,,,
COM,Comoros,Sub-Saharan Africa,LMIC,53889.45013919919,,642.86,,,,,
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,LIC,0.0,0.0,26.78,,,,,
COG,"Congo, Rep.",Sub-Saharan Africa,LMIC,0.0,0.0,707.07,,,,,
CIV,Côte d’Ivoire,Sub-Saharan Africa,LMIC,0.0,,413.16,,,,,
GNQ,Equatorial Guinea,Sub-Saharan Africa,UMIC,0.0,,602.65,,,,,
ERI,Eritrea,Sub-Saharan Africa,LIC,0.0,,590.91,,,,,
SWZ,Eswatini,Sub-Saharan Africa,LMIC,141043.57934619678,99568.63251767145,127.27,32002.773925475136,30151.373299001258,46120.1905821854,Prevention,46120.1905821854
ETH,Ethiopia,Sub-Saharan Africa,LIC,3455421.1343153585,3260690.3165243687,23.55,773051.3018721438,761832.3500018027,1397566.808790034,Prevention,1397566.808790034
GAB,Gabon,Sub-Saharan Africa,UMIC,0.0,0.0,429.47,,,,,
GMB,"Gambia, The",Sub-Saharan Africa,LIC,0.0,0.0,666.67,,,,,
GHA,Ghana,Sub-Saharan Africa,LMIC,0.0,,469.42,,,,,
GIN,Guinea,Sub-Saharan Africa,LMIC,909551.5596418828,864073.9816597886,185.0,285013.5929837698,261658.88312621717,400239.0683048141,Prevention,400239.0683048141
GNB,Guinea-Bissau,Sub-Saharan Africa,LIC,0.0,,625.0,,,,,
KEN,Kenya,Sub-Saharan Africa,LMIC,2114475.575000574,2114462.5835842025,109.57,601084.9260986774,567236.1098038922,942886.3438376648,Prevention,942886.3438376648
LSO,Lesotho,Sub-Saharan Africa,LMIC,0.0,,20.83,,,,,
LBR,Liberia,Sub-Saharan Africa,LIC,0.0,0.0,435.9,,,,,
MDG,Madagascar,Sub-Saharan Africa,LIC,1657322.569750219,,477.27,,,,,
MWI,Malawi,Sub-Saharan Africa,LIC,2804887.8073576377,1963421.4651503465,54.65,610240.0195944494,594563.2880768279,909456.8226576404,Prevention,909456.8226576404
MLI,Mali,Sub-Saharan Africa,LIC,299098.23514080176,,391.71,,,,,
MRT,Mauritania,Sub-Saharan Africa,LMIC,0.0,0.0,481.71,,,,,
MUS,Mauritius,Sub-Saharan Africa,UMIC,227511.84,218411.3664,615.39,101618.54068136,81981.434416128,36363.06571264,AD,101618.54068136
MOZ,Mozambique,Sub-Saharan Africa,LIC,2398467.2689758968,2362490.2599412585,127.81,502485.40062778606,458370.360233803,965786.0182639866,Prevention,965786.0182639866
NAM,Namibia,Sub-Saharan Africa,UMIC,0.0,,45.46,,,,,
NER,Niger,Sub-Saharan Africa,LIC,1206736.0366341062,,683.54,,,,,
NGA,Nigeria,Sub-Saharan Africa,LMIC,22768015.511437755,,497.37,,,,,
RWA,Rwanda,Sub-Saharan Africa,LIC,0.0,,288.46,,,,,
SEN,Senegal,Sub-Saharan Africa,LMIC,372753.5093200422,355234.09438200033,550.28,120436.45133353784,91876.97829873134,156696.92743672951,Prevention,156696.92743672951
SYC,Seychelles,Sub-Saharan Africa,HIC,20534.306774560144,19651.331583254057,564.52,8990.266935640344,7369.490416481805,9811.833882583684,Prevention,9811.833882583684
SLE,Sierra Leone,Sub-Saharan Africa,LIC,0.0,,50.0,,,,,
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa,LIC,0.0,,523.81,,,,,
ZAF,South Africa,Sub-Saharan Africa,UMIC,2376400.7906457195,2177258.404389608,729.02,810032.1959869853,578131.9345262734,967913.3651677726,Prevention,967913.3651677726
SSD,South Sudan,Sub-Saharan Africa,LIC,0.0,,647.06,,,,,
SDN,Sudan,Sub-Saharan Africa,LIC,3000527.897391508,2822296.5402864525,204.41,720207.581363794,635921.3567212921,1197924.516656559,Prevention,1197924.516656559
STP,São Tomé and Príncipe,Sub-Saharan Africa,LMIC,14552.536892105829,,555.56,,,,,
TZA,Tanzania,Sub-Saharan Africa,LMIC,5716757.1726391325,5288000.384691197,349.27,1295816.7496649546,1025977.8346377866,2161734.5572617617,Prevention,2161734.5572617617
TGO,Togo,Sub-Saharan Africa,LIC,133051.11443360322,,477.78,,,,,
UGA,Uganda,Sub-Saharan Africa,LIC,8549010.838719517,,57.39,,,,,
ZMB,Zambia,Sub-Saharan Africa,LMIC,2219893.92486,2086700.2893684,111.97,666030.6558518417,631894.581626539,966559.5740354428,Prevention,966559.5740354428
ZWE,Zimbabwe,Sub-Saharan Africa,LMIC,1191129.0248191382,,297.54,,,,,
iso3c,country_name,region_id,income_id_2022,,,,,,,,
