iso3,country,best_four_pathway_screen,scenario,mitigation_potential_score,readiness_score,opportunity_readiness_class,central_opportunity_readiness_class
SRB,Serbia,Prevention,Economic-capacity-heavy,0.6739880995643427,0.7364464292149653,Immediate priority,Immediate priority
SVK,Slovak Republic,Prevention,Economic-capacity-heavy,0.615425720452251,0.8294659138630573,No-regret / complementary,No-regret / complementary
SVN,Slovenia,AD-bio-CNG,Economic-capacity-heavy,0.3135854722265407,0.8064096670856037,No-regret / complementary,No-regret / complementary
ESP,Spain,AD-bio-CNG,Economic-capacity-heavy,0.9162042117085974,0.7818060212603524,Immediate priority,Immediate priority
SWE,Sweden,Prevention,Economic-capacity-heavy,0.2267739785944709,0.9160467651291487,No-regret / complementary,No-regret / complementary
CHE,Switzerland,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
TJK,Tajikistan,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
TKM,Turkmenistan,Prevention,Economic-capacity-heavy,0.4212738369990971,0.7016867357762026,No-regret / complementary,No-regret / complementary
TUR,Türkiye,Prevention,Economic-capacity-heavy,1.0,0.7611433037851495,Immediate priority,Immediate priority
UKR,Ukraine,Prevention,Economic-capacity-heavy,0.8799563135861703,0.5620237746845317,Strategic build-out,Strategic build-out
GBR,United Kingdom,AD-bio-CNG,Economic-capacity-heavy,0.6772335707540755,0.8684778569588213,Immediate priority,Immediate priority
UZB,Uzbekistan,AD-electricity,Economic-capacity-heavy,0.7825844356431367,0.38560735085020476,Strategic build-out,Strategic build-out
ATG,Antigua and Barbuda,Prevention,Economic-capacity-heavy,0.0928201577206545,0.8620682770735449,No-regret / complementary,No-regret / complementary
ARG,Argentina,AD-bio-CNG,Economic-capacity-heavy,0.946518227649086,0.6734548315521657,Immediate priority,Immediate priority
ABW,Aruba,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
BHS,"Bahamas, The",,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
BRB,Barbados,Prevention,Economic-capacity-heavy,0.4344271524599532,0.8828907806083566,No-regret / complementary,No-regret / complementary
BLZ,Belize,Prevention,Economic-capacity-heavy,0.2847988276354339,0.7118649041178724,No-regret / complementary,No-regret / complementary
BOL,Bolivia,Prevention,Economic-capacity-heavy,0.7598000137893943,0.5973826356713235,Strategic build-out,Immediate priority
BRA,Brazil,Prevention,Economic-capacity-heavy,1.0,0.79152603537776,Immediate priority,Immediate priority
VGB,British Virgin Islands,Prevention,Economic-capacity-heavy,0.0,0.8475590930771233,No-regret / complementary,No-regret / complementary
CYM,Cayman Islands,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
CHL,Chile,Prevention,Economic-capacity-heavy,0.898697058909988,0.9381824055352757,Immediate priority,Immediate priority
COL,Colombia,Prevention,Economic-capacity-heavy,0.9465198742433693,0.7766073111941006,Immediate priority,Immediate priority
CRI,Costa Rica,Prevention,Economic-capacity-heavy,0.6480993632847455,0.7895015403101382,No-regret / complementary,No-regret / complementary
CUB,Cuba,Prevention,Economic-capacity-heavy,0.7975813786761158,0.712963005065918,Immediate priority,Immediate priority
CUW,Curaçao,Prevention,Economic-capacity-heavy,0.2893420181796118,0.821418997928124,No-regret / complementary,No-regret / complementary
DMA,Dominica,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
DOM,Dominican Republic,Prevention,Economic-capacity-heavy,0.7876778392219946,0.7443346519559315,Immediate priority,Immediate priority
ECU,Ecuador,AD-bio-CNG,Economic-capacity-heavy,0.7592807075460002,0.5256801831516776,Strategic build-out,Strategic build-out
SLV,El Salvador,Prevention,Economic-capacity-heavy,0.6166381269606427,0.7701251462763619,No-regret / complementary,No-regret / complementary
GRD,Grenada,Prevention,Economic-capacity-heavy,0.1162492926359981,0.6651817811909393,No-regret / complementary,No-regret / complementary
GTM,Guatemala,Prevention,Economic-capacity-heavy,0.8421506656727251,0.73727375937239,Immediate priority,Immediate priority
GUY,Guyana,Prevention,Economic-capacity-heavy,0.4231809166348365,0.8401111063727822,No-regret / complementary,No-regret / complementary
HTI,Haiti,Prevention,Economic-capacity-heavy,0.7303682941091787,0.5247135819568719,Strategic build-out,Strategic build-out
HND,Honduras,Prevention,Economic-capacity-heavy,0.7561185627674006,0.6189621943886441,Immediate priority,Immediate priority
JAM,Jamaica,Prevention,Economic-capacity-heavy,0.6210819254046938,0.7122470106482934,No-regret / complementary,No-regret / complementary
MEX,Mexico,AD-bio-CNG,Economic-capacity-heavy,1.0,0.6759684575825798,Immediate priority,Immediate priority
NIC,Nicaragua,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
PAN,Panama,Prevention,Economic-capacity-heavy,0.627790578397945,0.8706272666286647,No-regret / complementary,No-regret / complementary
PRY,Paraguay,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
PER,Peru,Prevention,Economic-capacity-heavy,0.8686519904077512,0.7886425458937995,Immediate priority,Immediate priority
PRI,Puerto Rico,AD-bio-CNG,Economic-capacity-heavy,0.590955585695927,0.7197591268031133,No-regret / complementary,No-regret / complementary
SXM,Sint Maarten (Dutch),Prevention,Economic-capacity-heavy,0.0,0.8720707655339657,No-regret / complementary,No-regret / complementary
KNA,St. Kitts and Nevis,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
LCA,St. Lucia,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
MAF,St. Martin (French),,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
VCT,St. Vincent and the Grenadines,Prevention,Economic-capacity-heavy,0.1109287436239665,0.6734853684164303,No-regret / complementary,No-regret / complementary
SUR,Suriname,Prevention,Economic-capacity-heavy,0.3476518968644992,0.7396950604652854,No-regret / complementary,No-regret / complementary
TTO,Trinidad and Tobago,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
TCA,Turks and Caicos Islands,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
URY,Uruguay,Prevention,Economic-capacity-heavy,0.619041244809349,0.9464388640287085,No-regret / complementary,No-regret / complementary
VEN,"Venezuela, RB",Prevention,Economic-capacity-heavy,0.8528996678767579,0.7636647070885967,Immediate priority,Immediate priority
VIR,Virgin Islands (US),,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
DZA,Algeria,Prevention,Economic-capacity-heavy,0.9171427097360412,0.5705000981946906,Strategic build-out,Immediate priority
BHR,Bahrain,Prevention,Economic-capacity-heavy,0.5842545571762999,0.9140705558509739,No-regret / complementary,No-regret / complementary
DJI,Djibouti,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
EGY,"Egypt, Arab Rep.",Prevention,Economic-capacity-heavy,0.9776113379481404,0.571499674686522,Strategic build-out,Immediate priority
IRN,"Iran, Islamic Rep.",Prevention,Economic-capacity-heavy,0.9896561617484902,0.5189383193356367,Strategic build-out,Strategic build-out
IRQ,Iraq,Prevention,Economic-capacity-heavy,0.9841999711844832,0.8015927208987271,Immediate priority,Immediate priority
ISR,Israel,Prevention,Economic-capacity-heavy,0.7673908948849708,0.8742272388985264,Immediate priority,Immediate priority
JOR,Jordan,Prevention,Economic-capacity-heavy,0.7456060955080249,0.6182818269786777,Immediate priority,Immediate priority
KWT,Kuwait,Prevention,Economic-capacity-heavy,0.7435934767697168,0.9170172488786049,Immediate priority,Immediate priority
LBN,Lebanon,Prevention,Economic-capacity-heavy,0.7211903045987212,0.5853203723889873,Strategic build-out,Immediate priority
LBY,Libya,Prevention,Economic-capacity-heavy,0.801717019329384,0.7005033341761144,Immediate priority,Immediate priority
MLT,Malta,Prevention,Economic-capacity-heavy,0.3905169035703643,0.9103375155864268,No-regret / complementary,No-regret / complementary
MAR,Morocco,Prevention,Economic-capacity-heavy,0.878053133864097,0.5643244256283402,Strategic build-out,Immediate priority
OMN,Oman,Prevention,Economic-capacity-heavy,0.6264502355441236,0.9386324517003353,No-regret / complementary,No-regret / complementary
QAT,Qatar,Prevention,Economic-capacity-heavy,0.6462946226760945,0.9625,No-regret / complementary,No-regret / complementary
SAU,Saudi Arabia,Prevention,Economic-capacity-heavy,0.9663949349641404,0.9093671242778545,Immediate priority,Immediate priority
SYR,Syrian Arab Republic,Prevention,Economic-capacity-heavy,0.7720631290436955,0.4363809985065762,Strategic build-out,Strategic build-out
TUN,Tunisia,Prevention,Economic-capacity-heavy,0.742717135066421,0.5618602479553026,Strategic build-out,Strategic build-out
ARE,United Arab Emirates,Prevention,Economic-capacity-heavy,0.6985978286262401,0.9132326647340121,Immediate priority,Immediate priority
PSE,West Bank and Gaza,Prevention,Economic-capacity-heavy,0.6425957067011554,0.6932967045904861,No-regret / complementary,No-regret / complementary
YEM,"Yemen, Rep.",Prevention,Economic-capacity-heavy,0.8312501332770891,0.36060219252569126,Strategic build-out,Strategic build-out
BMU,Bermuda,Prevention,Economic-capacity-heavy,0.0,0.925,No-regret / complementary,No-regret / complementary
CAN,Canada,Prevention,Economic-capacity-heavy,0.8876511771333476,0.9059852574424807,Immediate priority,Immediate priority
USA,United States,AD-bio-CNG,Economic-capacity-heavy,1.0,0.8725345097274476,Immediate priority,Immediate priority
AFG,Afghanistan,Prevention,Economic-capacity-heavy,0.6824331593964805,0.43319595003872724,Strategic build-out,Strategic build-out
BGD,Bangladesh,Prevention,Economic-capacity-heavy,0.8673050069749466,0.6066366830473013,Immediate priority,Immediate priority
BTN,Bhutan,Prevention,Economic-capacity-heavy,0.1938297859131287,0.5737785600924491,Longer-term / local fit,No-regret / complementary
IND,India,Prevention,Economic-capacity-heavy,1.0,0.5413224896024706,Strategic build-out,Strategic build-out
MDV,Maldives,Prevention,Economic-capacity-heavy,0.4142990952635595,0.7573105207634885,No-regret / complementary,No-regret / complementary
NPL,Nepal,Prevention,Economic-capacity-heavy,0.6862687510723511,0.5400656700445193,Strategic build-out,Strategic build-out
PAK,Pakistan,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
LKA,Sri Lanka,Prevention,Economic-capacity-heavy,0.7043027714971855,0.5112740520056653,Strategic build-out,Strategic build-out
AGO,Angola,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
BEN,Benin,Prevention,Economic-capacity-heavy,0.6146299650082516,0.47995418161515,Longer-term / local fit,Longer-term / local fit
BWA,Botswana,Prevention,Economic-capacity-heavy,0.2610730465966596,0.7555609740241434,No-regret / complementary,No-regret / complementary
BFA,Burkina Faso,Prevention,Economic-capacity-heavy,0.4065474638332826,0.37190275798284744,Longer-term / local fit,Longer-term / local fit
BDI,Burundi,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
CPV,Cabo Verde,Prevention,Economic-capacity-heavy,0.2408610714130485,0.5681286922499448,Longer-term / local fit,No-regret / complementary
CMR,Cameroon,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
CAF,Central African Republic,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
TCD,Chad,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
COM,Comoros,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
COD,"Congo, Dem. Rep.",,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
COG,"Congo, Rep.",,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
CIV,Côte d’Ivoire,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
GNQ,Equatorial Guinea,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
ERI,Eritrea,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
SWZ,Eswatini,Prevention,Economic-capacity-heavy,0.3966503327115631,0.5158533545478028,Longer-term / local fit,Longer-term / local fit
ETH,Ethiopia,Prevention,Economic-capacity-heavy,0.8170888839471673,0.38613815711214977,Strategic build-out,Strategic build-out
GAB,Gabon,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
GMB,"Gambia, The",,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
GHA,Ghana,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
GIN,Guinea,Prevention,Economic-capacity-heavy,0.6629725749981942,0.49462934305562056,Longer-term / local fit,Longer-term / local fit
GNB,Guinea-Bissau,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
KEN,Kenya,Prevention,Economic-capacity-heavy,0.7685843886382454,0.5243466946199601,Strategic build-out,Strategic build-out
LSO,Lesotho,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
LBR,Liberia,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
MDG,Madagascar,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
MWI,Malawi,Prevention,Economic-capacity-heavy,0.7641352445087537,0.3359375,Strategic build-out,Strategic build-out
MLI,Mali,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
MRT,Mauritania,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
MUS,Mauritius,AD-bio-CNG,Economic-capacity-heavy,0.4823959358810789,0.5474961717355585,Longer-term / local fit,Longer-term / local fit
MOZ,Mozambique,Prevention,Economic-capacity-heavy,0.7715419881928725,0.385035775869863,Strategic build-out,Strategic build-out
NAM,Namibia,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
NER,Niger,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
NGA,Nigeria,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
RWA,Rwanda,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
SEN,Senegal,Prevention,Economic-capacity-heavy,0.5473940916163427,0.5499257341498538,Longer-term / local fit,Longer-term / local fit
SYC,Seychelles,Prevention,Economic-capacity-heavy,0.2058994176029729,0.8692434235522533,No-regret / complementary,No-regret / complementary
SLE,Sierra Leone,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
SOM,"Somalia, Fed. Rep.",,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
ZAF,South Africa,Prevention,Economic-capacity-heavy,0.771813175989036,0.755004105067701,Immediate priority,Immediate priority
SSD,South Sudan,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
SDN,Sudan,Prevention,Economic-capacity-heavy,0.798090691502634,0.39131383284128957,Strategic build-out,Strategic build-out
STP,São Tomé and Príncipe,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
TZA,Tanzania,Prevention,Economic-capacity-heavy,0.8708483039272807,0.4658590268304159,Strategic build-out,Strategic build-out
TGO,Togo,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
UGA,Uganda,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
ZMB,Zambia,Prevention,Economic-capacity-heavy,0.7716406678116028,0.542417507240138,Strategic build-out,Strategic build-out
ZWE,Zimbabwe,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
ASM,American Samoa,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
AUS,Australia,AD-bio-CNG,Infrastructure-heavy,0.9451936824048736,0.8176263457327316,Immediate priority,Immediate priority
BRN,Brunei Darussalam,AD-electricity,Infrastructure-heavy,0.3946121553771129,0.32467247914125924,Longer-term / local fit,Longer-term / local fit
KHM,Cambodia,Prevention,Infrastructure-heavy,0.7891204840453387,0.5489925848340752,Strategic build-out,Strategic build-out
CHN,China,Prevention,Infrastructure-heavy,1.0,0.6728360774799244,Immediate priority,Immediate priority
FJI,Fiji,Prevention,Infrastructure-heavy,0.3430324819031734,0.6491724312855406,No-regret / complementary,No-regret / complementary
PYF,French Polynesia,Prevention,Infrastructure-heavy,0.208906926979552,0.8337696240865767,No-regret / complementary,No-regret / complementary
GUM,Guam,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
HKG,"Hong Kong SAR, China",AD-bio-CNG,Infrastructure-heavy,0.6965509574755353,0.804227241287714,Immediate priority,Immediate priority
IDN,Indonesia,Prevention,Infrastructure-heavy,1.0,0.7001696778348313,Immediate priority,Immediate priority
JPN,Japan,Prevention,Infrastructure-heavy,0.4192427209499342,0.9343472022162654,No-regret / complementary,No-regret / complementary
KIR,Kiribati,Prevention,Infrastructure-heavy,0.1042019922815948,0.6152655753798866,No-regret / complementary,No-regret / complementary
KOR,"Korea, Rep.",Prevention,Infrastructure-heavy,0.637981576646601,0.875040474025349,No-regret / complementary,No-regret / complementary
LAO,Lao PDR,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
MAC,"Macao SAR, China",,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
MYS,Malaysia,Prevention,Infrastructure-heavy,0.9182241651254056,0.7350914047044855,Immediate priority,Immediate priority
MHL,Marshall Islands,Prevention,Infrastructure-heavy,0.0,0.6863273014088697,No-regret / complementary,No-regret / complementary
FSM,"Micronesia, Fed. Sts.",Prevention,Infrastructure-heavy,0.0153479024780708,0.4774581565943721,Longer-term / local fit,Longer-term / local fit
MNG,Mongolia,Prevention,Infrastructure-heavy,0.5771760550574917,0.6088652194326101,No-regret / complementary,No-regret / complementary
MMR,Myanmar,AD-bio-CNG,Infrastructure-heavy,0.8398357970490514,0.380195208355103,Strategic build-out,Strategic build-out
NRU,Nauru,Prevention,Infrastructure-heavy,0.0,0.9230098109739883,No-regret / complementary,No-regret / complementary
NCL,New Caledonia,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
NZL,New Zealand,AD-bio-CNG,Infrastructure-heavy,0.5737778870953206,0.6529955426063977,No-regret / complementary,No-regret / complementary
MNP,Northern Mariana Islands,Prevention,Infrastructure-heavy,0.0158560664590792,0.7655052361568967,No-regret / complementary,No-regret / complementary
PLW,Palau,Prevention,Infrastructure-heavy,0.0401310503180615,0.8044433509773317,No-regret / complementary,No-regret / complementary
PNG,Papua New Guinea,Prevention,Infrastructure-heavy,0.6178051524036267,0.5072728899498168,Longer-term / local fit,Longer-term / local fit
PHL,Philippines,Prevention,Infrastructure-heavy,0.9467666060743666,0.5685726497081879,Strategic build-out,Strategic build-out
WSM,Samoa,Prevention,Infrastructure-heavy,0.0906264633694502,0.6691330308109454,No-regret / complementary,No-regret / complementary
SGP,Singapore,AD-bio-CNG,Infrastructure-heavy,0.1486560822700873,0.9791666666666666,No-regret / complementary,No-regret / complementary
SLB,Solomon Islands,Prevention,Infrastructure-heavy,0.442599888067506,0.5081041736655534,Longer-term / local fit,Longer-term / local fit
TWN,"Taiwan, China",AD-bio-CNG,Infrastructure-heavy,0.3330537932584356,0.8333333333333334,No-regret / complementary,No-regret / complementary
THA,Thailand,Prevention,Infrastructure-heavy,0.9711303440645884,0.7641480423590766,Immediate priority,Immediate priority
TLS,Timor-Leste,Prevention,Infrastructure-heavy,0.4176073680851568,0.47619974278069693,Longer-term / local fit,Longer-term / local fit
TON,Tonga,Prevention,Infrastructure-heavy,0.0,0.7251461684838003,No-regret / complementary,No-regret / complementary
TUV,Tuvalu,Prevention,Infrastructure-heavy,0.0,0.6982053306161081,No-regret / complementary,No-regret / complementary
VUT,Vanuatu,Prevention,Infrastructure-heavy,0.1454864317852141,0.5602545559593524,Longer-term / local fit,Longer-term / local fit
VNM,Viet Nam,Prevention,Infrastructure-heavy,0.943892840906651,0.5688510624662174,Strategic build-out,Strategic build-out
ALB,Albania,Prevention,Infrastructure-heavy,0.5502963545493029,0.7254308682796701,No-regret / complementary,No-regret / complementary
AND,Andorra,Prevention,Infrastructure-heavy,0.0,0.8346592060377572,No-regret / complementary,No-regret / complementary
ARM,Armenia,Prevention,Infrastructure-heavy,0.4991917823053633,0.784609422990891,No-regret / complementary,No-regret / complementary
AUT,Austria,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
AZE,Azerbaijan,Prevention,Infrastructure-heavy,0.7280045269487914,0.7597664261309792,Immediate priority,Immediate priority
BLR,Belarus,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
BEL,Belgium,Prevention,Infrastructure-heavy,0.2676760273225788,0.8784433580957979,No-regret / complementary,No-regret / complementary
BIH,Bosnia and Herzegovina,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
BGR,Bulgaria,AD-bio-CNG,Infrastructure-heavy,0.5827102394175456,0.711986281082039,No-regret / complementary,No-regret / complementary
CHI,Channel Islands,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
HRV,Croatia,AD-bio-CNG,Infrastructure-heavy,0.5963525116418177,0.6959414874797804,No-regret / complementary,No-regret / complementary
CYP,Cyprus,Prevention,Infrastructure-heavy,0.4897734963044797,0.7956237224883346,No-regret / complementary,No-regret / complementary
CZE,Czech Republic,Prevention,Infrastructure-heavy,0.7063583482092564,0.7994055962740355,Immediate priority,Immediate priority
DNK,Denmark,AD-bio-CNG,Infrastructure-heavy,0.2637711030629047,0.9569495742692595,No-regret / complementary,No-regret / complementary
EST,Estonia,Prevention,Infrastructure-heavy,0.2189354478088819,0.7969899218237063,No-regret / complementary,No-regret / complementary
FRO,Faroe Islands,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
FIN,Finland,AD-bio-CNG,Infrastructure-heavy,0.0104421278576868,0.8713423596738504,No-regret / complementary,No-regret / complementary
FRA,France,AD-bio-CNG,Infrastructure-heavy,0.8164016709562202,0.8510418849596002,Immediate priority,Immediate priority
GEO,Georgia,Prevention,Infrastructure-heavy,0.6185394928825085,0.775084036173121,No-regret / complementary,No-regret / complementary
DEU,Germany,Prevention,Infrastructure-heavy,0.5339167422446018,0.8199885244360767,No-regret / complementary,No-regret / complementary
GIB,Gibraltar,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
GRC,Greece,Prevention,Infrastructure-heavy,0.754132829386763,0.8626768905296504,Immediate priority,Immediate priority
GRL,Greenland,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
HUN,Hungary,AD-bio-CNG,Infrastructure-heavy,0.5838826511987801,0.6454966484220532,No-regret / complementary,No-regret / complementary
ISL,Iceland,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
IRL,Ireland,AD-bio-CNG,Infrastructure-heavy,0.4980585979119231,0.8670454000573491,No-regret / complementary,No-regret / complementary
IMN,Isle of Man,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
ITA,Italy,Prevention,Infrastructure-heavy,0.7964835346737906,0.8000231678682442,Immediate priority,Immediate priority
KAZ,Kazakhstan,Prevention,Infrastructure-heavy,0.6894868867931253,0.7291965945235863,Immediate priority,Immediate priority
XKX,Kosovo,Prevention,Infrastructure-heavy,0.4856336017855869,0.6372729946985164,No-regret / complementary,No-regret / complementary
KGZ,Kyrgyz Republic,Prevention,Infrastructure-heavy,0.6169047546972349,0.535087848465842,Longer-term / local fit,Longer-term / local fit
LVA,Latvia,AD-bio-CNG,Infrastructure-heavy,0.4753571553535252,0.6557789094361827,No-regret / complementary,No-regret / complementary
LIE,Liechtenstein,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
LTU,Lithuania,Prevention,Infrastructure-heavy,0.3236412496057487,0.9082031925373925,No-regret / complementary,No-regret / complementary
LUX,Luxembourg,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
MDA,Moldova,AD-bio-CNG,Infrastructure-heavy,0.5213101080162478,0.33430120094040144,Longer-term / local fit,Longer-term / local fit
MCO,Monaco,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
MNE,Montenegro,Prevention,Infrastructure-heavy,0.4030876376706442,0.784772543813403,No-regret / complementary,No-regret / complementary
NLD,Netherlands,AD-bio-CNG,Infrastructure-heavy,0.3143569147589138,0.9350038497610742,No-regret / complementary,No-regret / complementary
MKD,North Macedonia,Prevention,Infrastructure-heavy,0.5613959011182842,0.7206481591177921,No-regret / complementary,No-regret / complementary
NOR,Norway,AD-bio-CNG,Infrastructure-heavy,0.346039470076882,0.9178836431509424,No-regret / complementary,No-regret / complementary
POL,Poland,AD-electricity,Infrastructure-heavy,0.7818484620385867,0.7362836223492494,Immediate priority,Immediate priority
PRT,Portugal,AD-bio-CNG,Infrastructure-heavy,0.7381099519503324,0.6133687338878201,Immediate priority,Immediate priority
ROU,Romania,Prevention,Infrastructure-heavy,0.7973008670746271,0.8344050317434958,Immediate priority,Immediate priority
RUS,Russian Federation,AD-bio-CNG,Infrastructure-heavy,1.0,0.4839130061853756,Strategic build-out,Strategic build-out
SMR,San Marino,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
SRB,Serbia,Prevention,Infrastructure-heavy,0.6739880995643427,0.7319285722866203,Immediate priority,Immediate priority
SVK,Slovak Republic,Prevention,Infrastructure-heavy,0.615425720452251,0.7726212184840765,No-regret / complementary,No-regret / complementary
SVN,Slovenia,AD-bio-CNG,Infrastructure-heavy,0.3135854722265407,0.8418200688288145,No-regret / complementary,No-regret / complementary
ESP,Spain,AD-bio-CNG,Infrastructure-heavy,0.9162042117085974,0.7855324290640098,Immediate priority,Immediate priority
SWE,Sweden,Prevention,Infrastructure-heavy,0.2267739785944709,0.8880623535055316,No-regret / complementary,No-regret / complementary
CHE,Switzerland,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
TJK,Tajikistan,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
TKM,Turkmenistan,Prevention,Infrastructure-heavy,0.4212738369990971,0.6855823143682701,No-regret / complementary,No-regret / complementary
TUR,Türkiye,Prevention,Infrastructure-heavy,1.0,0.7648577383801993,Immediate priority,Immediate priority
UKR,Ukraine,Prevention,Infrastructure-heavy,0.8799563135861703,0.5993650329127089,Strategic build-out,Strategic build-out
GBR,United Kingdom,AD-bio-CNG,Infrastructure-heavy,0.6772335707540755,0.8933394595457447,Immediate priority,Immediate priority
UZB,Uzbekistan,AD-electricity,Infrastructure-heavy,0.7825844356431367,0.3078031503643735,Strategic build-out,Strategic build-out
ATG,Antigua and Barbuda,Prevention,Infrastructure-heavy,0.0928201577206545,0.8160910360980599,No-regret / complementary,No-regret / complementary
ARG,Argentina,AD-bio-CNG,Infrastructure-heavy,0.946518227649086,0.5714361248717784,Strategic build-out,Immediate priority
ABW,Aruba,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
BHS,"Bahamas, The",,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
BRB,Barbados,Prevention,Infrastructure-heavy,0.4344271524599532,0.8438543741444754,No-regret / complementary,No-regret / complementary
BLZ,Belize,Prevention,Infrastructure-heavy,0.2847988276354339,0.6991532054904965,No-regret / complementary,No-regret / complementary
BOL,Bolivia,Prevention,Infrastructure-heavy,0.7598000137893943,0.646510180895098,Immediate priority,Immediate priority
BRA,Brazil,Prevention,Infrastructure-heavy,1.0,0.8053680471703467,Immediate priority,Immediate priority
VGB,British Virgin Islands,Prevention,Infrastructure-heavy,0.0,0.7967454574361644,No-regret / complementary,No-regret / complementary
CYM,Cayman Islands,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
CHL,Chile,Prevention,Infrastructure-heavy,0.898697058909988,0.9175765407137009,Immediate priority,Immediate priority
COL,Colombia,Prevention,Infrastructure-heavy,0.9465198742433693,0.7854764149254675,Immediate priority,Immediate priority
CRI,Costa Rica,Prevention,Infrastructure-heavy,0.6480993632847455,0.8026687204135176,No-regret / complementary,No-regret / complementary
CUB,Cuba,Prevention,Infrastructure-heavy,0.7975813786761158,0.7006173400878907,Immediate priority,Immediate priority
CUW,Curaçao,Prevention,Infrastructure-heavy,0.2893420181796118,0.7618919972374987,No-regret / complementary,No-regret / complementary
DMA,Dominica,,Infrastructure-heavy,,,Missing/insufficient,Missing/insufficient
DOM,Dominican Republic,Prevention,Infrastructure-heavy,0.7876778392219946,0.7424462026079087,Immediate priority,Immediate priority
ECU,Ecuador,AD-bio-CNG,Infrastructure-heavy,0.7592807075460002,0.45155140667942395,Strategic build-out,Strategic build-out
