iso3,country,best_four_pathway_screen,scenario,mitigation_potential_score,readiness_score,opportunity_readiness_class,central_opportunity_readiness_class
BEL,Belgium,Prevention,Collection-heavy,0.2676760273225788,0.8784433580957979,No-regret / complementary,No-regret / complementary
BIH,Bosnia and Herzegovina,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
BGR,Bulgaria,AD-bio-CNG,Collection-heavy,0.5827102394175456,0.7888891407874445,No-regret / complementary,No-regret / complementary
CHI,Channel Islands,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
HRV,Croatia,AD-bio-CNG,Collection-heavy,0.5963525116418177,0.7668091664385658,No-regret / complementary,No-regret / complementary
CYP,Cyprus,Prevention,Collection-heavy,0.4897734963044797,0.7956237224883346,No-regret / complementary,No-regret / complementary
CZE,Czech Republic,Prevention,Collection-heavy,0.7063583482092564,0.7994055962740355,Immediate priority,Immediate priority
DNK,Denmark,AD-bio-CNG,Collection-heavy,0.2637711030629047,0.9569495742692595,No-regret / complementary,No-regret / complementary
EST,Estonia,Prevention,Collection-heavy,0.2189354478088819,0.7969899218237063,No-regret / complementary,No-regret / complementary
FRO,Faroe Islands,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
FIN,Finland,AD-bio-CNG,Collection-heavy,0.0104421278576868,0.839177949592313,No-regret / complementary,No-regret / complementary
FRA,France,AD-bio-CNG,Collection-heavy,0.8164016709562202,0.8293007262299144,Immediate priority,Immediate priority
GEO,Georgia,Prevention,Collection-heavy,0.6185394928825085,0.775084036173121,No-regret / complementary,No-regret / complementary
DEU,Germany,Prevention,Collection-heavy,0.5339167422446018,0.8199885244360767,No-regret / complementary,No-regret / complementary
GIB,Gibraltar,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
GRC,Greece,Prevention,Collection-heavy,0.754132829386763,0.8626768905296504,Immediate priority,Immediate priority
GRL,Greenland,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
HUN,Hungary,AD-bio-CNG,Collection-heavy,0.5838826511987801,0.6491974771942333,No-regret / complementary,No-regret / complementary
ISL,Iceland,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
IRL,Ireland,AD-bio-CNG,Collection-heavy,0.4980585979119231,0.8338067500716864,No-regret / complementary,No-regret / complementary
IMN,Isle of Man,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
ITA,Italy,Prevention,Collection-heavy,0.7964835346737906,0.8000231678682442,Immediate priority,Immediate priority
KAZ,Kazakhstan,Prevention,Collection-heavy,0.6894868867931253,0.7291965945235863,Immediate priority,Immediate priority
XKX,Kosovo,Prevention,Collection-heavy,0.4856336017855869,0.6372729946985164,No-regret / complementary,No-regret / complementary
KGZ,Kyrgyz Republic,Prevention,Collection-heavy,0.6169047546972349,0.535087848465842,Longer-term / local fit,Longer-term / local fit
LVA,Latvia,AD-bio-CNG,Collection-heavy,0.4753571553535252,0.6549726789408221,No-regret / complementary,No-regret / complementary
LIE,Liechtenstein,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
LTU,Lithuania,Prevention,Collection-heavy,0.3236412496057487,0.9082031925373925,No-regret / complementary,No-regret / complementary
LUX,Luxembourg,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
MDA,Moldova,AD-bio-CNG,Collection-heavy,0.5213101080162478,0.39245983450883515,Longer-term / local fit,Longer-term / local fit
MCO,Monaco,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
MNE,Montenegro,Prevention,Collection-heavy,0.4030876376706442,0.784772543813403,No-regret / complementary,No-regret / complementary
NLD,Netherlands,AD-bio-CNG,Collection-heavy,0.3143569147589138,0.9187548122013427,No-regret / complementary,No-regret / complementary
MKD,North Macedonia,Prevention,Collection-heavy,0.5613959011182842,0.7206481591177921,No-regret / complementary,No-regret / complementary
NOR,Norway,AD-bio-CNG,Collection-heavy,0.346039470076882,0.897354553938678,No-regret / complementary,No-regret / complementary
POL,Poland,AD-electricity,Collection-heavy,0.7818484620385867,0.730675433523874,Immediate priority,Immediate priority
PRT,Portugal,AD-bio-CNG,Collection-heavy,0.7381099519503324,0.6375442506931085,Immediate priority,Immediate priority
ROU,Romania,Prevention,Collection-heavy,0.7973008670746271,0.8344050317434958,Immediate priority,Immediate priority
RUS,Russian Federation,AD-bio-CNG,Collection-heavy,1.0,0.5671756543474713,Strategic build-out,Strategic build-out
SMR,San Marino,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
SRB,Serbia,Prevention,Collection-heavy,0.6739880995643427,0.7319285722866203,Immediate priority,Immediate priority
SVK,Slovak Republic,Prevention,Collection-heavy,0.615425720452251,0.7726212184840765,No-regret / complementary,No-regret / complementary
SVN,Slovenia,AD-bio-CNG,Collection-heavy,0.3135854722265407,0.8424860466287737,No-regret / complementary,No-regret / complementary
ESP,Spain,AD-bio-CNG,Collection-heavy,0.9162042117085974,0.782174220364908,Immediate priority,Immediate priority
SWE,Sweden,Prevention,Collection-heavy,0.2267739785944709,0.8880623535055316,No-regret / complementary,No-regret / complementary
CHE,Switzerland,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
TJK,Tajikistan,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
TKM,Turkmenistan,Prevention,Collection-heavy,0.4212738369990971,0.6855823143682701,No-regret / complementary,No-regret / complementary
TUR,Türkiye,Prevention,Collection-heavy,1.0,0.7648577383801993,Immediate priority,Immediate priority
UKR,Ukraine,Prevention,Collection-heavy,0.8799563135861703,0.5993650329127089,Strategic build-out,Strategic build-out
GBR,United Kingdom,AD-bio-CNG,Collection-heavy,0.6772335707540755,0.8666743244321808,Immediate priority,Immediate priority
UZB,Uzbekistan,AD-electricity,Collection-heavy,0.7825844356431367,0.4880925643139913,Strategic build-out,Strategic build-out
ATG,Antigua and Barbuda,Prevention,Collection-heavy,0.0928201577206545,0.8160910360980599,No-regret / complementary,No-regret / complementary
ARG,Argentina,AD-bio-CNG,Collection-heavy,0.946518227649086,0.7347694582051117,Immediate priority,Immediate priority
ABW,Aruba,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
BHS,"Bahamas, The",,Collection-heavy,,,Missing/insufficient,Missing/insufficient
BRB,Barbados,Prevention,Collection-heavy,0.4344271524599532,0.8438543741444754,No-regret / complementary,No-regret / complementary
BLZ,Belize,Prevention,Collection-heavy,0.2847988276354339,0.6991532054904965,No-regret / complementary,No-regret / complementary
BOL,Bolivia,Prevention,Collection-heavy,0.7598000137893943,0.646510180895098,Immediate priority,Immediate priority
BRA,Brazil,Prevention,Collection-heavy,1.0,0.8053680471703467,Immediate priority,Immediate priority
VGB,British Virgin Islands,Prevention,Collection-heavy,0.0,0.7967454574361644,No-regret / complementary,No-regret / complementary
CYM,Cayman Islands,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
CHL,Chile,Prevention,Collection-heavy,0.898697058909988,0.9175765407137009,Immediate priority,Immediate priority
COL,Colombia,Prevention,Collection-heavy,0.9465198742433693,0.7854764149254675,Immediate priority,Immediate priority
CRI,Costa Rica,Prevention,Collection-heavy,0.6480993632847455,0.8026687204135176,No-regret / complementary,No-regret / complementary
CUB,Cuba,Prevention,Collection-heavy,0.7975813786761158,0.7006173400878907,Immediate priority,Immediate priority
CUW,Curaçao,Prevention,Collection-heavy,0.2893420181796118,0.7618919972374987,No-regret / complementary,No-regret / complementary
DMA,Dominica,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
DOM,Dominican Republic,Prevention,Collection-heavy,0.7876778392219946,0.7424462026079087,Immediate priority,Immediate priority
ECU,Ecuador,AD-bio-CNG,Collection-heavy,0.7592807075460002,0.5860514066794239,Strategic build-out,Strategic build-out
SLV,El Salvador,Prevention,Collection-heavy,0.6166381269606427,0.7768335283684825,No-regret / complementary,No-regret / complementary
GRD,Grenada,Prevention,Collection-heavy,0.1162492926359981,0.6369090415879191,No-regret / complementary,No-regret / complementary
GTM,Guatemala,Prevention,Collection-heavy,0.8421506656727251,0.7330316791631867,Immediate priority,Immediate priority
GUY,Guyana,Prevention,Collection-heavy,0.4231809166348365,0.7868148084970429,No-regret / complementary,No-regret / complementary
HTI,Haiti,Prevention,Collection-heavy,0.7303682941091787,0.5496181092758292,Strategic build-out,Strategic build-out
HND,Honduras,Prevention,Collection-heavy,0.7561185627674006,0.6752829258515254,Immediate priority,Immediate priority
JAM,Jamaica,Prevention,Collection-heavy,0.6210819254046938,0.6996626808643912,No-regret / complementary,No-regret / complementary
MEX,Mexico,AD-bio-CNG,Collection-heavy,1.0,0.7470949879199466,Immediate priority,Immediate priority
NIC,Nicaragua,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
PAN,Panama,Prevention,Collection-heavy,0.627790578397945,0.827503022171553,No-regret / complementary,No-regret / complementary
PRY,Paraguay,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
PER,Peru,Prevention,Collection-heavy,0.8686519904077512,0.8015233945250659,Immediate priority,Immediate priority
PRI,Puerto Rico,AD-bio-CNG,Collection-heavy,0.590955585695927,0.6962846080944353,No-regret / complementary,No-regret / complementary
SXM,Sint Maarten (Dutch),Prevention,Collection-heavy,0.0,0.8294276873786209,No-regret / complementary,No-regret / complementary
KNA,St. Kitts and Nevis,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
LCA,St. Lucia,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
MAF,St. Martin (French),,Collection-heavy,,,Missing/insufficient,Missing/insufficient
VCT,St. Vincent and the Grenadines,Prevention,Collection-heavy,0.1109287436239665,0.647980491221907,No-regret / complementary,No-regret / complementary
SUR,Suriname,Prevention,Collection-heavy,0.3476518968644992,0.7362600806203806,No-regret / complementary,No-regret / complementary
TTO,Trinidad and Tobago,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
TCA,Turks and Caicos Islands,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
URY,Uruguay,Prevention,Collection-heavy,0.619041244809349,0.928585152038278,No-regret / complementary,No-regret / complementary
VEN,"Venezuela, RB",Prevention,Collection-heavy,0.8528996678767579,0.7682196094514623,Immediate priority,Immediate priority
VIR,Virgin Islands (US),,Collection-heavy,,,Missing/insufficient,Missing/insufficient
DZA,Algeria,Prevention,Collection-heavy,0.9171427097360412,0.6106667975929209,Immediate priority,Immediate priority
BHR,Bahrain,Prevention,Collection-heavy,0.5842545571762999,0.8854274078012985,No-regret / complementary,No-regret / complementary
DJI,Djibouti,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
EGY,"Egypt, Arab Rep.",Prevention,Collection-heavy,0.9776113379481404,0.6119995662486959,Immediate priority,Immediate priority
IRN,"Iran, Islamic Rep.",Prevention,Collection-heavy,0.9896561617484902,0.5419177591141824,Strategic build-out,Strategic build-out
IRQ,Iraq,Prevention,Collection-heavy,0.9841999711844832,0.8187902945316362,Immediate priority,Immediate priority
ISR,Israel,Prevention,Collection-heavy,0.7673908948849708,0.8323029851980351,Immediate priority,Immediate priority
JOR,Jordan,Prevention,Collection-heavy,0.7456060955080249,0.6743757693049036,Immediate priority,Immediate priority
KWT,Kuwait,Prevention,Collection-heavy,0.7435934767697168,0.8893563318381399,Immediate priority,Immediate priority
LBN,Lebanon,Prevention,Collection-heavy,0.7211903045987212,0.6304271631853163,Immediate priority,Immediate priority
LBY,Libya,Prevention,Collection-heavy,0.801717019329384,0.6840044455681525,Immediate priority,Immediate priority
MLT,Malta,Prevention,Collection-heavy,0.3905169035703643,0.8804500207819025,No-regret / complementary,No-regret / complementary
MAR,Morocco,Prevention,Collection-heavy,0.878053133864097,0.6024325675044535,Immediate priority,Immediate priority
OMN,Oman,Prevention,Collection-heavy,0.6264502355441236,0.9181766022671137,No-regret / complementary,No-regret / complementary
QAT,Qatar,Prevention,Collection-heavy,0.6462946226760945,0.9500000000000001,No-regret / complementary,No-regret / complementary
SAU,Saudi Arabia,Prevention,Collection-heavy,0.9663949349641404,0.879156165703806,Immediate priority,Immediate priority
SYR,Syrian Arab Republic,Prevention,Collection-heavy,0.7720631290436955,0.49850799800876827,Strategic build-out,Strategic build-out
TUN,Tunisia,Prevention,Collection-heavy,0.742717135066421,0.5991469972737369,Strategic build-out,Strategic build-out
ARE,United Arab Emirates,Prevention,Collection-heavy,0.6985978286262401,0.8843102196453495,Immediate priority,Immediate priority
PSE,West Bank and Gaza,Prevention,Collection-heavy,0.6425957067011554,0.6743956061206481,No-regret / complementary,No-regret / complementary
YEM,"Yemen, Rep.",Prevention,Collection-heavy,0.8312501332770891,0.397469590034255,Strategic build-out,Strategic build-out
BMU,Bermuda,Prevention,Collection-heavy,0.0,0.9,No-regret / complementary,No-regret / complementary
CAN,Canada,Prevention,Collection-heavy,0.8876511771333476,0.8746470099233076,Immediate priority,Immediate priority
USA,United States,AD-bio-CNG,Collection-heavy,1.0,0.8756089191125801,Immediate priority,Immediate priority
AFG,Afghanistan,Prevention,Collection-heavy,0.6824331593964805,0.494261266718303,Strategic build-out,Strategic build-out
BGD,Bangladesh,Prevention,Collection-heavy,0.8673050069749466,0.6588489107297351,Immediate priority,Immediate priority
BTN,Bhutan,Prevention,Collection-heavy,0.1938297859131287,0.6150380801232654,No-regret / complementary,No-regret / complementary
IND,India,Prevention,Collection-heavy,1.0,0.5717633194699608,Strategic build-out,Strategic build-out
MDV,Maldives,Prevention,Collection-heavy,0.4142990952635595,0.7597473610179847,No-regret / complementary,No-regret / complementary
NPL,Nepal,Prevention,Collection-heavy,0.6862687510723511,0.570087560059359,Strategic build-out,Strategic build-out
PAK,Pakistan,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
LKA,Sri Lanka,Prevention,Collection-heavy,0.7043027714971855,0.5316987360075538,Strategic build-out,Strategic build-out
AGO,Angola,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
BEN,Benin,Prevention,Collection-heavy,0.6146299650082516,0.4899389088202,Longer-term / local fit,Longer-term / local fit
BWA,Botswana,Prevention,Collection-heavy,0.2610730465966596,0.7574146320321912,No-regret / complementary,No-regret / complementary
BFA,Burkina Faso,Prevention,Collection-heavy,0.4065474638332826,0.4125370106437966,Longer-term / local fit,Longer-term / local fit
BDI,Burundi,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
CPV,Cabo Verde,Prevention,Collection-heavy,0.2408610714130485,0.6075049229999263,No-regret / complementary,No-regret / complementary
CMR,Cameroon,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
CAF,Central African Republic,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
TCD,Chad,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
COM,Comoros,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
COD,"Congo, Dem. Rep.",,Collection-heavy,,,Missing/insufficient,Missing/insufficient
COG,"Congo, Rep.",,Collection-heavy,,,Missing/insufficient,Missing/insufficient
CIV,Côte d’Ivoire,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
GNQ,Equatorial Guinea,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
ERI,Eritrea,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
SWZ,Eswatini,Prevention,Collection-heavy,0.3966503327115631,0.5378044727304038,Longer-term / local fit,Longer-term / local fit
ETH,Ethiopia,Prevention,Collection-heavy,0.8170888839471673,0.4315175428161997,Strategic build-out,Strategic build-out
GAB,Gabon,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
GMB,"Gambia, The",,Collection-heavy,,,Missing/insufficient,Missing/insufficient
GHA,Ghana,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
GIN,Guinea,Prevention,Collection-heavy,0.6629725749981942,0.5095057907408274,Longer-term / local fit,Longer-term / local fit
GNB,Guinea-Bissau,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
KEN,Kenya,Prevention,Collection-heavy,0.7685843886382454,0.5491289261599468,Strategic build-out,Strategic build-out
LSO,Lesotho,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
LBR,Liberia,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
MDG,Madagascar,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
MWI,Malawi,Prevention,Collection-heavy,0.7641352445087537,0.3645833333333333,Strategic build-out,Strategic build-out
MLI,Mali,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
MRT,Mauritania,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
MUS,Mauritius,AD-bio-CNG,Collection-heavy,0.4823959358810789,0.6233314331884219,No-regret / complementary,Longer-term / local fit
MOZ,Mozambique,Prevention,Collection-heavy,0.7715419881928725,0.43004770115981733,Strategic build-out,Strategic build-out
NAM,Namibia,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
NER,Niger,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
NGA,Nigeria,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
RWA,Rwanda,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
SEN,Senegal,Prevention,Collection-heavy,0.5473940916163427,0.583234312199805,Longer-term / local fit,Longer-term / local fit
SYC,Seychelles,Prevention,Collection-heavy,0.2058994176029729,0.825657898069671,No-regret / complementary,No-regret / complementary
SLE,Sierra Leone,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
SOM,"Somalia, Fed. Rep.",,Collection-heavy,,,Missing/insufficient,Missing/insufficient
ZAF,South Africa,Prevention,Collection-heavy,0.771813175989036,0.756672140090268,Immediate priority,Immediate priority
SSD,South Sudan,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
SDN,Sudan,Prevention,Collection-heavy,0.798090691502634,0.43841844378838607,Strategic build-out,Strategic build-out
STP,São Tomé and Príncipe,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
TZA,Tanzania,Prevention,Collection-heavy,0.8708483039272807,0.47114536910722116,Strategic build-out,Strategic build-out
TGO,Togo,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
UGA,Uganda,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
ZMB,Zambia,Prevention,Collection-heavy,0.7716406678116028,0.5732233429868508,Strategic build-out,Strategic build-out
ZWE,Zimbabwe,,Collection-heavy,,,Missing/insufficient,Missing/insufficient
ASM,American Samoa,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
AUS,Australia,AD-bio-CNG,Economic-capacity-heavy,0.9451936824048736,0.8747957671576688,Immediate priority,Immediate priority
BRN,Brunei Darussalam,AD-electricity,Economic-capacity-heavy,0.3946121553771129,0.5162139499390221,Longer-term / local fit,Longer-term / local fit
KHM,Cambodia,Prevention,Economic-capacity-heavy,0.7891204840453387,0.5242444386255565,Strategic build-out,Strategic build-out
CHN,China,Prevention,Economic-capacity-heavy,1.0,0.6921270581099432,Immediate priority,Immediate priority
FJI,Fiji,Prevention,Economic-capacity-heavy,0.3430324819031734,0.6743793234641554,No-regret / complementary,No-regret / complementary
PYF,French Polynesia,Prevention,Economic-capacity-heavy,0.208906926979552,0.8753272180649325,No-regret / complementary,No-regret / complementary
GUM,Guam,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
HKG,"Hong Kong SAR, China",AD-bio-CNG,Economic-capacity-heavy,0.6965509574755353,0.8626211492420945,Immediate priority,Immediate priority
IDN,Indonesia,Prevention,Economic-capacity-heavy,1.0,0.7126272583761235,Immediate priority,Immediate priority
JPN,Japan,Prevention,Economic-capacity-heavy,0.4192427209499342,0.9507604016621991,No-regret / complementary,No-regret / complementary
KIR,Kiribati,Prevention,Economic-capacity-heavy,0.1042019922815948,0.5739491815349149,Longer-term / local fit,No-regret / complementary
KOR,"Korea, Rep.",Prevention,Economic-capacity-heavy,0.637981576646601,0.9062803555190118,No-regret / complementary,No-regret / complementary
LAO,Lao PDR,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
MAC,"Macao SAR, China",,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
MYS,Malaysia,Prevention,Economic-capacity-heavy,0.9182241651254056,0.7388185535283641,Immediate priority,Immediate priority
MHL,Marshall Islands,Prevention,Economic-capacity-heavy,0.0,0.7022454760566522,No-regret / complementary,No-regret / complementary
FSM,"Micronesia, Fed. Sts.",Prevention,Economic-capacity-heavy,0.0153479024780708,0.47059361744577904,Longer-term / local fit,Longer-term / local fit
MNG,Mongolia,Prevention,Economic-capacity-heavy,0.5771760550574917,0.5691489145744576,Longer-term / local fit,No-regret / complementary
MMR,Myanmar,AD-bio-CNG,Economic-capacity-heavy,0.8398357970490514,0.3616435372481217,Strategic build-out,Strategic build-out
NRU,Nauru,Prevention,Economic-capacity-heavy,0.0,0.9422573582304912,No-regret / complementary,No-regret / complementary
NCL,New Caledonia,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
NZL,New Zealand,AD-bio-CNG,Economic-capacity-heavy,0.5737778870953206,0.7749250174310593,No-regret / complementary,No-regret / complementary
MNP,Northern Mariana Islands,Prevention,Economic-capacity-heavy,0.0158560664590792,0.8241289271176725,No-regret / complementary,No-regret / complementary
PLW,Palau,Prevention,Economic-capacity-heavy,0.0401310503180615,0.7908325132329987,No-regret / complementary,No-regret / complementary
PNG,Papua New Guinea,Prevention,Economic-capacity-heavy,0.6178051524036267,0.4929546674623626,Longer-term / local fit,Longer-term / local fit
PHL,Philippines,Prevention,Economic-capacity-heavy,0.9467666060743666,0.538929487281141,Strategic build-out,Strategic build-out
WSM,Samoa,Prevention,Economic-capacity-heavy,0.0906264633694502,0.6143497731082092,No-regret / complementary,No-regret / complementary
SGP,Singapore,AD-bio-CNG,Economic-capacity-heavy,0.1486560822700873,0.9791666666666666,No-regret / complementary,No-regret / complementary
SLB,Solomon Islands,Prevention,Economic-capacity-heavy,0.442599888067506,0.4935781302491651,Longer-term / local fit,Longer-term / local fit
TWN,"Taiwan, China",AD-bio-CNG,Economic-capacity-heavy,0.3330537932584356,0.75,No-regret / complementary,No-regret / complementary
THA,Thailand,Prevention,Economic-capacity-heavy,0.9711303440645884,0.7606110317693074,Immediate priority,Immediate priority
TLS,Timor-Leste,Prevention,Economic-capacity-heavy,0.4176073680851568,0.4696498070855227,Longer-term / local fit,Longer-term / local fit
TON,Tonga,Prevention,Economic-capacity-heavy,0.0,0.7313596263628502,No-regret / complementary,No-regret / complementary
TUV,Tuvalu,Prevention,Economic-capacity-heavy,0.0,0.7111539979620811,No-regret / complementary,No-regret / complementary
VUT,Vanuatu,Prevention,Economic-capacity-heavy,0.1454864317852141,0.5326909169695143,Longer-term / local fit,Longer-term / local fit
VNM,Viet Nam,Prevention,Economic-capacity-heavy,0.943892840906651,0.5391382968496631,Strategic build-out,Strategic build-out
ALB,Albania,Prevention,Economic-capacity-heavy,0.5502963545493029,0.7315731512097525,No-regret / complementary,No-regret / complementary
AND,Andorra,Prevention,Economic-capacity-heavy,0.0,0.8759944045283179,No-regret / complementary,No-regret / complementary
ARM,Armenia,Prevention,Economic-capacity-heavy,0.4991917823053633,0.7759570672431683,No-regret / complementary,No-regret / complementary
AUT,Austria,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
AZE,Azerbaijan,Prevention,Economic-capacity-heavy,0.7280045269487914,0.7573248195982344,Immediate priority,Immediate priority
BLR,Belarus,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
BEL,Belgium,Prevention,Economic-capacity-heavy,0.2676760273225788,0.9088325185718484,No-regret / complementary,No-regret / complementary
BIH,Bosnia and Herzegovina,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
BGR,Bulgaria,AD-bio-CNG,Economic-capacity-heavy,0.5827102394175456,0.7246702159458005,No-regret / complementary,No-regret / complementary
CHI,Channel Islands,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
HRV,Croatia,AD-bio-CNG,Economic-capacity-heavy,0.5963525116418177,0.7131021070062266,No-regret / complementary,No-regret / complementary
CYP,Cyprus,Prevention,Economic-capacity-heavy,0.4897734963044797,0.846717791866251,No-regret / complementary,No-regret / complementary
CZE,Czech Republic,Prevention,Economic-capacity-heavy,0.7063583482092564,0.8495541972055266,Immediate priority,Immediate priority
DNK,Denmark,AD-bio-CNG,Economic-capacity-heavy,0.2637711030629047,0.9494257619079183,No-regret / complementary,No-regret / complementary
EST,Estonia,Prevention,Economic-capacity-heavy,0.2189354478088819,0.8477424413677798,No-regret / complementary,No-regret / complementary
FRO,Faroe Islands,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
FIN,Finland,AD-bio-CNG,Economic-capacity-heavy,0.0104421278576868,0.849493359924781,No-regret / complementary,No-regret / complementary
FRA,France,AD-bio-CNG,Economic-capacity-heavy,0.8164016709562202,0.8325886790259659,Immediate priority,Immediate priority
GEO,Georgia,Prevention,Economic-capacity-heavy,0.6185394928825085,0.7688130271298408,No-regret / complementary,No-regret / complementary
DEU,Germany,Prevention,Economic-capacity-heavy,0.5339167422446018,0.8649913933270575,No-regret / complementary,No-regret / complementary
GIB,Gibraltar,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
GRC,Greece,Prevention,Economic-capacity-heavy,0.754132829386763,0.8970076678972377,Immediate priority,Immediate priority
GRL,Greenland,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
HUN,Hungary,AD-bio-CNG,Economic-capacity-heavy,0.5838826511987801,0.6538212797125211,No-regret / complementary,No-regret / complementary
ISL,Iceland,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
IRL,Ireland,AD-bio-CNG,Economic-capacity-heavy,0.4980585979119231,0.8670454000573491,No-regret / complementary,No-regret / complementary
IMN,Isle of Man,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
ITA,Italy,Prevention,Economic-capacity-heavy,0.7964835346737906,0.8500173759011832,Immediate priority,Immediate priority
KAZ,Kazakhstan,Prevention,Economic-capacity-heavy,0.6894868867931253,0.7343974458926897,Immediate priority,Immediate priority
XKX,Kosovo,Prevention,Economic-capacity-heavy,0.4856336017855869,0.6654547460238873,No-regret / complementary,No-regret / complementary
KGZ,Kyrgyz Republic,Prevention,Economic-capacity-heavy,0.6169047546972349,0.5138158863493816,Longer-term / local fit,Longer-term / local fit
LVA,Latvia,AD-bio-CNG,Economic-capacity-heavy,0.4753571553535252,0.6624701285260481,No-regret / complementary,No-regret / complementary
LIE,Liechtenstein,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
LTU,Lithuania,Prevention,Economic-capacity-heavy,0.3236412496057487,0.9311523944030443,No-regret / complementary,No-regret / complementary
LUX,Luxembourg,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
MDA,Moldova,AD-bio-CNG,Economic-capacity-heavy,0.5213101080162478,0.39785604364512583,Longer-term / local fit,Longer-term / local fit
MCO,Monaco,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
MNE,Montenegro,Prevention,Economic-capacity-heavy,0.4030876376706442,0.7760794078600523,No-regret / complementary,No-regret / complementary
NLD,Netherlands,AD-bio-CNG,Economic-capacity-heavy,0.3143569147589138,0.9200460521263787,No-regret / complementary,No-regret / complementary
MKD,North Macedonia,Prevention,Economic-capacity-heavy,0.5613959011182842,0.7279861193383441,No-regret / complementary,No-regret / complementary
NOR,Norway,AD-bio-CNG,Economic-capacity-heavy,0.346039470076882,0.9178836431509424,No-regret / complementary,No-regret / complementary
POL,Poland,AD-electricity,Economic-capacity-heavy,0.7818484620385867,0.7200806936381984,Immediate priority,Immediate priority
PRT,Portugal,AD-bio-CNG,Economic-capacity-heavy,0.7381099519503324,0.6570683329028982,Immediate priority,Immediate priority
ROU,Romania,Prevention,Economic-capacity-heavy,0.7973008670746271,0.8758037738076219,Immediate priority,Immediate priority
RUS,Russian Federation,AD-bio-CNG,Economic-capacity-heavy,1.0,0.581029925948551,Strategic build-out,Strategic build-out
SMR,San Marino,,Economic-capacity-heavy,,,Missing/insufficient,Missing/insufficient
