iso3,country,region,income_2022,best_four_pathway_screen,best_four_pathway_benefit_tco2e,mitigation_potential_score,best_pathway_readiness_score,opportunity_readiness_class,readiness_general_score,readiness_prevention_score,readiness_composting_score,readiness_ad_electricity_score,readiness_bio_cng_score,readiness_collection_score,readiness_income_score,readiness_gdp_score,readiness_urban_score,readiness_existing_biological_score,readiness_existing_recovery_score,readiness_data_completeness_score
SMR,San Marino,Eur. & Cent. Asia,HIC,,,,,,0.7890782249798645,0.6796927416599549,0.4166666666666667,0.46807822497986445,0.7180782249798645,,1.0,0.9063128999194578,1.0,0.0,0.716,0.25
SRB,Serbia,Eur. & Cent. Asia,UMIC,Prevention,437657.54052865086,0.6739880995643427,0.7319285722866203,Immediate priority,0.695785716859861,0.7319285722866203,0.5508610055192595,0.4985507224368006,0.6073359519096042,0.88,0.75,0.5402434995787774,0.558685084720528,0.01475893735651,0.3077511752487158,0.75
SVK,Slovak Republic,Eur. & Cent. Asia,HIC,Prevention,272132.64627607283,0.615425720452251,0.7726212184840765,No-regret / complementary,0.6928636554522293,0.7726212184840765,0.6891790360322346,0.7001736654150492,0.5608079424392252,,1.0,0.7039175137122131,0.44253710809670405,1.0,0.4717771479479835,0.625
SVN,Slovenia,Eur. & Cent. Asia,HIC,AD-bio-CNG,23507.095334640668,0.31358547222654076,0.8145232559545285,No-regret / complementary,0.8188624293144795,0.8979541431048265,0.7805850428161005,0.8790631206748418,0.8145232559545285,0.9823,1.0,0.7658417227409801,0.47117042383141733,0.793869747432985,0.978304133200245,0.875
ESP,Spain,Eur. & Cent. Asia,HIC,AD-bio-CNG,3123352.872795896,0.9162042117085974,0.782174220364908,Immediate priority,0.8324329043998038,0.860810968133268,0.5602209404562335,0.6151407293285405,0.782174220364908,,1.0,0.78033322484213,0.7993983927570854,0.131264428611615,0.7989652638604167,0.75
SWE,Sweden,Eur. & Cent. Asia,HIC,Prevention,11622.645502158284,0.22677397859447093,0.8880623535055316,No-regret / complementary,0.914187060516595,0.8880623535055316,0.8592628588349362,0.886776773448646,0.914187060516595,1.0,1.0,0.9088838672432296,0.9120514353397453,0.7749999999999999,1.0,0.75
CHE,Switzerland,Eur. & Cent. Asia,HIC,,,,,,0.872652088761507,0.8325506962538357,0.8302027850153427,0.90625,0.872652088761507,,1.0,1.0,0.865608355046028,1.0,1.0,0.625
TJK,Tajikistan,Eur. & Cent. Asia,LMIC,,,,,,0.3177668492347888,0.4642556164115963,0.27190237553853935,0.21124494880395733,0.2277668492347888,0.38,0.45,0.05122474401978678,0.08260950215415733,0.0,0.0,0.625
TKM,Turkmenistan,Eur. & Cent. Asia,UMIC,Prevention,56319.12393746091,0.4212738369990971,0.6855823143682701,No-regret / complementary,0.5567469431048101,0.6855823143682701,0.40269736780497534,0.3379223821941632,0.41008027643814343,0.5,0.75,0.4229452443041494,0.36078947121990135,0.0,0.016666666666666666,0.75
TUR,Türkiye,Eur. & Cent. Asia,UMIC,Prevention,6830247.618499081,1.0,0.7648577383801993,Immediate priority,0.794573215140598,0.7648577383801993,0.6703745063793428,0.5038360287763564,0.6845397114332987,0.994,0.75,0.5583578563019488,0.9205082194010413,0.016989806116329997,0.19983248146350335,0.75
UKR,Ukraine,Eur. & Cent. Asia,LMIC,Prevention,2327533.13522138,0.8799563135861703,0.5993650329127089,Strategic build-out,0.5980950987381267,0.5993650329127089,0.5597519260273668,0.4078772281209643,0.5296674692778975,0.78,0.45,0.3514960387435668,0.6589794549470668,0.0500282491624005,0.10786185269885451,0.75
GBR,United Kingdom,Eur. & Cent. Asia,HIC,AD-bio-CNG,449335.0995574329,0.6772335707540755,0.8666743244321808,Immediate priority,0.8666743244321807,0.8722247748107269,0.8011684368877799,0.8595479967663457,0.8666743244321808,,1.0,0.8756919870653831,0.84100531066334,0.8125,1.0,0.75
UZB,Uzbekistan,Eur. & Cent. Asia,LMIC,AD-electricity,1056308.3610052995,0.7825844356431367,0.41359107717678956,Strategic build-out,0.5688837204059563,0.631294573468652,0.537182470703125,0.41359107717678956,0.4962170537392895,0.8606,0.45,0.24568871921728108,0.4131298828125,0.0,0.08666666666666667,0.875
ATG,Antigua and Barbuda,L. Amer. & the Caribbean,HIC,Prevention,3920.10406823475,0.0928201577206545,0.8160910360980599,No-regret / complementary,0.6982731082941797,0.8160910360980599,0.45003816133347135,0.4862425792274026,0.4982731082941797,0.99,1.0,0.6912128961370129,0.06015264533388532,0.0,0.0,0.75
ARG,Argentina,L. Amer. & the Caribbean,UMIC,AD-bio-CNG,3994268.58769639,0.9465182276490861,0.685723349846134,Immediate priority,0.8357233498461341,0.820241116615378,0.7041261272870867,0.49342244801646473,0.685723349846134,0.98,0.75,0.6121122400823236,0.9615045091483466,0.0,0.0,0.875
ABW,Aruba,L. Amer. & the Caribbean,HIC,,,,,,0.7856791820905971,0.8035597273635323,0.5358538859747524,0.5171558825817975,0.6288389913615994,0.96,1.0,0.7849803665539757,0.5584155438990093,0.0,0.21579904635501168,0.625
BHS,"Bahamas, The",L. Amer. & the Caribbean,HIC,,,,,,0.8087622570535853,0.8112540856845284,0.5581502390159083,0.4452420658408586,0.6087622570535853,0.79,1.0,0.8112103292042929,0.8176009560636334,0.0,0.0,0.625
BRB,Barbados,L. Amer. & the Caribbean,HIC,Prevention,62661.91601965104,0.4344271524599532,0.8438543741444754,No-regret / complementary,0.7815631224334265,0.8438543741444754,0.543679504702562,0.49088618533804357,0.5958297891000932,0.9,1.0,0.7330975933568843,0.5247180188102479,0.0,0.07133333333333333,0.75
BLZ,Belize,L. Amer. & the Caribbean,UMIC,Prevention,18610.784933934538,0.2847988276354339,0.6991532054904965,No-regret / complementary,0.5974596164714894,0.6991532054904965,0.4432160837540457,0.3884267494682528,0.44745961647148935,0.7277,0.75,0.4644337473412639,0.2951643350161827,0.0,0.0,0.75
BOL,Bolivia,L. Amer. & the Caribbean,LMIC,Prevention,878023.65563584,0.7598000137893943,0.646510180895098,Immediate priority,0.6145305426852941,0.646510180895098,0.667534199569377,0.482469849696459,0.5374972093519607,0.72,0.45,0.35251591514896213,0.675136798277508,0.39999999999999997,0.06483333333333333,0.875
BRA,Brazil,L. Amer. & the Caribbean,UMIC,Prevention,19417021.35656409,1.0,0.8053680471703467,Immediate priority,0.7911041415110398,0.8053680471703467,0.6704985208129367,0.46695085288115534,0.6465496695315047,0.909,0.75,0.5235266243034524,0.8979940832517467,0.0,0.027227640102324334,0.875
VGB,British Virgin Islands,L. Amer. & the Caribbean,HIC,Prevention,1476.3309280850071,0.0,0.7967454574361644,No-regret / complementary,0.7652363723084934,0.7967454574361644,0.5152363723084934,0.64925,0.7652363723084934,0.972,1.0,,0.4639454892339734,0.0,1.0,0.625
CYM,Cayman Islands,L. Amer. & the Caribbean,HIC,,,,,,0.875,0.7916666666666666,0.5,0.3837083333333333,0.6337083333333333,,1.0,1.0,1.0,0.0,0.03483333333333334,0.5
CHL,Chile,L. Amer. & the Caribbean,HIC,Prevention,2709766.326181421,0.898697058909988,0.9175765407137009,Immediate priority,0.8777296221411024,0.9175765407137009,0.688923450922895,0.4972241947361199,0.680162955474436,0.965,1.0,0.6334543070139328,0.91519380369158,0.0005,0.012166666666666668,0.875
COL,Colombia,L. Amer. & the Caribbean,UMIC,Prevention,3994321.9501948184,0.9465198742433693,0.7854764149254675,Immediate priority,0.7314292447764025,0.7854764149254675,0.6137382110457783,0.4830200166968083,0.6378105855334308,0.806,0.75,0.4521933796988994,0.7739528441831133,0.0,0.28190670378514165,0.875
CRI,Costa Rica,L. Amer. & the Caribbean,UMIC,Prevention,354740.9901020794,0.6480993632847455,0.8026687204135176,No-regret / complementary,0.7830061612405526,0.8026687204135176,0.6733440706369914,0.5273007863459773,0.6561085632305026,0.904,0.75,0.6068232227174665,0.7792075834852961,0.13516869906266948,0.11551200994975085,0.875
CUB,Cuba,L. Amer. & the Caribbean,UMIC,Prevention,1192984.5224486543,0.7975813786761158,0.7006173400878907,Immediate priority,0.726852020263672,0.7006173400878907,0.539352020263672,0.38309389506875713,0.5734459153324292,0.771,0.75,,0.761408081054688,0.0,0.13637558027502852,0.625
CUW,Curaçao,L. Amer. & the Caribbean,HIC,Prevention,19309.602702647306,0.28934201817961186,0.7618919972374987,No-regret / complementary,0.785675991712496,0.7618919972374987,0.4840034152670218,0.45275564251932976,0.6907582039695961,,1.0,0.6906937210489189,0.9520102458010653,0.0,0.6203288490284,0.5
DMA,Dominica,L. Amer. & the Caribbean,UMIC,,,,,,0.6953898086161728,0.6484632695387242,0.55060882878564,0.4049027455876608,0.5453898086161728,1.0,0.75,0.524513727938304,0.7024353151425601,0.0,0.0,0.5
DOM,Dominican Republic,L. Amer. & the Caribbean,UMIC,Prevention,1100875.2994042623,0.7876778392219946,0.7424462026079087,Immediate priority,0.7273386078237263,0.7424462026079087,0.5861843852145703,0.45755109965207,0.5973386078237264,0.8958,0.75,0.5419554982603502,0.6989375408582813,0.0,0.1,0.75
ECU,Ecuador,L. Amer. & the Caribbean,UMIC,AD-bio-CNG,874331.9714666697,0.7592807075460002,0.5414616880153087,Strategic build-out,0.6910616880153089,0.7720205626717697,0.5720089453107553,0.4324545317667045,0.5414616880153087,0.809,0.75,0.4467726588335224,0.5745357812430213,0.0295,0.002,0.875
SLV,El Salvador,L. Amer. & the Caribbean,UMIC,Prevention,274822.79377985524,0.6166381269606427,0.7768335283684825,No-regret / complementary,0.7055005851054472,0.7768335283684825,0.604363340432893,0.41760991275913295,0.5555005851054473,0.788,0.75,0.3925495637956645,0.721953361731572,0.032499999999999994,0.0,0.875
GRD,Grenada,L. Amer. & the Caribbean,UMIC,Prevention,4740.824135999999,0.11624929263599812,0.6369090415879191,No-regret / complementary,0.5357271247637572,0.6369090415879191,0.284417262303772,0.29616417803592815,0.34822712476375717,,0.75,0.5496567121437126,0.21825178691131603,0.01,0.0,0.625
GTM,Guatemala,L. Amer. & the Caribbean,UMIC,Prevention,1712701.6450317488,0.8421506656727251,0.7330316791631867,Immediate priority,0.57409503748956,0.7330316791631867,0.429027076071755,0.330073376632156,0.42409503748956007,0.371,0.75,0.4043668831607801,0.47010830428702,0.0,0.0,0.875
GUY,Guyana,L. Amer. & the Caribbean,HIC,Prevention,57197.33395229622,0.42318091663483653,0.7868148084970429,No-regret / complementary,0.6104444254911287,0.7868148084970429,0.3465122450227277,0.3932346294729466,0.41044442549112875,0.55,1.0,0.6661731473647327,0.08604898009091068,0.0,0.0,0.75
HTI,Haiti,L. Amer. & the Caribbean,LMIC,Prevention,691510.7165290159,0.7303682941091787,0.5496181092758292,Strategic build-out,0.4488543278274876,0.5496181092758292,0.407841649988969,0.2685810078363124,0.35885432782748755,0.43,0.45,0.16290503918156188,0.451366599955876,0.0,0.0,0.75
HND,Honduras,L. Amer. & the Caribbean,LMIC,Prevention,852185.3109258867,0.7561185627674006,0.6752829258515254,Immediate priority,0.5758487775545762,0.6752829258515254,0.5376215630057513,0.38495152714997505,0.4858487775545761,0.646,0.45,0.2787576357498753,0.5044862520230052,0.0,0.0,1.0
JAM,Jamaica,L. Amer. & the Caribbean,UMIC,Prevention,284912.28400383424,0.6210819254046938,0.6996626808643912,No-regret / complementary,0.598988042593174,0.6996626808643912,0.448626635344925,0.347686734317234,0.448988042593174,0.538,0.75,0.45043367158617004,0.5065065413797,0.0,0.0,0.75
MEX,Mexico,L. Amer. & the Caribbean,UMIC,AD-bio-CNG,9400086.068717005,1.0,0.6975139855039358,Immediate priority,0.820513985503936,0.8568379951679786,0.70395727738597,0.5459481635951599,0.6975139855039358,0.995,0.75,0.5682408179757993,0.78932910954388,0.0315,0.135,1.0
NIC,Nicaragua,L. Amer. & the Caribbean,LMIC,,,,,,0.4798533261812185,0.5182844420604061,0.43155979207356765,0.2858654925223643,0.3898533261812185,0.5813,0.45,0.22302746261182158,0.5199391682942707,0.0,0.0,0.625
PAN,Panama,L. Amer. & the Caribbean,HIC,Prevention,300850.10692782607,0.627790578397945,0.827503022171553,No-regret / complementary,0.7325090665146587,0.827503022171553,0.5007371146383187,0.4103193748040038,0.5325090665146588,0.642,1.0,0.659596874020019,0.6109484585532747,0.0,0.0,0.75
PRY,Paraguay,L. Amer. & the Caribbean,UMIC,,,,,,0.6309455436673536,0.7103151812224512,0.49213217927315267,0.3512398002488314,0.48094554366735354,0.57,0.75,0.43619900124415717,0.6485287170926106,0.0,0.0,0.75
PER,Peru,L. Amer. & the Caribbean,UMIC,Prevention,2123553.9963977984,0.8686519904077512,0.8015233945250659,Immediate priority,0.7795701835751977,0.8015233945250659,0.6790399338810968,0.4692814609887341,0.63267674319116,0.9417,0.75,0.47293284460772994,0.8582180732682586,0.041241662256129,0.015532798079811666,0.875
PRI,Puerto Rico,L. Amer. & the Caribbean,HIC,AD-bio-CNG,223129.128532979,0.590955585695927,0.6962846080944353,No-regret / complementary,0.8879512747611019,0.879317091587034,0.5793826324688608,0.44924763374278964,0.6962846080944353,,1.0,0.8136572016378252,0.9881478974065826,0.0,0.23333333333333336,0.75
SXM,Sint Maarten (Dutch),L. Amer. & the Caribbean,HIC,Prevention,1523.8616013984065,0.0,0.8294276873786209,No-regret / complementary,0.8632830621358625,0.8294276873786209,0.5416666666666666,0.40494972880252916,0.6549497288025292,,1.0,0.8281322485434499,1.0,0.0,0.16666666666666669,0.625
KNA,St. Kitts and Nevis,L. Amer. & the Caribbean,HIC,,,,,,0.686130785970582,0.7703769286568606,0.43246880166105567,0.4551557446417374,0.48613078597058196,0.95,1.0,0.7007787232086871,0.1548752066442227,0.0,0.0,0.625
LCA,St. Lucia,L. Amer. & the Caribbean,UMIC,,,,,,0.49241256180619025,0.5808041872687301,0.20710079345189333,0.27458696671727023,0.3049125618061902,,0.75,0.5983478668690809,0.12130238035567999,0.0,0.0,0.5
MAF,St. Martin (French),L. Amer. & the Caribbean,HIC,,,,,,0.75,0.6666666666666666,0.4166666666666667,0.08333333333333333,0.4166666666666667,,1.0,,1.0,0.0,0.0,0.25
VCT,St. Vincent and the Grenadines,L. Amer. & the Caribbean,UMIC,Prevention,4540.524802733156,0.11092874362396658,0.647980491221907,No-regret / complementary,0.568941473665721,0.647980491221907,0.33137133626678544,0.28981399031012345,0.38144147366572106,,0.75,0.5329539235515109,0.36781197111137337,0.0013020376889829998,0.0,0.625
SUR,Suriname,L. Amer. & the Caribbean,UMIC,Prevention,30991.128,0.3476518968644992,0.7362600806203806,No-regret / complementary,0.708780241861142,0.7362600806203806,0.5904951477050779,0.4530507903637463,0.5754469085278087,1.0,0.75,0.4319206184853981,0.611980590820312,0.0,0.08333333333333334,0.75
TTO,Trinidad and Tobago,L. Amer. & the Caribbean,HIC,,,,,,0.7701997205632374,0.8400665735210792,0.5382330126349993,0.479673310455238,0.5701997205632374,0.9503,1.0,0.6980665522761897,0.45263205053999733,0.0,0.0,0.75
TCA,Turks and Caicos Islands,L. Amer. & the Caribbean,HIC,,,,,,0.8174165188616792,0.772472172953893,0.4941877651792164,0.3217756949772668,0.5674165188616792,,1.0,0.7871027799090673,0.9825632955376494,0.0,0.0,0.5
URY,Uruguay,L. Amer. & the Caribbean,HIC,Prevention,280233.7991713037,0.619041244809349,0.928585152038278,No-regret / complementary,0.9107554561148341,0.928585152038278,0.71375,0.5107554561148342,0.7107554561148341,0.98,1.0,0.6987772805741708,1.0,0.0,0.0,0.875
VEN,"Venezuela, RB",L. Amer. & the Caribbean,UMC (2019),Prevention,1868777.161323446,0.8528996678767579,0.7682196094514623,Immediate priority,0.6796588283543866,0.7682196094514623,0.5897107349109454,0.34509024042563047,0.5296588283543867,0.561,0.75,0.28945120212815223,0.9228429396437813,0.0,0.0,0.875
VIR,Virgin Islands (US),L. Amer. & the Caribbean,HIC,,,,,,0.8719241529991835,0.8323080509997278,0.5416666666666666,0.3719241529991835,0.6219241529991835,,1.0,0.8626966119967341,1.0,0.0,0.0,0.625
DZA,Algeria,Mid. East & N. Africa,LMIC,Prevention,3147226.495451864,0.9171427097360412,0.6106667975929209,Immediate priority,0.6320003927787625,0.6106667975929209,0.593098620784838,0.4308548294842255,0.5653337261120959,0.85,0.45,0.38760748075446066,0.722394483139352,0.049999999999999996,0.11666666666666668,0.75
BHR,Bahrain,Mid. East & N. Africa,HIC,Prevention,211321.7212107576,0.5842545571762999,0.8854274078012984,No-regret / complementary,0.9062822234038951,0.8854274078012984,0.6880148749210238,0.5991727944702092,0.79876089453339,1.0,1.0,0.7814111170194755,1.0,0.002059499684095,0.462393355647475,0.75
DJI,Djibouti,Mid. East & N. Africa,LMIC,,,,,,0.5680856132271025,0.5476952044090342,0.525619979512952,0.33778962961674086,0.4780856132271024,0.776,0.45,0.2879481480837044,0.701479918051808,0.0,0.0,0.625
EGY,"Egypt, Arab Rep.",Mid. East & N. Africa,LMIC,Prevention,5140421.583702003,0.9776113379481405,0.6119995662486959,Immediate priority,0.5109986987460877,0.6119995662486959,0.525441709669344,0.47231199767727927,0.46266536541275444,0.575,0.45,0.35322665505306294,0.30176683867737597,0.35000000000000003,0.20833333333333334,0.875
IRN,"Iran, Islamic Rep.",Mid. East & N. Africa,LMIC,Prevention,5668140.058539819,0.9896561617484902,0.5419177591141824,Strategic build-out,0.5507532773425471,0.5419177591141824,0.5803743150499133,0.35963920772177876,0.4561699440092138,,0.45,0.3768901642204484,0.75112294514974,0.36499999999999994,0.07166666666666667,0.625
IRQ,Iraq,Mid. East & N. Africa,UMIC,Prevention,5422690.600476332,0.9841999711844832,0.8187902945316362,Immediate priority,0.7063708835949086,0.8187902945316362,0.5837276204427083,0.4235978624538637,0.5565799588080304,0.67,0.75,0.4469439362037095,0.6649104817708333,0.0,0.001045376065609,1.0
ISR,Israel,Mid. East & N. Africa,HIC,Prevention,933800.0276160004,0.7673908948849708,0.8323029851980351,Immediate priority,0.8719089555941058,0.8323029851980351,0.5261021485659231,0.4848323441696635,0.7231589555941058,,1.0,0.9093293766786538,0.9533064456977693,0.0,0.405,0.625
JOR,Jordan,Mid. East & N. Africa,LMIC,Prevention,782513.2664563039,0.7456060955080249,0.6743757693049036,Immediate priority,0.6981273079147108,0.6743757693049036,0.670599459688721,0.43838107349706723,0.631460641248044,0.842,0.45,0.3582387008186696,0.9653978387548839,0.0,0.11666666666666668,0.875
KWT,Kuwait,Mid. East & N. Africa,HIC,Prevention,769839.0376700811,0.7435934767697168,0.8893563318381398,Immediate priority,0.9180689955144195,0.8893563318381398,0.6875,0.5180689955144194,0.7180689955144194,1.0,1.0,0.8403449775720968,1.0,0.0,0.0,0.75
LBN,Lebanon,Mid. East & N. Africa,LMIC,Prevention,641887.3584764712,0.7211903045987212,0.6304271631853163,Immediate priority,0.6912814895559491,0.6304271631853163,0.6712710457100733,0.41406465298789047,0.6012814895559491,0.999,0.45,0.32132326493945235,0.9360841828402933,0.0,0.0,0.75
LBY,Libya,Mid. East & N. Africa,UMIC,Prevention,1233693.8244010091,0.801717019329384,0.6840044455681525,Immediate priority,0.6770133367044576,0.6840044455681525,0.5098827060416826,0.26335130717319566,0.4895133367044576,,0.75,0.42840522869278264,0.904648118125048,0.0,0.0,0.625
MLT,Malta,Mid. East & N. Africa,HIC,Prevention,43881.24988318563,0.39051690357036434,0.8804500207819025,No-regret / complementary,0.8913500623457075,0.8804500207819025,0.5833333333333334,0.44706692481375915,0.6970669248137592,,1.0,0.8154002493828297,1.0,0.0,0.22286744987220683,0.75
MAR,Morocco,Mid. East & N. Africa,LMIC,Prevention,2291868.6222355664,0.878053133864097,0.6024325675044535,Immediate priority,0.6072977025133606,0.6024325675044535,0.5692061561835677,0.43093277756650633,0.5442977025133604,0.96,0.45,0.3096638878325316,0.5668246247342708,0.0,0.135,0.75
OMN,Oman,Mid. East & N. Africa,HIC,Prevention,297596.1174467154,0.6264502355441236,0.9181766022671137,No-regret / complementary,0.8795298068013413,0.9181766022671137,0.9187890177174337,0.8198319259607277,0.7798631401346746,1.0,1.0,0.7224929631369719,0.8001560708697347,1.0,0.5016666666666667,0.875
QAT,Qatar,Mid. East & N. Africa,HIC,Prevention,349584.4335359322,0.6462946226760945,0.9500000000000001,No-regret / complementary,0.975,0.9500000000000001,0.71875,0.5760442570992288,0.7760442570992289,1.0,1.0,1.0,1.0,0.0,0.005221285496144001,0.875
SAU,Saudi Arabia,Mid. East & N. Africa,HIC,Prevention,4693274.707371081,0.9663949349641405,0.879156165703806,Immediate priority,0.8874684971114177,0.879156165703806,0.651283143341331,0.5296877328675513,0.7007142475406163,1.0,1.0,0.8322099121917643,0.855132573365324,0.0,0.06622875214599283,0.75
SYR,Syrian Arab Republic,Mid. East & N. Africa,LIC,Prevention,969878.28470172,0.7720631290436955,0.49850799800876827,Strategic build-out,0.49552399402630476,0.49850799800876827,0.5568124974568683,0.3211739960608101,0.45132399402630474,0.725,0.25,0.05111998030405042,0.7014999898274734,0.050749999999999997,0.028999999999999998,0.75
TUN,Tunisia,Mid. East & N. Africa,LMIC,Prevention,764384.7285722301,0.742717135066421,0.5991469972737369,Strategic build-out,0.5974409918212107,0.5991469972737369,0.61569046216101,0.438221955425736,0.5207743251545439,0.8,0.45,0.3244431104620134,0.66276184864404,0.25,0.06666666666666667,0.75
ARE,United Arab Emirates,Mid. East & N. Africa,HIC,Prevention,534380.5881358357,0.6985978286262401,0.8843102196453495,Immediate priority,0.9029306589360486,0.8843102196453495,0.6623182439438231,0.5636253058771356,0.7329826294860702,0.999,1.0,0.8921234977702599,0.8735297969099827,0.0267431788653095,0.15025985275010817,0.75
PSE,West Bank and Gaza,Mid. East & N. Africa,UMIC,Prevention,339248.84100961225,0.6425957067011554,0.6743956061206481,No-regret / complementary,0.6481868183619446,0.6743956061206481,0.5043161880960071,0.2501996772899393,0.47218681836194465,,0.75,0.32979870915975723,0.8879485642880214,0.0,0.046,0.625
YEM,"Yemen, Rep.",Mid. East & N. Africa,LIC,Prevention,1567732.5351432888,0.8312501332770891,0.397469590034255,Strategic build-out,0.317408770102765,0.397469590034255,0.254908770102765,0.2005,0.254908770102765,0.177,0.25,,0.21763508041105997,0.0,0.0,0.625
BMU,Bermuda,N. Amer.,HIC,Prevention,1133.0633688173875,0.0,0.9,No-regret / complementary,0.95,0.9,0.92722602739726,0.9417808219178081,0.95,1.0,1.0,1.0,1.0,0.9589041095890399,1.0,0.75
CAN,Canada,N. Amer.,HIC,Prevention,2477478.741389202,0.8876511771333476,0.8746470099233076,Immediate priority,0.8739410297699226,0.8746470099233076,0.5271115099350969,0.5721844193772094,0.780018051828532,,1.0,0.9144295892743994,0.8313345298052908,0.0,0.6243080882344381,0.75
USA,United States,N. Amer.,HIC,AD-bio-CNG,28961833.058450043,1.0,0.8507307029350961,Immediate priority,0.9313973696017628,0.9354657898672544,0.8576083260799023,0.8416440420711743,0.8507307029350961,1.0,1.0,0.9815535436892047,0.8004333043196094,0.7549999999999999,0.5966666666666667,0.875
AFG,Afghanistan,S. Asia,LIC,Prevention,468696.72021104826,0.6824331593964805,0.494261266718303,Strategic build-out,0.35778380015490907,0.494261266718303,0.46597975019363636,0.4470666666666666,0.3964504668215757,0.592,0.25,0.0,0.07191900077454534,0.325,0.44333333333333336,0.875
BGD,Bangladesh,S. Asia,LMIC,Prevention,2100472.5002956856,0.8673050069749466,0.6588489107297351,Immediate priority,0.5265467321892052,0.6588489107297351,0.4814374490874467,0.4168662329192479,0.44799619218920517,0.7701,0.45,0.25698386459623934,0.15564979634978665,0.0,0.0572473,1.0
BTN,Bhutan,S. Asia,LMIC,Prevention,8896.535944397348,0.19382978591312872,0.6150380801232654,No-regret / complementary,0.5201142403697965,0.6150380801232654,0.4564730289817458,0.4533730364041829,0.5092037413688711,0.671738591103542,0.45,0.3246790859219991,0.27915352482344136,0.0,0.39544750499537334,0.875
IND,India,S. Asia,LMIC,Prevention,21670975.425812382,1.0,0.5717633194699608,Strategic build-out,0.5152899584098826,0.5717633194699608,0.47528522466473533,0.3859417786780943,0.42528995840988254,0.9544,0.45,0.22530889339047155,0.19674089865894132,0.0,0.0,0.75
MDV,Maldives,S. Asia,UMIC,Prevention,53220.54150416049,0.4142990952635595,0.7597473610179847,No-regret / complementary,0.6542420830539539,0.7597473610179847,0.48646392323022103,0.44807094446977713,0.5042420830539539,0.79,0.75,0.5753547223488853,0.280855692920884,0.0,0.0,0.875
NPL,Nepal,S. Asia,LMIC,Prevention,483511.9655732953,0.6862687510723511,0.570087560059359,Strategic build-out,0.5102626801780772,0.570087560059359,0.49758098957368435,0.2967978885191297,0.4202626801780772,0.623,0.45,0.11098944259564841,0.6173239582947374,0.0,0.0,0.75
PAK,Pakistan,S. Asia,LMIC,,,,,,0.3009027127783186,0.3753009042594395,0.20666241767147378,0.12715589952471326,0.1884027127783186,,0.45,0.13362359809885302,0.24498725301442137,0.0,0.0,0.375
LKA,Sri Lanka,S. Asia,LMIC,Prevention,559696.9480362418,0.7043027714971855,0.5316987360075538,Strategic build-out,0.3950962080226613,0.5316987360075538,0.479375,0.472562874689328,0.333762874689328,0.4735,0.45,0.3019810401133067,0.0,0.694,0.14333333333333334,0.75
AGO,Angola,Sub-Saharan Africa,LMIC,,,,,,0.4565945833088126,0.5105315277696042,0.37750206299250433,0.23579293291480904,0.36659458330881256,0.231,0.45,0.32296466457404527,0.6540082519700174,0.0,0.0,0.625
BEN,Benin,Sub-Saharan Africa,LMIC,Prevention,270381.3145359311,0.6146299650082516,0.4899389088202,Longer-term / local fit,0.3948167264606001,0.4899389088202,0.34594533333817196,0.2832743931236378,0.3864833931272668,,0.45,0.09143090582788455,0.412836000014516,0.0,0.4166666666666667,0.625
BWA,Botswana,Sub-Saharan Africa,UMIC,Prevention,15351.936396533012,0.2610730465966596,0.7574146320321912,No-regret / complementary,0.6472438960965732,0.7574146320321912,0.4965465957234923,0.3751034936533256,0.4993407702321194,0.49,0.75,0.5000330975888965,0.6211863828939692,0.0,0.010484370677731667,0.875
BFA,Burkina Faso,Sub-Saharan Africa,LIC,Prevention,49976.42592976289,0.40654746383328266,0.4125370106437966,Longer-term / local fit,0.23761103193138985,0.4125370106437966,0.23451378991423733,0.1682,0.18761103193138987,0.091,0.25,0.0,0.09705515965694933,0.0,0.0,0.75
BDI,Burundi,Sub-Saharan Africa,LIC,,,,,,0.19523414866753233,0.3150780495558441,0.1769788648900431,0.125,0.13273414866753233,,0.25,0.0,0.030936594670129314,0.0,0.0,0.5
CPV,Cabo Verde,Sub-Saharan Africa,LMIC,Prevention,13029.960016172545,0.24086107141304858,0.6075049229999263,No-regret / complementary,0.622514768999779,0.6075049229999263,0.5761957935361633,0.3857581341708484,0.5325147689997791,0.821,0.45,0.3577906708542421,0.7337831741446533,0.0,0.0,0.75
CMR,Cameroon,Sub-Saharan Africa,LMIC,,,,,,0.459684702871001,0.511561567623667,0.42640291522943935,0.27676237068744947,0.36968470287100097,0.616,0.45,0.1428118534372475,0.46461166091775735,0.0,0.0,0.625
CAF,Central African Republic,Sub-Saharan Africa,LIC,,,,,,0.23383398915242834,0.2862779963841428,0.22844531886990446,0.09375,0.17133398915242834,,0.25,0.0,0.31033595660971336,0.0,0.0,0.375
TCD,Chad,Sub-Saharan Africa,LIC,,,,,,0.2148854957862255,0.3216284985954085,0.19228247050208624,0.13317364290966083,0.1523854957862255,,0.25,0.03269457163864331,0.07684741150625868,0.0,0.0,0.5
COM,Comoros,Sub-Saharan Africa,LMIC,,,,,,0.3108570033665609,0.4202856677888536,0.22344268245722132,0.1557749915236449,0.19835700336656092,,0.45,0.12309996609457964,0.17032804737166402,0.0,0.0,0.5
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,LIC,,,,,,0.26751095887937665,0.3391703196264589,0.2733479451725022,0.14541666666666667,0.22542762554604334,,0.25,0.0,0.32004383551750665,0.0,0.08166666666666668,0.5
